isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;currency_risk;strategy_risk;category;is_leveraged;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;return_1m;return_3m;return_6m;return_2021;return_2022;return_2023;return_2024;return_inception;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker;exchange_6_name;exchange_6_currency;exchange_6_ticker;exchange_6_bloomberg;exchange_6_reuters;exchange_6_market_maker;exchange_7_name;exchange_7_currency;exchange_7_ticker;exchange_7_bloomberg;exchange_7_reuters;exchange_7_market_maker;exchange_8_name;exchange_8_currency;exchange_8_ticker;exchange_8_bloomberg;exchange_8_reuters;exchange_8_market_maker;exchange_9_name;exchange_9_currency;exchange_9_ticker;exchange_9_bloomberg;exchange_9_reuters;exchange_9_market_maker;exchange_10_name;exchange_10_currency;exchange_10_ticker;exchange_10_bloomberg;exchange_10_reuters;exchange_10_market_maker;rating;rating_score;rating_ter_score;rating_size_score;rating_track_record_score;rating_provider_score;rating_performance_score
DE000A0H08S0;iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0H08S0;The iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE) seeks to track the STOXX® Europe 600 Travel & Leisure index. The STOXX® Europe 600 Travel & Leisure index tracks the European Travel and Leisure sector. The ETF's TER (total expense ratio) amounts to 0.46% p.a.. The iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE) is the only ETF that tracks the STOXX® Europe 600 Travel & Leisure index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE) is a small ETF with 63m Euro assets under management. The ETF was launched on 8 July 2002 and is domiciled in Germany.;IShares Stoxx Europe 600 Travel & Leisure UCITS ETF (DE) se snaží sledovat index Stoxx® Europe 600 Travel & Leisure. Stoxx® Europe 600 Travel & Leisure Index sleduje evropský sektor cestování a volného času. TER (celkový poměr nákladů) ETF činí 0,46% P.A .. Ishares Stoxx Europe 600 Travel & Leisure UCITS ETF (DE) je jediný ETF, který sleduje index Travel & Leisure Stoxx® Europe 600. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (alespoň ročně). IShares Stoxx Europe 600 Travel & Leisure UCITS ETF (DE) je malý ETF s managementem 63 milionů euro. ETF byl spuštěn 8. července 2002 a má bydliště v Německu.;0.46%;0.46;EUR 63m;63.0;EUR;EUR;Germany;iShares;8 July 2002;;At least annually;Physical;Contractual;;risk  Long-only    Sustainability  No;;EUR    Currency risk  Currency;1;Akcie;False;Evropa;14.0;6.18;49.51;53.74;-0.67;-6.57;6.77;4.88;0.1;-13.54;21.96;13.53;195.92;19.97;19.74;24.32;0.31;0.73;0.37;-25.06;-25.06;-40.78;-63.91;;;;;gettex;EXV9;3;3.97%;3.97;EUR 0.94;0.94;EUR;method2_regex;2025-09-21T19:50:37.412775;success;0;InterContinental Hotels;14.15;Evolution AB;10.65;International Consolidated Airlines Group SA;10.01;Accor SA;8.72;Entain;6.92;Whitbread;5.69;Lottomatica Group SpA;4.29;Deutsche Lufthansa AG;4.14;Sodexo SA;3.98;;;United Kingdom;34.75;Other;18.8;France;15.64;;;;;Industrials;36.29;IT;5.69;;;;;;;gettex;EUR;EXV9;;;;Stuttgart Stock Exchange;EUR;EXV9;;;;XETRA;EUR;EXV9;SXTPEX GYSXTPNAV;SXTPEX.DESXTPNAV.DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;58.0;12.0;1.0;15.0;10.0;20.0
DE000A0Q4R02;iShares STOXX Europe 600 Utilities UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R02;The iShares STOXX Europe 600 Utilities UCITS ETF (DE) seeks to track the STOXX® Europe 600 Utilities index. The STOXX® Europe 600 Utilities index tracks European utility companies. The ETF's TER (total expense ratio) amounts to 0.47% p.a.. The iShares STOXX Europe 600 Utilities UCITS ETF (DE) is the largest ETF that tracks the STOXX® Europe 600 Utilities index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Utilities UCITS ETF (DE) has 379m Euro assets under management. The ETF was launched on 8 July 2002 and is domiciled in Germany.;IShares Stoxx Europe 600 Utilities UCITS ETF (DE) se snaží sledovat index Utilities Stoxx® Europe 600. Index indexu Stoxx® Europe 600 sleduje evropské společnosti. TER (celkový poměr nákladů) činí 0,47% P.A .. Ishares Stoxx Europe 600 Utilities UCITS ETF (DE) je největší ETF, který sleduje index Utilities Stoxx® Europe 600. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (alespoň ročně). IShares Stoxx Europe 600 Utilities UCITS ETF (DE) má 379 milionů euro aktiv. ETF byl spuštěn 8. července 2002 a má bydliště v Německu.;0.47%;0.47;EUR 379m;379.0;EUR;EUR;Germany;iShares;8 July 2002;;At least annually;Physical;Contractual;;Equity, Europe, Utilities;;EUR    Currency risk  Currency;1;Akcie;False;Evropa;27.0;10.58;36.21;52.7;16.88;-2.87;-2.52;9.67;9.15;-7.94;13.93;1.53;341.07;15.19;14.75;15.88;0.7;0.73;0.56;-9.98;-14.27;-22.57;-51.25;;;2.5;;gettex;EXH9;3;3.65%;3.65;EUR 1.62;1.62;EUR;method2_regex;2025-09-21T19:50:45.189734;success;0;National Grid;13.21;Enel SpA;12.62;ENGIE SA;7.66;E.ON SE;7.52;RWE AG;5.1;SSE;4.99;Veolia Environnement SA;4.16;TERNA Rete Elettrica Nazionale SpA;2.5;EDP SA;2.21;;;United Kingdom;24.95;Other;22.18;Germany;12.62;;;;;;;;;;;;;;;gettex;EUR;EXH9;;;;Stuttgart Stock Exchange;EUR;EXH9;;;;XETRA;EUR;EXH9;SX6PEX GYSX6PNAV;SX6PEX.DESX6PNAV.DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;62.0;12.0;5.0;15.0;10.0;20.0
DE000A0Q4R28;iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R28;The iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist) seeks to track the STOXX® Europe 600 Automobiles & Parts index. The STOXX® Europe 600 Automobiles & Parts index tracks the European Automobile & Parts sector. The ETF's TER (total expense ratio) amounts to 0.46% p.a.. The iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist) is the largest ETF that tracks the STOXX® Europe 600 Automobiles & Parts index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist) has 196m Euro assets under management. The ETF was launched on 8 July 2002 and is domiciled in Germany.;Ishares Stoxx Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (DIST) se snaží sledovat index automobilů a dílů Stoxx® Europe 600. Index automobilů a dílů Stoxx® Europe 600 sleduje sektor evropského automobilu a dílů. TER (celkový poměr nákladů) ETF činí 0,46% P.A .. Ishares Stoxx Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (DIST) je největší ETF, který sleduje index automobilů a dílů Stoxx® Europe 600. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (alespoň ročně). Ishares Stoxx Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (dist) má spravování 196 milionů euro. ETF byl spuštěn 8. července 2002 a má bydliště v Německu.;0.46%;0.46;EUR 196m;196.0;EUR;EUR;Germany;iShares;8 July 2002;Distributing;At least annually;Physical;Contractual;;Equity, Europe, Automobile;;EUR    Currency risk  Currency;1;Akcie;False;Evropa;12.0;-6.64;12.31;44.71;-1.46;-3.51;5.11;-5.94;25.41;-16.72;24.37;-8.46;321.73;22.62;20.25;23.82;-0.29;0.19;0.32;-24.45;-34.13;-34.13;-64.94;;;;;gettex;EXV5;3;4.63%;4.63;EUR 2.18;2.18;EUR;method2_regex;2025-09-21T19:50:50.922046;success;0;Mercedes-Benz Group AG;15.07;Bayerische Motoren Werke AG;13.28;Compagnie Générale des Établissements Michelin SCA;11.71;Volkswagen AG;10.08;Stellantis NV;8.33;Continental AG;4.31;Renault SA;3.59;Porsche Automobil Holding SE;2.87;Porsche AG;2.61;;;Germany;45.6;France;16.41;Netherlands;8.33;Other;2.84;;;IT;24.85;;;;;;;;;gettex;EUR;EXV5;;;;Stuttgart Stock Exchange;EUR;EXV5;;;;XETRA;EUR;EXV5;SXAPEX GYSXAPNAV;SXAPEX.DELCXPNAV.DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;58.0;12.0;5.0;15.0;10.0;16.0
DE000A0Q4R36;iShares STOXX Europe 600 Health Care UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R36;The iShares STOXX Europe 600 Health Care UCITS ETF (DE) seeks to track the STOXX® Europe 600 Health Care index. The STOXX® Europe 600 Health Care index tracks the European health care sector. The ETF's TER (total expense ratio) amounts to 0.46% p.a.. The iShares STOXX Europe 600 Health Care UCITS ETF (DE) is the largest ETF that tracks the STOXX® Europe 600 Health Care index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Health Care UCITS ETF (DE) is a large ETF with 738m Euro assets under management. The ETF was launched on 25 April 2001 and is domiciled in Germany.;IShares Stoxx Europe 600 Health Care UCITS ETF (DE) se snaží sledovat index zdravotní péče Stoxx® Europe 600. Index zdravotní péče Stoxx® Europe 600 sleduje evropský sektor zdravotní péče. TER (celkový poměr nákladů) ETF činí 0,46% P.A .. Ishares Stoxx Europe 600 Health Care UCITS ETF (DE) je největší ETF, který sleduje index zdravotní péče Stoxx® Europe 600. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (alespoň ročně). IShares Stoxx Europe 600 Health Care UCITS ETF (DE) je velká ETF s spravováním 738 milionů euro. ETF byl spuštěn 25. dubna 2001 a má bydliště v Německu.;0.46%;0.46;EUR 738m;738.0;EUR;EUR;Germany;iShares;25 April 2001;;At least annually;Physical;Contractual;;Equity, Europe, Health Care;;EUR    Currency risk  Currency;1;Akcie;False;Evropa;52.0;-13.81;15.22;23.0;-2.1;-0.12;0.45;-7.26;25.26;-6.69;8.11;3.86;266.15;17.81;14.63;14.65;-0.78;0.33;0.29;-23.44;-26.42;-26.42;-48.46;;;;;gettex;EXV4;4;1.69%;1.69;EUR 1.76;1.76;EUR;method2_regex;2025-09-21T19:50:57.483842;success;0;Novartis AG;13.26;Roche Holding AG;13.04;Novo Nordisk A/S;9.09;Sanofi;6.03;EssilorLuxottica SA;5.42;GSK Plc;4.74;Lonza Group AG;2.98;Alcon AG;2.59;Haleon;2.51;;;Switzerland;33.66;Other;25.64;United Kingdom;22.22;France;12.44;Germany;6.04;IT;33.66;Consumer Discretionary;5.42;Consumer Staples;2.51;Materials;1.34;;;gettex;EUR;EXV4;;;;Stuttgart Stock Exchange;EUR;EXV4;;;;SIX Swiss Exchange;EUR;SXDPEX;SXDPEX SESXDPNAV;SXDPEX.SRXPXNAV.DE;;XETRA;EUR;EXV4;SXDPEX GYSXDPNAV;SXDPEX.DERXPXNAV.DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;66.0;12.0;10.0;15.0;10.0;19.0
DE000A0Q4R44;iShares STOXX Europe 600 Real Estate UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R44;The iShares STOXX Europe 600 Real Estate UCITS ETF (DE) seeks to track the STOXX® Europe 600 Real Estate index. The STOXX® Europe 600 Real Estate tracks the European real estate sector. The ETF's TER (total expense ratio) amounts to 0.46% p.a.. The iShares STOXX Europe 600 Real Estate UCITS ETF (DE) is the only ETF that tracks the STOXX® Europe 600 Real Estate index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Real Estate UCITS ETF (DE) is a small ETF with 72m Euro assets under management. The ETF was launched on 19 September 2006 and is domiciled in Germany.;Ishares Stoxx Europe 600 Real Estate UCITS ETF (DE) se snaží sledovat index realitního indexu Stoxx® Europe 600. Stoxx® Europe 600 Real Estate sleduje evropský sektor nemovitostí. TER (celkový poměr výdajů) ETF činí 0,46% P.A .. Ishares Stoxx Europe 600 Real Estate UCITS ETF (DE) je jediným ETF, který sleduje realitní index Stoxx® Europe 600. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (alespoň ročně). Ishares Stoxx Europe 600 Real Estate UCITS ETF (DE) je malá ETF s spravováním 72 milionů euro. ETF byl spuštěn 19. září 2006 a má bydliště v Německu.;0.46%;0.46;EUR 72m;72.0;EUR;EUR;Germany;iShares;19 September 2006;;At least annually;Physical;Contractual;;Real Estate, Europe;;EUR    Currency risk  Currency;1;Nemovitosti;False;Evropa;31.0;-9.68;8.89;-9.57;2.19;-3.06;-6.15;4.39;15.79;-38.02;17.38;-3.84;-1.59;17.47;22.89;21.84;-0.55;0.13;-0.09;-20.65;-25.01;-48.04;-78.02;;;;;gettex;EXI5;3;2.08%;2.08;EUR 0.28;0.28;EUR;method2_regex;2025-09-21T19:51:02.760513;success;0;Swiss Prime Site;6.4;SEGRO;6.12;Unibail-Rodamco-Westfield;6.03;Klépierre SA;4.93;Rightmove;4.91;PSP Swiss Property;4.49;LEG Immobilien;3.42;Land Securities Group;3.31;LondonMetric Property;3.21;;;United Kingdom;29.53;Other;22.55;Germany;17.66;France;15.71;Switzerland;14.55;IT;6.4;;;;;;;;;gettex;EUR;EXI5;;;;Stuttgart Stock Exchange;EUR;EXI5;;;;XETRA;EUR;EXI5;SREEEX GYSREENAV;SREEEX.DESREENAV.DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;52.0;12.0;1.0;15.0;10.0;14.0
DE000A0Q4R69;iShares DAX ESG UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R69;The iShares DAX ESG UCITS ETF (DE) seeks to track the DAX® ESG Target index. The DAX® ESG Target index tracks the 40 largest, most liquid German stocks while taking into account ESG exclusion filters (environmental, social and corporate governance). Companies involved in weapons, armaments, tobacco, thermal coal, oil sands or nuclear power and companies that violate the principles of the United Nations Global Compact are excluded. The ETF's TER (total expense ratio) amounts to 0.12% p.a.. The iShares DAX ESG UCITS ETF (DE) is the only ETF that tracks the DAX® ESG Target index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares DAX ESG UCITS ETF (DE) has 115m Euro assets under management. The ETF was launched on 18 May 2021 and is domiciled in Germany.;IShares DAX ESG UCITS ETF (DE) se snaží sledovat cílový index DAX® ESG. Cílový index DAX® ESG sleduje 40 největších, nejvíce likvidnějších německých akcií při zohlednění vylučovacích filtrů ESG (environmentální, sociální a správa a řízení společností). Vyloučeny jsou společnosti podílející se na zbraních, výzbrojích, tabáku, tepelném uhlí, ropném písku nebo jaderné energii a společnosti, které porušují principy Global Compact OSN Global Compact. TER (celkový poměr nákladů) ETF činí 0,12% p.a. Ishares DAX ESG UCITS ETF (DE) je jediný ETF, který sleduje cílový index DAX® ESG. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. Ishares DAX ESG UCITS ETF (DE) má ve správě aktiv 115 milionů EUR. ETF byl spuštěn 18. května 2021 a je sídlí v Německu.;0.12%;0.12;EUR 115m;115.0;EUR;EUR;Germany;iShares;18 May 2021;;;Physical;Contractual;;Equity, Germany, Social/Environmental;Yes;EUR    Currency risk  Currency;1;Akcie;False;Celosvětově;40.0;17.31;75.97;;12.93;-5.35;0.83;-2.03;;-14.59;21.57;18.67;45.0;17.27;14.65;;1.0;1.41;;-16.06;-16.06;;-28.17;;;;;gettex;EXIA;3;;;;;;;2025-09-21T19:51:09.047482;success;0;Siemens AG;10.8;Allianz SE;9.44;Deutsche Telekom AG;8.5;Münchener Rückversicherungs-Gesellschaft AG;5.65;Siemens Energy AG;4.75;Deutsche Börse AG;4.11;Deutsche Bank AG;3.98;Deutsche Post AG;3.01;Commerzbank AG;2.75;;;Germany;99.24;Other;0.76;;;;;;;Financials;27.51;Industrials;24.77;Technology;16.85;Energy;4.75;;;gettex;EUR;EXIA;;;;SIX Swiss Exchange;EUR;EXIA;EXIA SE;;;XETRA;EUR;EXIA;EXIA GYINAVEIA1;EXIA.DE4K6WEUR=INAV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;63.0;22.0;5.0;6.0;10.0;20.0
DE000A0Q4R85;iShares MSCI Brazil UCITS ETF (DE) USD (Acc);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R85;The iShares MSCI Brazil UCITS ETF (DE) USD (Acc) seeks to track the MSCI Brazil index. The MSCI Brazil index tracks the largest and most liquid Brazilian stocks. The ETF's TER (total expense ratio) amounts to 0.31% p.a.. The iShares MSCI Brazil UCITS ETF (DE) USD (Acc) is the largest ETF that tracks the MSCI Brazil index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares MSCI Brazil UCITS ETF (DE) USD (Acc) is a very large ETF with 2,506m Euro assets under management. The ETF was launched on 24 October 2018 and is domiciled in Germany.;Ishares MSCI Brazil UCITS ETF (DE) USD (ACC) se snaží sledovat index MSCI Brazílie. Index MSCI Brazílie sleduje největší a nejvíce likvidní brazilské akciíy. TER (celkový poměr nákladů) činí 0,31% p.a. Ishares MSCI Brazil UCITS ETF (DE) USD (ACC) je největší ETF, který sleduje index MSCI brazil. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. Ishares MSCI Brazil UCITS ETF (DE) USD (ACC) je velmi velký ETF s managementem 2 506 milionů euro. ETF byl spuštěn 24. října 2018 a má bydliště v Německu.;0.31%;0.31;EUR 2506m;2506.0;EUR;USD;Germany;iShares;24 October 2018;Accumulating;;Physical;Contractual;MSCI Brazil;Equity, Brazil;;USD    Currency risk  Currency;1;Akcie;False;Celosvětově;44.0;3.81;6.37;49.83;22.84;11.46;7.63;8.16;-11.25;20.11;28.36;-25.73;16.68;22.35;24.81;26.64;0.17;0.08;0.32;-16.25;-28.38;-28.38;-55.59;;;;;Bolsa Mexicana de Valores;-;4;;;;;;;2025-09-21T19:51:15.416712;success;0;Vale SA;9.45;Itaú Unibanco Holding SA;9.13;Petróleo Brasileiro SA;7.36;Petróleo Brasileiro SA;6.48;Banco Bradesco SA;4.0;B3 SA-Brasil, Bolsa, Balcão;3.23;WEG SA;3.03;Itausa SA;2.91;Ambev SA;2.87;;;Other;3.89;USA;2.91;;;;;;;Financials;38.05;Energy;16.2;Materials;13.06;Utilities;10.64;;;Borsa Italiana;EUR;4BRZ;;;;Bolsa Mexicana de Valores;MXN;-;4BRZN MM;4BRZN.MX;;SIX Swiss Exchange;USD;4BRZ;4BRZ SEINAV4BRU;4BRZ.s19ICINAV.DE;;XETRA;USD;4BRZ;4BRZ GYINAV4BRU;4BRZ.DE19ICINAV.DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;54.0;12.0;13.0;8.0;10.0;11.0
DE000A0Q4RZ9;iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4RZ9;The iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE) seeks to track the eb.rexx® Government Germany 0-1 index. The eb.rexx® Government Germany 0-1 index tracks Euro denominated short term German government bonds traded on the Eurex Bonds platform. Time to maturity: 1 month - 1 year. Rating: AAA. The ETF's TER (total expense ratio) amounts to 0.13% p.a.. The iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE) is the only ETF that tracks the eb.rexx® Government Germany 0-1 index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is distributed to the investors (At least annually). The iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE) is a very large ETF with 1,584m Euro assets under management. The ETF was launched on 29 July 2008 and is domiciled in Germany.;Vláda IShares EB.Rexx Německo 0-1YR UCITS ETF (DE) se snaží sledovat index vlády EB.Rexx® Government 0-1. Vláda EB.Rexx® Německo 0-1 Index sleduje euro denominované krátkodobé německé vládní dluhopisy obchodované na platformě Eurex Bonds. Čas do zralosti: 1 měsíc - 1 rok. Hodnocení: AAA. TER (celkový poměr výdajů) ETF činí 0,13% P.A .. Ishares EB.Rexx Government Německo 0-1yr UCITS ETF (DE) je jediným ETF, který sleduje index vlády EB.Rexx® Government 0-1. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (alespoň ročně). Vláda IShares EB.Rexx Německo 0-1YR UCITS ETF (DE) je velmi velký ETF s 1 584 miliony euro ve spravování. ETF byl spuštěn 29. července 2008 a je se sídlem v Německu.;0.13%;0.13;EUR 1584m;1584.0;EUR;EUR;Germany;iShares;29 July 2008;;At least annually;Physical;Contractual;;risk  Long-only    Sustainability  No;;EUR    Currency risk  Currency;1;Akcie;False;Celosvětově;;2.4;7.37;5.22;1.47;0.14;0.4;1.01;-0.83;-1.0;2.33;3.4;6.31;0.22;0.35;0.33;;6.82;3.06;-0.04;-0.26;-2.26;-6.3;;;;;gettex;EXVM;4;1.10%;1.1;EUR 0.84;0.84;EUR;method2_regex;2025-09-21T19:51:20.432787;success;0;DE000BU22031;11.29;DE000BU22049;11.17;DE000BU22056;11.16;DE000BU22023;9.09;;;;;;;;;;;;;Germany;89.4;Other;10.6;;;;;;;;;;;;;;;;;gettex;EUR;EXVM;;;;Stuttgart Stock Exchange;EUR;EXVM;;;;Borsa Italiana;EUR;EXVM;EXVM IMEBMMNAV;EBMMEX.MIEBMMNAV.DE;;XETRA;EUR;EXVM;EBMMEX GYEBMMNAV;EBMMEX.DEEBMMNAV.DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;76.0;22.0;13.0;15.0;10.0;16.0
DE000A0S9GB0;Xetra-Gold;https://www.justetf.com/en/etf-profile.html?isin=DE000A0S9GB0;The product tracks the spot price of gold in US Dollar. The ETC's TER (total expense ratio) amounts to 0.00% p.a.. The Xetra-Gold is the cheapest ETC that tracks the Gold index. The ETC replicates the performance of the underlying index with a collateralised debt obligation which is backed by physical holdings of the precious metal. The Xetra-Gold is a very large ETC with 17,490m Euro assets under management. The ETC was launched on 27 November 2007 and is domiciled in Germany.;Produkt sleduje spotovou cenu zlata v americkém dolaru. TER (celkový poměr nákladů) činí 0,00% p.a .. Xetra-Gold je nejlevnější atd., Který sleduje zlatý index. ETC replikuje výkon podkladového indexu s zajištěným dluhovým závazkem, který je podporován fyzickými drženími drahého kovu. Xetra-Gold je velmi velký atd. S 17 490 mil. EUR. ETC bylo zahájeno 27. listopadu 2007 a má bydliště v Německu.;0.00%;0.0;EUR 17490m;17490.0;EUR;EUR;Germany;Deutsche Boerse;27 November 2007;;;Physical;UCITS;;Precious Metals, Gold;;EUR    Currency risk  Currency;1;Komodity;False;Celosvětově;;34.95;87.28;89.94;24.71;9.73;6.47;12.1;4.0;7.11;9.31;34.66;464.8;15.03;13.19;14.07;2.33;1.76;0.97;-6.72;-7.39;-14.01;-36.79;;;;;XETRA;4GLD;3;;;;;;;2025-09-21T19:51:27.482230;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IT;24.71;;;;;;;;;XETRA;EUR;4GLD;;;;gettex;EUR;4GLD;;;;Stuttgart Stock Exchange;EUR;4GLD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;89.0;30.0;19.0;15.0;5.0;20.0
DE000A1E0HR8;Xtrackers Physical Gold ETC (EUR);https://www.justetf.com/en/etf-profile.html?isin=DE000A1E0HR8;The product tracks the spot price of gold in US Dollar. The ETC's TER (total expense ratio) amounts to 0.25% p.a.. The ETC replicates the performance of the underlying index with a collateralised debt obligation which is backed by physical holdings of the precious metal. The Xtrackers Physical Gold ETC (EUR) is a very large ETC with 1,916m Euro assets under management. The ETC was launched on 27 August 2010 and is domiciled in Jersey.;Produkt sleduje spotovou cenu zlata v americkém dolaru. TER (celkový poměr nákladů) ETC činí 0,25% p.a. ETC replikuje výkon podkladového indexu s kolateralizovaným dluhovým závazkem, který je podporován fyzickými drženími drahého kovu. Fyzické zlato Xtrackers Fyzikální zlato atd. (EUR) je velmi velké atd. S managementem 1 916 milionů euro. ETC byl spuštěn dne 27. srpna 2010 a je se sídlem v Jersey.;0.25%;0.25;EUR 1916m;1916.0;EUR;USD;Jersey;Xtrackers;27 August 2010;;;Physical;UCITS;;Precious Metals, Gold;;USD    Currency risk  Currency;1;Komodity;False;Celosvětově;;35.09;85.52;87.25;24.18;9.51;6.45;12.39;4.01;5.47;9.57;34.3;206.32;15.67;14.59;14.69;2.24;1.57;0.91;-6.69;-7.5;-13.94;-37.45;;;;;London Stock Exchange;OXA5;5;;;;;;;2025-09-21T19:51:33.529877;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IT;24.18;;;;;;;;;XETRA;EUR;XAD5;;;;gettex;EUR;XAD5;;;;Borsa Italiana;EUR;XAD5;;;;Stuttgart Stock Exchange;EUR;XAD5;;;;London Stock Exchange;EUR;OXA5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;75.0;17.0;13.0;15.0;10.0;20.0
