isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;category;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker
DE000A0H08S0;iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0H08S0;The iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE) seeks to track the STOXX® Europe 600 Travel & Leisure index. The STOXX® Europe 600 Travel & Leisure index tracks the European Travel and Leisure sector. The ETF's TER (total expense ratio) amounts to 0.46% p.a.. The iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE) is the only ETF that tracks the STOXX® Europe 600 Travel & Leisure index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE) is a small ETF with 64m Euro assets under management. The ETF was launched on 8 July 2002 and is domiciled in Germany. Show more Show less;IShares Stoxx Europe 600 Travel & Leisure UCITS ETF (DE) se snaží sledovat index Stoxx® Europe 600 Travel & Leisure.Stoxx® Europe 600 Travel & Leisure Index sleduje evropský sektor cestování a volného času.TER (celkový poměr výdajů) ETF činí 0,46% P.A .. Ishares Stoxx Europe 600 Travel & Leisure UCITS ETF (DE) je jediný ETF, který sleduje index Travel & Leisure Stoxx® Europe 600.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou distribuovány investorům (alespoň ročně).IShares Stoxx Europe 600 Travel & Leisure UCITS ETF (DE) je malý ETF s managementem 64 milionů euro.ETF byl spuštěn 8. července 2002 a má bydliště v Německu.Ukázat více show méně;0.46%;0.46;EUR 64m;64.0;EUR;EUR;Germany;iShares;8 July 2002;;At least annually;Physical;Contractual;;;;Akcie;Evropa;14.0;11.9;47.29;52.15;1.01;20.1;19.81;24.37;0.59;;;-25.06;;;;;;;;gettex;EXV9;3;3.91%;3.91;EUR 0.94;0.94;EUR;method2_regex;2025-09-16T12:10:52.321860;success;0;;;;;;;;;;;;;;;;;;;;;United Kingdom;34.75;Other;18.8;France;15.64;;;;;Industrials;36.29;IT;5.69;;;;;;;gettex;EUR;EXV9;;;;Stuttgart Stock Exchange;EUR;EXV9;;;;XETRA;EUR;EXV9;SXTPEX GYSXTPNAV;SXTPEX.DESXTPNAV.DE;;;;;;;;;;;;;
DE000A0Q4R02;iShares STOXX Europe 600 Utilities UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R02;The iShares STOXX Europe 600 Utilities UCITS ETF (DE) seeks to track the STOXX® Europe 600 Utilities index. The STOXX® Europe 600 Utilities index tracks European utility companies. The ETF's TER (total expense ratio) amounts to 0.47% p.a.. The iShares STOXX Europe 600 Utilities UCITS ETF (DE) is the largest ETF that tracks the STOXX® Europe 600 Utilities index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Utilities UCITS ETF (DE) has 382m Euro assets under management. The ETF was launched on 8 July 2002 and is domiciled in Germany. Show more Show less;IShares Stoxx Europe 600 Utilities UCITS ETF (DE) se snaží sledovat index Utilities Stoxx® Europe 600.Index indexu Stoxx® Europe 600 sleduje evropské společnosti.TER (celkový poměr výdajů) ETF činí 0,47% p.a. IShares Stoxx Europe 600 UCTITS UCITS ETF (DE) je největší ETF, který sleduje index Utilities Stoxx® Europe 600.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou distribuovány investorům (alespoň ročně).IShares Stoxx Europe 600 Utilities UCITS ETF (DE) má 382 milionů euro aktiv.ETF byl spuštěn 8. července 2002 a má bydliště v Německu.Ukázat více show méně;0.47%;0.47;EUR 382m;382.0;EUR;EUR;Germany;iShares;8 July 2002;;At least annually;Physical;Contractual;;Equity, Europe, Utilities;;Akcie;Evropa;27.0;10.76;38.22;53.55;19.1;15.2;14.77;15.88;0.71;;;-9.98;;;;;;;;gettex;EXH9;3;3.58%;3.58;EUR 1.62;1.62;EUR;method2_regex;2025-09-16T12:11:00.535812;success;0;;;;;;;;;;;;;;;;;;;;;United Kingdom;24.95;Other;22.18;Germany;12.62;;;;;;;;;;;;;;;gettex;EUR;EXH9;;;;Stuttgart Stock Exchange;EUR;EXH9;;;;XETRA;EUR;EXH9;SX6PEX GYSX6PNAV;SX6PEX.DESX6PNAV.DE;;;;;;;;;;;;;
DE000A0Q4R28;iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R28;The iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist) seeks to track the STOXX® Europe 600 Automobiles & Parts index. The STOXX® Europe 600 Automobiles & Parts index tracks the European Automobile & Parts sector. The ETF's TER (total expense ratio) amounts to 0.46% p.a.. The iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist) is the largest ETF that tracks the STOXX® Europe 600 Automobiles & Parts index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist) has 198m Euro assets under management. The ETF was launched on 8 July 2002 and is domiciled in Germany. Show more Show less;Ishares Stoxx Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (DIST) se snaží sledovat index automobilů a dílů Stoxx® Europe 600.Index automobilů a dílů Stoxx® Europe 600 sleduje sektor evropského automobilu a dílů.TER (celkový poměr nákladů) ETF činí 0,46% P.A .. Ishares Stoxx Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (DIST) je největší ETF, který sleduje index automobilů a dílů Stoxx® Europe 600.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou distribuovány investorům (alespoň ročně).Ishares Stoxx Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (DIST) má spravující aktiva eura 198 milionů euro.ETF byl spuštěn 8. července 2002 a má bydliště v Německu.Ukázat více show méně;0.46%;0.46;EUR 198m;198.0;EUR;EUR;Germany;iShares;8 July 2002;Distributing;At least annually;Physical;Contractual;;Equity, Europe, Automobile;;Akcie;Evropa;12.0;-4.46;12.03;40.39;-1.44;22.66;20.27;23.84;;;;-24.45;;;;;;;;gettex;EXV5;3;4.62%;4.62;EUR 2.18;2.18;EUR;method2_regex;2025-09-16T12:11:08.427035;success;0;;;;;;;;;;;;;;;;;;;;;Germany;45.6;France;16.41;Netherlands;8.33;Other;2.84;;;IT;24.85;;;;;;;;;gettex;EUR;EXV5;;;;Stuttgart Stock Exchange;EUR;EXV5;;;;XETRA;EUR;EXV5;SXAPEX GYSXAPNAV;SXAPEX.DELCXPNAV.DE;;;;;;;;;;;;;
DE000A0Q4R36;iShares STOXX Europe 600 Health Care UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R36;The iShares STOXX Europe 600 Health Care UCITS ETF (DE) seeks to track the STOXX® Europe 600 Health Care index. The STOXX® Europe 600 Health Care index tracks the European health care sector. The ETF's TER (total expense ratio) amounts to 0.46% p.a.. The iShares STOXX Europe 600 Health Care UCITS ETF (DE) is the largest ETF that tracks the STOXX® Europe 600 Health Care index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Health Care UCITS ETF (DE) is a large ETF with 745m Euro assets under management. The ETF was launched on 25 April 2001 and is domiciled in Germany. Show more Show less;IShares Stoxx Europe 600 Health Care UCITS ETF (DE) se snaží sledovat index zdravotní péče Stoxx® Europe 600.Index zdravotní péče Stoxx® Europe 600 sleduje evropský sektor zdravotní péče.TER (celkový poměr výdajů) ETF činí 0,46% P.A .. IShares Stoxx Europe 600 Health Care UCITS ETF (DE) je největší ETF, který sleduje index zdravotní péče Stoxx® Europe 600.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou distribuovány investorům (alespoň ročně).IShares Stoxx Europe 600 Health Care UCITS ETF (DE) je velký ETF s managementem 745 milionů euro.ETF byl spuštěn 25. dubna 2001 a má bydliště v Německu.Ukázat více show méně;0.46%;0.46;EUR 745m;745.0;EUR;EUR;Germany;iShares;25 April 2001;;At least annually;Physical;Contractual;;Equity, Europe, Health Care;;Akcie;Evropa;52.0;-15.28;11.56;23.19;-3.05;17.83;14.66;14.66;;;;-24.01;;;;;;;;gettex;EXV4;4;1.70%;1.7;EUR 1.76;1.76;EUR;method2_regex;2025-09-16T12:11:15.167133;success;0;;;;;;;;;;;;;;;;;;;;;Switzerland;33.66;Other;25.64;United Kingdom;22.22;France;12.44;Germany;6.04;IT;33.66;Consumer Discretionary;5.42;Consumer Staples;2.51;Materials;1.34;;;gettex;EUR;EXV4;;;;Stuttgart Stock Exchange;EUR;EXV4;;;;SIX Swiss Exchange;EUR;SXDPEX;SXDPEX SESXDPNAV;SXDPEX.SRXPXNAV.DE;;XETRA;EUR;EXV4;SXDPEX GYSXDPNAV;SXDPEX.DERXPXNAV.DE;;;;;;;
DE000A0Q4R44;iShares STOXX Europe 600 Real Estate UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R44;The iShares STOXX Europe 600 Real Estate UCITS ETF (DE) seeks to track the STOXX® Europe 600 Real Estate index. The STOXX® Europe 600 Real Estate tracks the European real estate sector. The ETF's TER (total expense ratio) amounts to 0.46% p.a.. The iShares STOXX Europe 600 Real Estate UCITS ETF (DE) is the only ETF that tracks the STOXX® Europe 600 Real Estate index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (At least annually). The iShares STOXX Europe 600 Real Estate UCITS ETF (DE) is a small ETF with 72m Euro assets under management. The ETF was launched on 19 September 2006 and is domiciled in Germany. Show more Show less;Ishares Stoxx Europe 600 Real Estate UCITS ETF (DE) se snaží sledovat index realitního indexu Stoxx® Europe 600.Stoxx® Europe 600 Real Estate sleduje evropský sektor nemovitostí.TER (celkový poměr výdajů) ETF činí 0,46% P.A .. Ishares Stoxx Europe 600 Real Estate UCITS ETF (DE) je jediným ETF, který sleduje realitní index Stoxx® Europe 600.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou distribuovány investorům (alespoň ročně).Ishares Stoxx Europe 600 Real Estate UCITS ETF (DE) je malá ETF s spravováním 72 milionů euro.ETF byl spuštěn 19. září 2006 a má bydliště v Německu.Ukázat více show méně;0.46%;0.46;EUR 72m;72.0;EUR;EUR;Germany;iShares;19 September 2006;;At least annually;Physical;Contractual;;Real Estate, Europe;;Akcie;Evropa;31.0;-10.01;9.02;-8.39;3.47;17.49;22.92;21.85;;;;-20.85;;;;;;;;gettex;EXI5;3;2.06%;2.06;EUR 0.28;0.28;EUR;method2_regex;2025-09-16T12:11:23.422027;success;0;;;;;;;;;;;;;;;;;;;;;United Kingdom;29.53;Other;22.55;Germany;17.66;France;15.71;Switzerland;14.55;IT;6.4;;;;;;;;;gettex;EUR;EXI5;;;;Stuttgart Stock Exchange;EUR;EXI5;;;;XETRA;EUR;EXI5;SREEEX GYSREENAV;SREEEX.DESREENAV.DE;;;;;;;;;;;;;
DE000A0Q4R69;iShares DAX ESG UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R69;The iShares DAX ESG UCITS ETF (DE) seeks to track the DAX® ESG Target index. The DAX® ESG Target index tracks the 40 largest, most liquid German stocks while taking into account ESG exclusion filters (environmental, social and corporate governance). Companies involved in weapons, armaments, tobacco, thermal coal, oil sands or nuclear power and companies that violate the principles of the United Nations Global Compact are excluded. The ETF's TER (total expense ratio) amounts to 0.12% p.a.. The iShares DAX ESG UCITS ETF (DE) is the only ETF that tracks the DAX® ESG Target index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares DAX ESG UCITS ETF (DE) has 117m Euro assets under management. The ETF was launched on 18 May 2021 and is domiciled in Germany. Show more Show less;IShares DAX ESG UCITS ETF (DE) se snaží sledovat cílový index DAX® ESG.Cílový index DAX® ESG sleduje 40 největších, nejvíce likvidnějších německých akcií při zohlednění vylučovacích filtrů ESG (environmentální, sociální a správa a řízení společností).Vyloučeny jsou společnosti podílející se na zbraních, výzbrojích, tabáku, tepelném uhlí, ropném písku nebo jaderné energii a společnosti, které porušují principy Global Compact OSN Global Compact.TER (celkový poměr nákladů) ETF činí 0,12% p.a. Ishares DAX ESG UCITS ETF (DE) je jediný ETF, který sleduje cílový index DAX® ESG.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.IShares Dax ESG UCITS ETF (DE) má ve správě aktiv EUR 117M EUR.ETF byl spuštěn 18. května 2021 a je sídlí v Německu.Ukázat více show méně;0.12%;0.12;EUR 117m;117.0;EUR;EUR;Germany;iShares;18 May 2021;;;Physical;Contractual;;;Yes;Akcie;Evropa;40.0;19.9;74.82;;13.55;17.19;14.65;;1.16;;;-16.06;;;;;;;;gettex;EXIA;3;;;;;;;2025-09-16T12:11:31.088953;success;0;;;;;;;;;;;;;;;;;;;;;Germany;99.24;Other;0.76;;;;;;;Financials;27.51;Industrials;24.77;Technology;16.85;Energy;4.75;;;gettex;EUR;EXIA;;;;SIX Swiss Exchange;EUR;EXIA;EXIA SE;;;XETRA;EUR;EXIA;EXIA GYINAVEIA1;EXIA.DE4K6WEUR=INAV;;;;;;;;;;;;;
DE000A0Q4R85;iShares MSCI Brazil UCITS ETF (DE) USD (Acc);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4R85;The iShares MSCI Brazil UCITS ETF (DE) USD (Acc) seeks to track the MSCI Brazil index. The MSCI Brazil index tracks the largest and most liquid Brazilian stocks. The ETF's TER (total expense ratio) amounts to 0.31% p.a.. The iShares MSCI Brazil UCITS ETF (DE) USD (Acc) is the largest ETF that tracks the MSCI Brazil index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares MSCI Brazil UCITS ETF (DE) USD (Acc) is a very large ETF with 2,409m Euro assets under management. The ETF was launched on 24 October 2018 and is domiciled in Germany. Show more Show less;Ishares MSCI Brazil UCITS ETF (DE) USD (ACC) se snaží sledovat index MSCI Brazílie.Index MSCI Brazílie sleduje největší a nejvíce likvidní brazilské akciíy.TER (celkový poměr nákladů) činí 0,31% p.a. Ishares MSCI Brazil UCITS ETF (DE) USD (ACC) je největší ETF, který sleduje index MSCI brazil.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.IShares MSCI Brazil UCITS ETF (DE) USD (ACC) je velmi velký ETF s managementem 2 409 milionů euro.ETF byl spuštěn 24. října 2018 a má bydliště v Německu.Ukázat více show méně;0.31%;0.31;EUR 2409m;2409.0;EUR;USD;Germany;iShares;24 October 2018;Accumulating;;Physical;Contractual;MSCI Brazil;Equity, Brazil;;Akcie;US;44.0;2.97;7.11;45.59;21.38;22.38;24.86;26.67;0.13;;;-16.37;;;;;;;;Borsa Italiana;4BRZ;4;;;;;;;2025-09-16T12:11:38.945750;success;0;;;;;;;;;;;;;;;;;;;;;Other;3.89;USA;2.91;;;;;;;Financials;38.05;Energy;16.2;Materials;13.06;Utilities;10.64;;;Borsa Italiana;EUR;4BRZ;;;;Bolsa Mexicana de Valores;MXN;;4BRZN MM;4BRZN.MX;;SIX Swiss Exchange;USD;4BRZ;4BRZ SEINAV4BRU;4BRZ.s19ICINAV.DE;;XETRA;USD;4BRZ;4BRZ GYINAV4BRU;4BRZ.DE19ICINAV.DE;;;;;;;
DE000A0Q4RZ9;iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE);https://www.justetf.com/en/etf-profile.html?isin=DE000A0Q4RZ9;The iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE) seeks to track the eb.rexx® Government Germany 0-1 index. The eb.rexx® Government Germany 0-1 index tracks Euro denominated short term German government bonds traded on the Eurex Bonds platform. Time to maturity: 1 month - 1 year. Rating: AAA. The ETF's TER (total expense ratio) amounts to 0.13% p.a.. The iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE) is the only ETF that tracks the eb.rexx® Government Germany 0-1 index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is distributed to the investors (At least annually). The iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE) is a very large ETF with 1,590m Euro assets under management. The ETF was launched on 29 July 2008 and is domiciled in Germany. Show more Show less;Vláda IShares EB.Rexx Německo 0-1YR UCITS ETF (DE) se snaží sledovat index vlády EB.Rexx® Government 0-1.Vláda EB.Rexx® Německo 0-1 Index sleduje euro denominované krátkodobé německé vládní dluhopisy obchodované na platformě Eurex Bonds.Čas do zralosti: 1 měsíc - 1 rok.Hodnocení: AAA.TER (celkový poměr nákladů) činí 0,13% P.A .. Ishares EB.Rexx Government Německo 0-1yr UCITS ETF (DE) je jediný ETF, který sleduje index vlády EB.Rexx® Government 0-1.ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu).Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (alespoň ročně).IShares EB.Rexx Government Německo 0-1YR UCITS ETF (DE) je velmi velký ETF s 1 590 miliony euro ve spravování.ETF byl spuštěn 29. července 2008 a je se sídlem v Německu.Ukázat více show méně;0.13%;0.13;EUR 1590m;1590.0;EUR;EUR;Germany;iShares;29 July 2008;;At least annually;Physical;Contractual;;;;Dluhopisy;Globální;;2.41;7.3;5.16;1.43;0.23;0.35;0.33;;;;-0.04;;;;;;;;gettex;EXVM;4;1.10%;1.1;EUR 0.84;0.84;EUR;method2_regex;2025-09-16T12:11:44.668906;success;0;;;;;;;;;;;;;;;;;;;;;Germany;89.4;Other;10.6;;;;;;;;;;;;;;;;;gettex;EUR;EXVM;;;;Stuttgart Stock Exchange;EUR;EXVM;;;;Borsa Italiana;EUR;EXVM;EXVM IMEBMMNAV;EBMMEX.MIEBMMNAV.DE;;XETRA;EUR;EXVM;EBMMEX GYEBMMNAV;EBMMEX.DEEBMMNAV.DE;;;;;;;
DE000A0S9GB0;Xetra-Gold;https://www.justetf.com/en/etf-profile.html?isin=DE000A0S9GB0;The product tracks the spot price of gold in US Dollar. The ETC's TER (total expense ratio) amounts to 0.00% p.a.. The Xetra-Gold is the cheapest ETC that tracks the Gold index. The ETC replicates the performance of the underlying index with a collateralised debt obligation which is backed by physical holdings of the precious metal. The Xetra-Gold is a very large ETC with 17,585m Euro assets under management. The ETC was launched on 27 November 2007 and is domiciled in Germany. Show more Show less;Produkt sleduje spotovou cenu zlata v americkém dolaru.TER (celkový poměr nákladů) činí 0,00% p.a .. Xetra-Gold je nejlevnější atd., Který sleduje zlatý index.ETC replikuje výkon podkladového indexu s zajištěným dluhovým závazkem, který je podporován fyzickými drženími drahého kovu.Xetra-Gold je velmi velký atd. S řízením 17 585 milionů euro.ETC bylo zahájeno 27. listopadu 2007 a má bydliště v Německu.Ukázat více show méně;0.00%;0.0;EUR 17585m;17585.0;EUR;EUR;Germany;;27 November 2007;;;Physical;;;Precious Metals, Gold;;Komodity;Globální;;34.02;86.79;89.22;24.29;15.01;13.23;14.07;2.27;;;-6.72;;;;;;;;XETRA;4GLD;3;;;;;;;2025-09-16T12:11:50.440417;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IT;24.29;;;;;;;;;XETRA;EUR;4GLD;;;;gettex;EUR;4GLD;;;;Stuttgart Stock Exchange;EUR;4GLD;;;;;;;;;;;;;;;
DE000A1E0HR8;Xtrackers Physical Gold ETC (EUR);https://www.justetf.com/en/etf-profile.html?isin=DE000A1E0HR8;The product tracks the spot price of gold in US Dollar. The ETC's TER (total expense ratio) amounts to 0.25% p.a.. The ETC replicates the performance of the underlying index with a collateralised debt obligation which is backed by physical holdings of the precious metal. The Xtrackers Physical Gold ETC (EUR) is a very large ETC with 1,922m Euro assets under management. The ETC was launched on 27 August 2010 and is domiciled in Jersey. Show more Show less;Produkt sleduje spotovou cenu zlata v americkém dolaru.TER (celkový poměr nákladů) ETC činí 0,25% p.a. ETC replikuje výkon podkladového indexu s kolateralizovaným dluhovým závazkem, který je podporován fyzickými drženími drahého kovu.Fyzické zlato Xtrackers Fyzikální zlato atd. (EUR) je velmi velké atd. S managementem 1 922 mil. EUR.ETC byl spuštěn dne 27. srpna 2010 a je se sídlem v Jersey.Ukázat více show méně;0.25%;0.25;EUR 1922m;1922.0;EUR;USD;Jersey;Xtrackers;27 August 2010;;;Physical;;;Precious Metals, Gold;;Komodity;Globální;;33.8;83.01;87.78;23.82;15.6;14.59;14.67;2.17;;;-6.69;;;;;;;;XETRA;XAD5;5;;;;;;;2025-09-16T12:11:58.406575;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IT;23.82;;;;;;;;;XETRA;EUR;XAD5;;;;gettex;EUR;XAD5;;;;Borsa Italiana;EUR;XAD5;;;;Stuttgart Stock Exchange;EUR;XAD5;;;;London Stock Exchange;EUR;OXA5;;;
