isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;category;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker
LU1324516720;UBS BBG USD EM Sovereign UCITS ETF hCHF acc;https://www.justetf.com/en/etf-profile.html?isin=LU1324516720;The UBS BBG USD EM Sovereign UCITS ETF hCHF acc seeks to track the Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped (CHF Hedged) index. The Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped (CHF Hedged) index tracks the US dollar-denominated debt issued by sovereign and agency EM issuers. Corporate issues are not eligible. Country weights are capped at 3% of total amount outstanding of all eligible issues. Currency hedged to Swiss Francs (CHF). The ETF's TER (total expense ratio) amounts to 0.28% p.a.. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The UBS BBG USD EM Sovereign UCITS ETF hCHF acc is a very small ETF with 13m Euro assets under management. The ETF was launched on 31 March 2016 and is domiciled in Luxembourg. Show more Show less;UBS BBG USD EM Sovereign UCITS ETF HCHF ACC se snaží sledovat index Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Coupped (CHF Hedged).Index Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Coupped (CHF Hedged) sleduje americký dluh vydaný dolarem vydaným panovníkem a agenturou EM.Firemní problémy nejsou způsobilé.Hmotnosti země jsou omezeny na 3% z celkové částky z všech způsobilých problémů.Měna byla zajištěna švýcarským frankům (CHF).TER (celkový poměr výdajů) ETF činí 0,28% p.a. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu).Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF.UBS BBG USD EM Sovereign UCITS ETF HCHF ACC je velmi malý ETF s 13 miliony euro.ETF byl spuštěn 31. března 2016 a je se sídlem v Lucemburku.Ukázat více show méně;0.28%;0.28;EUR 13m;13.0;EUR;CHF;Luxembourg;UBS;31 March 2016;Accumulating;;Physical;;;Bonds, USD, Emerging Markets, Government, All maturities;;Dluhopisy;US;666.0;7.16;21.79;5.75;8.59;8.06;10.56;10.38;0.89;;;-6.87;;;;;;;;Extracted (method 1);SBEMS;3;;;;;;;2025-09-17T00:48:38.112432;success;0;;;;;;;;;;;;;;;;;;;;;Other;85.81;;;;;;;;;IT;8.59;;;;;;;;;Six Swiss Exchange;CHF;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;;;;;;;
LU1324517454;UBS BBG USD EM Sovereign UCITS ETF USD acc;https://www.justetf.com/en/etf-profile.html?isin=LU1324517454;The UBS BBG USD EM Sovereign UCITS ETF USD acc seeks to track the Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped index. The Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped index tracks the US dollar-denominated debt issued by sovereign and agency EM issuers. Corporate issues are not eligible. Country weights are capped at 3% of total amount outstanding of all eligible issues. The ETF's TER (total expense ratio) amounts to 0.25% p.a.. The UBS BBG USD EM Sovereign UCITS ETF USD acc is the only ETF that tracks the Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Capped index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The UBS BBG USD EM Sovereign UCITS ETF USD acc is a very small ETF with 8m Euro assets under management. The ETF was launched on 31 January 2018 and is domiciled in Luxembourg. Show more Show less;UBS BBG USD EM Sovereign UCITS ETF USD ACC se snaží sledovat index Bloomberg Emerging Markets USD Sovereign & Agency 3% Country.Index Bloomberg Emerging Markets USD Sovereign & Agency 3% Country Sleys americký dluh denominovaný dolarem vydaný panovníkem a agenturou EM emitanti.Firemní problémy nejsou způsobilé.Hmotnosti země jsou omezeny na 3% z celkové částky z všech způsobilých problémů.Ter (celkový poměr nákladů) ETF činí 0,25% p.a. UBS BBG USD EM Sovereign UCITS ETF USD ACC je jediným ETF, který sleduje index Bloomberg Emerging Usd Sovereign & Agency 3% Country Index.ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu).Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF.UBS BBG USD EM Sovereign UCITS ETF USD ACC je velmi malý ETF s managementem 8 milionů euro.ETF byl spuštěn 31. ledna 2018 a má bydliště v Lucemburku.Ukázat více show méně;0.25%;0.25;EUR 8m;8.0;EUR;USD;Luxembourg;UBS;31 January 2018;Accumulating;;Physical;;;Bonds, USD, Emerging Markets, Government, All maturities;;Dluhopisy;US;666.0;4.5;17.12;10.31;-1.61;9.18;8.7;8.37;0.49;;;-13.11;;;;;;;;Extracted (method 1);SBEMA;3;;;;;;;2025-09-17T00:48:45.328018;success;0;;;;;;;;;;;;;;;;;;;;;Other;85.81;;;;;;;;;IT;1.61;;;;;;;;;Six Swiss Exchange;CHF;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;;;;;;;
LU1327051279;Amundi MSCI USA Daily (-1x) Inverse UCITS ETF Acc;https://www.justetf.com/en/etf-profile.html?isin=LU1327051279;The Amundi MSCI USA Daily (-1x) Inverse UCITS ETF Acc seeks to track the MSCI USA Short index. The MSCI USA Short index tracks the inverse performance of MSCI USA on a daily basis. The MSCI USA index tracks leading stocks on the US market. The ETF's TER (total expense ratio) amounts to 0.60% p.a.. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The Amundi MSCI USA Daily (-1x) Inverse UCITS ETF Acc is a small ETF with 32m Euro assets under management. The ETF was launched on 14 December 2015 and is domiciled in Luxembourg. Show more Show less;Amundi MSCI USA denně (-1x) inverzní UCITS ETF ACC se snaží sledovat krátký index MSCI USA.Krátký index MSCI USA každý den sleduje inverzní výkon MSCI USA.Index MSCI USA sleduje přední akciíy na americkém trhu.TER (celkový poměr nákladů) ETF činí 0,60% p.a. ETF replikuje výkon podkladového indexu synteticky s výměnou.dividenday v ETF jsou akumulovány a reinvestovány do ETF.Amundi MSCI USA denně (-1x) inverzní UCITS ETF ACC je malá ETF s managementem 32 milionů euro.ETF byla spuštěna 14. prosince 2015 a je bydliště v Lucemburku.Ukázat více show méně;0.60%;0.6;EUR 32m;32.0;EUR;USD;Luxembourg;Amundi;14 December 2015;Accumulating;;Synthetic (Unfunded swap);Strategy risk  Short    Sustainability  No;MSCI USA Daily;Equity, United States;;Akcie;US;;-16.69;-57.85;-69.99;-19.81;20.44;27.47;31.78;;;;-29.12;;;;;;;;Extracted (method 1);VOON;5;;;;;;;2025-09-17T00:48:50.750138;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;Euronext Paris;EUR;;;;
LU1349386927;Xtrackers DAX UCITS ETF 1D;https://www.justetf.com/en/etf-profile.html?isin=LU1349386927;The Xtrackers DAX UCITS ETF 1D seeks to track the DAX® index. The DAX® index tracks the 40 largest and most traded German stocks listed on the Prime Standard segment of the Frankfurt Stock Exchange. The ETF's TER (total expense ratio) amounts to 0.09% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Annually). The Xtrackers DAX UCITS ETF 1D has 124m Euro assets under management. The ETF was launched on 8 April 2022 and is domiciled in Luxembourg. Show more Show less;Xtrackers DAX UCITS ETF 1D se snaží sledovat index DAX®.Index DAX® sleduje 40 největších a nejvíce obchodovaných německých akcií uvedených v hlavním standardním segmentu frankfurtské burzy.TER (celkový poměr nákladů) ETF činí 0,09% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou distribuovány investorům (každoročně).Xtrackers Dax UCITS ETF 1D má pod správou 124 milionů euro aktiv.ETF byla zahájena 8. dubna 2022 a je sídlí v Lucemburku.Ukázat více show méně;0.09%;0.09;EUR 124m;124.0;EUR;EUR;Luxembourg;Xtrackers;8 April 2022;;Annually;Physical;;;Equity, Germany;;Ostatní;Evropa;40.0;26.42;80.51;;18.74;17.45;14.83;;1.51;;;-16.06;;;;;;;;Extracted (method 1);XDDA;0;2.12%;2.12;EUR 0.22;0.22;EUR;method2_regex;2025-09-17T00:48:57.189237;success;0;;;;;;;;;;;;;;;;;;;;;Germany;92.91;Netherlands;6.23;Other;0.86;;;;;Industrials;30.43;Financials;21.41;IT;18.74;Technology;17.01;Consumer Discretionary;7.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LU1377381717;BNP Paribas Easy ESG Low Volatility Europe UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=LU1377381717;The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF seeks to track the BNP Paribas Low Vol Europe ESG index. The BNP Paribas Low Vol Europe ESG index tracks European stocks with a low volatility. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.31% p.a.. The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF is the cheapest and largest ETF that tracks the BNP Paribas Low Vol Europe ESG index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF is a small ETF with 56m Euro assets under management. The ETF was launched on 7 June 2016 and is domiciled in Luxembourg. Show more Show less;BNP Paribas Easy ESG s nízkou volatilitou Europe UCITS ETF se snaží sledovat index BNP Paribas Low Vol Europe ESG.Index BNP Paribas Low Vol Europe ESG sleduje evropské akcie s nízkou volatilitou.Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností).TER (celkový poměr nákladů) ETF činí 0,31% P.A. BNP Paribas Easy ESG s nízkou volatilitou Evropa ETF je nejlevnější a největší ETF, který sleduje index BNP Paribas Low Vol Europe ESG.ETF replikuje výkon podkladového indexu synteticky s výměnou.dividenday v ETF jsou akumulovány a reinvestovány do ETF.BNP Paribas Easy ESG s nízkou volatilitou Europe UCITS ETF je malý ETF s managementem 56 milionů euro.ETF byl spuštěn 7. června 2016 a má bydliště v Lucemburku.Ukázat více show méně;0.31%;0.31;EUR 56m;56.0;EUR;EUR;Luxembourg;BNP Paribas;7 June 2016;;;Synthetic (Unfunded swap);;;;Yes;Akcie;Evropa;;5.61;34.36;49.77;7.21;12.16;10.84;11.87;0.46;;;-12.35;;;;;;;;Extracted (method 1);VLEU;7;;;;;;;2025-09-17T00:49:03.239303;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stuttgart Stock Exchange;EUR;;;;;Six Swiss Exchange;CHF;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;;gettex;EUR;;;;
LU1377382103;BNP Paribas Easy ESG Quality Europe UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=LU1377382103;The BNP Paribas Easy ESG Quality Europe UCITS ETF seeks to track the BNP Paribas Quality Europe ESG index. The BNP Paribas Quality Europe ESG index tracks stocks with a high quality factor from countries in Europe. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.31% p.a.. The BNP Paribas Easy ESG Quality Europe UCITS ETF is the cheapest and largest ETF that tracks the BNP Paribas Quality Europe ESG index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The BNP Paribas Easy ESG Quality Europe UCITS ETF is a small ETF with 65m Euro assets under management. The ETF was launched on 7 June 2016 and is domiciled in Luxembourg. Show more Show less;BNP Paribas Easy ESG Quality Europe UCITS ETF se snaží sledovat index Evropy Evropy BNP Paribas.Index BNP Paribas Quality Europe ESG sleduje akcie s vysoce kvalitním faktorem ze zemí Evropy.Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností).TER (celkový poměr výdajů) ETF činí 0,31% P.A. BNP Paribas Easy ESG Quality Europe UCITS ETF je nejlevnější a největší ETF, který sleduje index Evropy Evropy BNP Paribas.ETF replikuje výkon podkladového indexu synteticky s výměnou.dividenday v ETF jsou akumulovány a reinvestovány do ETF.BNP Paribas Easy ESG Quality Europe UCITS ETF je malý ETF s managementem 65m euro.ETF byl spuštěn 7. června 2016 a má bydliště v Lucemburku.Ukázat více show méně;0.31%;0.31;EUR 65m;65.0;EUR;EUR;Luxembourg;BNP Paribas;7 June 2016;;;Synthetic (Unfunded swap);;;Equity, Europe,;Yes;Akcie;Evropa;;3.78;37.58;44.89;5.33;14.85;13.4;14.38;0.25;;;-18.3;;;;;;;;Extracted (method 1);QUEU;7;;;;;;;2025-09-17T00:49:09.787541;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stuttgart Stock Exchange;EUR;;;;;Six Swiss Exchange;CHF;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;;gettex;EUR;;;;
LU1377382285;BNP Paribas Easy ESG Value Europe UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=LU1377382285;The BNP Paribas Easy ESG Value Europe UCITS ETF seeks to track the BNP Paribas Value Europe ESG index. The BNP Paribas Value Europe ESG index tracks European stocks with a high value risk premia. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.30% p.a.. The BNP Paribas Easy ESG Value Europe UCITS ETF is the cheapest and largest ETF that tracks the BNP Paribas Value Europe ESG index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The BNP Paribas Easy ESG Value Europe UCITS ETF is a small ETF with 46m Euro assets under management. The ETF was launched on 7 June 2016 and is domiciled in Luxembourg. Show more Show less;BNP Paribas Easy ESG Hodnota Europe UCITS ETF se snaží sledovat index evropské evropské hodnoty BNP Paribas.Hodnota BNP Paribas Hodnocení Evropy ESG Index sleduje evropské akcie s vysokou hodnotou rizikovou prémií.Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností).TER (celkový poměr nákladů) činí 0,30% P.A .. BNP Paribas Easy ESG Hodnota Europe UCITS ETF je nejlevnější a největší ETF, který sleduje index ESG hodnoty BNP Paribas.ETF replikuje výkon podkladového indexu synteticky s výměnou.dividenday v ETF jsou akumulovány a reinvestovány do ETF.BNP Paribas Easy ESG hodnota Europe UCITS ETF je malá ETF s managementem 46 milionů euro.ETF byl spuštěn 7. června 2016 a má bydliště v Lucemburku.Ukázat více show méně;0.30%;0.3;EUR 46m;46.0;EUR;EUR;Luxembourg;BNP Paribas;7 June 2016;;;Synthetic (Unfunded swap);;;Equity, Europe, Value;Yes;Akcie;Evropa;;17.69;51.06;57.37;15.82;13.74;13.09;14.34;1.29;;;-14.15;;;;;;;;Extracted (method 1);VALU;7;;;;;;;2025-09-17T00:49:15.071172;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stuttgart Stock Exchange;EUR;;;;;Six Swiss Exchange;CHF;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;;gettex;EUR;;;;
LU1377382368;BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=LU1377382368;The BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF seeks to track the Low Carbon 100 Europe PAB index. The Low Carbon 100 Europe PAB index tracks tracks 100 companies from Europe. Only companies with low carbon emissions and a high ESG (environmental, social and governance) rating are considered. The ETF's TER (total expense ratio) amounts to 0.30% p.a.. The BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF is the only ETF that tracks the Low Carbon 100 Europe PAB index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF has 491m Euro assets under management. The ETF was launched on 2 June 2017 and is domiciled in Luxembourg. Show more Show less;BNP Paribas Easy Low Carbon 100 Europe Pab UCITS ETF se snaží sledovat index PAB s nízkým uhlíkem 100 Evropy.Index PAB s nízkým uhlíkem 100 sleduje sledování 100 společností z Evropy.Zvažují se pouze společnosti s emisemi s nízkým uhlíkem a vysokým hodnocením ESG (environmentální, sociální a správa věcí veřejných).TER (celkový poměr nákladů) ETF činí 0,30% P.A.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.BNP Paribas Easy Low Carbon 100 Europe Pab UCITS ETF má 491 milionů euro aktiv.ETF byla spuštěna 2. června 2017 a je bydliště v Lucemburku.Ukázat více show méně;0.30%;0.3;EUR 491m;491.0;EUR;EUR;Luxembourg;BNP Paribas;2 June 2017;;;Physical;;;;Yes;Akcie;Evropa;99.0;1.73;32.13;47.47;4.16;14.05;12.7;13.92;0.12;;;-16.21;;;;;;;;Extracted (method 1);LCEU;7;;;;;;;2025-09-17T00:49:21.460450;success;0;;;;;;;;;;;;;;;;;;;;;Other;33.85;United Kingdom;23.76;France;19.51;Switzerland;15.87;;;Financials;22.81;Industrials;21.55;Health Care;15.67;Consumer Staples;15.25;;;Stuttgart Stock Exchange;EUR;;;;;Six Swiss Exchange;CHF;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;;gettex;EUR;;;;
LU1377382442;BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF Dist;https://www.justetf.com/en/etf-profile.html?isin=LU1377382442;The BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF Dist seeks to track the Low Carbon 100 Europe PAB index. The Low Carbon 100 Europe PAB index tracks tracks 100 companies from Europe. Only companies with low carbon emissions and a high ESG (environmental, social and governance) rating are considered. The ETF's TER (total expense ratio) amounts to 0.30% p.a.. The BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF Dist is the only ETF that tracks the Low Carbon 100 Europe PAB index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Annually). The BNP Paribas Easy Low Carbon 100 Europe PAB UCITS ETF Dist is a small ETF with 32m Euro assets under management. The ETF was launched on 21 June 2023 and is domiciled in Luxembourg. Show more Show less;BNP Paribas Easy Low Carbon 100 Europe Pab UCITS ETF Dist se snaží sledovat index PAB s nízkým uhlíkem 100 Europe.Index PAB s nízkým uhlíkem 100 sleduje sledování 100 společností z Evropy.Zvažují se pouze společnosti s emisemi s nízkým uhlíkem a vysokým hodnocením ESG (environmentální, sociální a správa věcí veřejných).TER (celkový poměr nákladů) ETF činí 0,30% P.A.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou distribuovány investorům (každoročně).BNP Paribas Easy Low Carbon 100 Europe Pab UCITS ETF Dist je malý ETF s managementem 32 milionů EUR.ETF byla zahájena 21. června 2023 a je sídlí v Lucemburku.Ukázat více show méně;0.30%;0.3;EUR 32m;32.0;EUR;EUR;Luxembourg;BNP Paribas;21 June 2023;Distributing;Annually;Physical;;;;Yes;Akcie;Evropa;99.0;14.08;;;;14.08;;;0.15;;;-16.19;;;;;;;;Extracted (method 1);ECND;3;2.95%;2.95;EUR 0.32;0.32;EUR;method2_regex;2025-09-17T00:49:29.671041;success;0;;;;;;;;;;;;;;;;;;;;;Other;33.85;United Kingdom;23.76;France;19.51;Switzerland;15.87;;;Financials;22.81;Industrials;21.55;Health Care;15.67;Consumer Staples;15.25;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;Euronext Paris;EUR;;;;;;;;;;;;;;;;
LU1390062245;Amundi Euro Inflation Expectations 2-10Y UCITS ETF Acc;https://www.justetf.com/en/etf-profile.html?isin=LU1390062245;The Amundi Euro Inflation Expectations 2-10Y UCITS ETF Acc seeks to track the iBoxx® EUR Breakeven Euro-Inflation France & Germany index. The iBoxx® EUR Breakeven Euro-Inflation France & Germany index tracks breakeven inflation by entering into a long position in inflation-linked bonds issued by France and Germany and a short position in France and Germany sovereign bonds with adjacent durations. The ETF's TER (total expense ratio) amounts to 0.25% p.a.. The Amundi Euro Inflation Expectations 2-10Y UCITS ETF Acc is the only ETF that tracks the iBoxx® EUR Breakeven Euro-Inflation France & Germany index. The ETF replicates the performance of the underlying index synthetically with a swap. The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The Amundi Euro Inflation Expectations 2-10Y UCITS ETF Acc has 120m Euro assets under management. The ETF was launched on 13 April 2016 and is domiciled in Luxembourg. Show more Show less;Očekávání inflace Amundi Euro 2-10Y UCITS ETF ACC se snaží sledovat index IBOXX® EUR Breakeven Euro-inflation Francie a Německo.Index indexu IBOXX® EUR Breakeven Euro-inflation France & Německo sleduje inflaci zlomu vstup do dlouhé pozice v inflačních dluhopisech vydaných Francií a Německem a krátká pozice ve Francii a Německu suverénní dluhopisy se sousedním trváním.TER (celkový poměr výdajů) činí 0,25% P.A. Očekávání inflace Amundi Euro 2-10Y UCITS ETF ACC je jediným ETF, který sleduje index IBOXX® EUR Breakeven Euro-inflation France & Německo.ETF replikuje výkon podkladového indexu synteticky s výměnou.Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF.Očekávání inflace Amundi Euro 2-10Y UCITS ETF ACC má ve správě 120 milionů euro aktiv.ETF byl spuštěn 13. dubna 2016 a je bydliště v Lucemburku.Ukázat více show méně;0.25%;0.25;EUR 120m;120.0;EUR;EUR;Luxembourg;Amundi;13 April 2016;Accumulating;;Synthetic (Unfunded swap);;;;;Ostatní;Evropa;;2.08;5.17;24.17;1.08;2.19;3.05;3.46;0.95;;;-1.54;;;;;;;;Extracted (method 1);EUIN;8;;;;;;;2025-09-17T00:49:36.932022;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;London Stock Exchange;GBP;;;;;Stuttgart Stock Exchange;EUR;;;;;Six Swiss Exchange;CHF;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;
