isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;category;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker
BG9000011163;Expat Bulgaria SOFIX UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BG9000011163;The Expat Bulgaria SOFIX UCITS ETF seeks to track the SOFIX index. The SOFIX index tracks the main Bulgarian companies. The ETF's TER (total expense ratio) amounts to 1.30% p.a.. The Expat Bulgaria SOFIX UCITS ETF is the only ETF that tracks the SOFIX index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Bulgaria SOFIX UCITS ETF is a very small ETF with 4m Euro assets under management. The ETF was launched on 24 June 2017 and is domiciled in Bulgaria. Show more Show less;Expat Bulgaria Sofix UCITS ETF se snaží sledovat index SoFix.Index SOFIX sleduje hlavní bulharské společnosti.TER (celkový poměr nákladů) ETF činí 1,30% P.A .. Expat Bulgaria Sofix UCITS ETF je jediný ETF, který sleduje index SOFIX.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Bulharsko Sofix UCITS ETF je velmi malý ETF s managementem 4m euro.ETF byl spuštěn 24. června 2017 a je se sídlem v Bulharsku.Ukázat více show méně;1.30%;1.3;EUR 4m;4.0;EUR;BGN;Bulgaria;;24 June 2017;;;Physical;;;Equity, Bulgaria;;Akcie;Ostatní;10.0;19.05;56.25;102.7;19.05;16.42;17.55;17.64;1.16;;;-6.25;;;;;;;;Extracted (method 1);BGX;5;;;;;;;2025-09-16T19:48:53.014115;success;0;;;;;;;;;;;;;;;;;;;;;Bulgaria;16.33;;;;;;;;;Financials;32.47;Real Estate;22.44;Technology;21.16;Health Care;19.51;IT;16.54;London Stock Exchange;GBP;;;;;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;
BGCROEX03189;Expat Croatia CROBEX UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BGCROEX03189;The Expat Croatia CROBEX UCITS ETF seeks to track the CROBEX index. The CROBEX tracks the main Croatian companies. The ETF's TER (total expense ratio) amounts to 1.38% p.a.. The Expat Croatia CROBEX UCITS ETF is the only ETF that tracks the CROBEX index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Croatia CROBEX UCITS ETF is a very small ETF with 0m Euro assets under management. The ETF was launched on 5 February 2018 and is domiciled in Bulgaria. Show more Show less;Expat Chorvatsko Crobex UCITS ETF se snaží sledovat index Crobex.Crobex sleduje hlavní chorvatské společnosti.TER (celkový poměr nákladů) ETF činí 1,38% P.A .. Expat Crobex Crobex UCITS ETF je jediný ETF, který sleduje index Crobex.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Chorvatsko Crobex UCITS ETF je velmi malý ETF s vedením 0m euro aktiv.ETF byl spuštěn 5. února 2018 a je sídlem v Bulharsku.Ukázat více show méně;1.38%;1.38;EUR 0m;0.0;EUR;EUR;Bulgaria;;5 February 2018;;;Physical;;;Equity, Croatia;;Akcie;Ostatní;12.0;27.0;76.39;73.97;18.69;14.46;23.21;67.13;1.87;;;-12.71;;;;;;;;Extracted (method 1);ECDC;4;;;;;;;2025-09-16T19:48:59.799205;success;0;Tesla;10.95;;;;;;;;;;;;;;;;;;;Croatia;100.0;;;;;;;;;Industrials;26.89;Consumer Staples;22.83;Consumer Discretionary;18.15;Financials;11.13;IT;1.38;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;
BGCZPX003174;Expat Czech PX UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BGCZPX003174;The Expat Czech PX UCITS ETF seeks to track the PX index. The PX index tracks the main Czech companies. The ETF's TER (total expense ratio) amounts to 1.38% p.a.. The Expat Czech PX UCITS ETF is the only ETF that tracks the PX index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Czech PX UCITS ETF is a very small ETF with 0m Euro assets under management. The ETF was launched on 21 December 2017 and is domiciled in Bulgaria. Show more Show less;Expat Czech PX UCITS ETF se snaží sledovat index PX.Index PX sleduje hlavní české společnosti.TER (celkový poměr nákladů) ETF činí 1,38% p.a. Expat Czech PX UCITS ETF je jediný ETF, který sleduje index PX.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Czech PX UCITS ETF je velmi malý ETF s managementem 0m euro.ETF byl spuštěn 21. prosince 2017 a je se sídlem v Bulharsku.Ukázat více show méně;1.38%;1.38;EUR 0m;0.0;EUR;EUR;Bulgaria;;21 December 2017;;;Physical;;;Equity, Czech Republic;;Ostatní;Ostatní;;45.19;86.67;154.55;31.54;15.64;15.66;17.07;2.89;;;-12.15;;;;;;;;Extracted (method 1);CZX;4;;;;;;;2025-09-16T19:49:06.166600;success;0;;;;;;;;;;;;;;;;;;;;;Germany;100.0;UK;100.0;Switzerland;100.0;Czech Republic;61.72;;;Utilities;16.2;Consumer Staples;7.58;Industrials;1.81;IT;1.38;;;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;
BGGRASE06174;Expat Greece ASE UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BGGRASE06174;The Expat Greece ASE UCITS ETF seeks to track the FTSE ATHEX Composite index. The FTSE ATHEX Composite index tracks the 60 largest companies from Greece. The ETF's TER (total expense ratio) amounts to 1.38% p.a.. The Expat Greece ASE UCITS ETF is the only ETF that tracks the FTSE ATHEX Composite index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Greece ASE UCITS ETF is a very small ETF with 0m Euro assets under management. The ETF was launched on 21 December 2017 and is domiciled in Bulgaria. Show more Show less;Expat Řecko ASE UCITS ETF se snaží sledovat kompozitní index FTSE Athex.Index FTSE Athex Composite sleduje 60 největších společností z Řecka.TER (celkový poměr nákladů) činí 1,38% p.a. Expat Řecko ASE UCITS ETF je jediný ETF, který sleduje kompozitní index FTSE Athex.ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Řecko ASE UCITS ETF je velmi malá ETF s managementem 0m euro.ETF byl spuštěn 21. prosince 2017 a je se sídlem v Bulharsku.Ukázat více show méně;1.38%;1.38;EUR 0m;0.0;EUR;EUR;Bulgaria;;21 December 2017;;;Physical;;;Equity, Greece;;Ostatní;Ostatní;20.0;44.44;128.38;138.03;39.67;19.38;20.39;21.18;2.29;;;-15.97;;;;;;;;Extracted (method 1);GRX;4;;;;;;;2025-09-16T19:49:09.690145;success;0;;;;;;;;;;;;;;;;;;;;;Greece;88.34;Switzerland;11.66;;;;;;;Financials;26.03;Utilities;16.59;Consumer Staples;13.06;Industrials;12.38;IT;11.66;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;
BGHUBUX01189;Expat Hungary BUX UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BGHUBUX01189;The Expat Hungary BUX UCITS ETF seeks to track the BUX index. The BUX index tracks the main Hungarian companies. The ETF's TER (total expense ratio) amounts to 1.38% p.a.. The Expat Hungary BUX UCITS ETF is the only ETF that tracks the BUX index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Hungary BUX UCITS ETF is a very small ETF with 0m Euro assets under management. The ETF was launched on 5 February 2018 and is domiciled in Bulgaria. Show more Show less;Expat Maďarsko Bux UCITS ETF se snaží sledovat index BUX.Index BUX sleduje hlavní maďarské společnosti.TER (celkový poměr nákladů) ETF činí 1,38% P.A .. Expat Maďarsko Bux UCITS ETF je jediný ETF, který sleduje index BUX.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Maďarsko BUX UCITS ETF je velmi malá ETF s managementem 0m euro.ETF byl spuštěn 5. února 2018 a je sídlem v Bulharsku.Ukázat více show méně;1.38%;1.38;EUR 0m;0.0;EUR;EUR;Bulgaria;;5 February 2018;;;Physical;;;Equity, Hungary;;Akcie;Ostatní;15.0;28.74;103.64;55.56;25.84;19.08;26.33;28.2;1.51;;;-11.32;;;;;;;;Extracted (method 1);HUBE;4;;;;;;;2025-09-16T19:49:15.763261;success;0;;;;;;;;;;;;;;;;;;;;;Hungary;100.0;;;;;;;;;Financials;33.43;Health Care;27.43;Energy;24.86;Industrials;6.72;Telecommunications;4.48;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;
BGMACMB06181;Expat Macedonia MBI10 UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BGMACMB06181;The Expat Macedonia MBI10 UCITS ETF seeks to track the MBI10 index. The MBI10 index tracks the main companies from Macedonia. The ETF's TER (total expense ratio) amounts to 1.38% p.a.. The Expat Macedonia MBI10 UCITS ETF is the only ETF that tracks the MBI10 index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Macedonia MBI10 UCITS ETF is a very small ETF with 0m Euro assets under management. The ETF was launched on 5 February 2018 and is domiciled in Bulgaria. Show more Show less;Expat Makedonia MBI10 UCITS ETF se snaží sledovat index MBI10.Index MBI10 sleduje hlavní společnosti z Makedonie.TER (celkový poměr nákladů) činí 1,38% p.a. Expat Makedonia MBI10 UCITS ETF je jediný ETF, který sleduje index MBI10.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Makedonia MBI10 UCITS ETF je velmi malá ETF s managementem 0m euro.ETF byl spuštěn 5. února 2018 a je sídlem v Bulharsku.Ukázat více show méně;1.38%;1.38;EUR 0m;0.0;EUR;EUR;Bulgaria;;5 February 2018;;;Physical;;;Equity, Macedonia;;Ostatní;Ostatní;;14.35;53.61;80.85;-0.39;12.06;12.9;12.99;1.19;;;-11.11;;;;;;;;Extracted (method 1);MKK1;4;;;;;;;2025-09-16T19:49:22.162473;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;
BGPLWIG04173;Expat Poland WIG20 UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BGPLWIG04173;The Expat Poland WIG20 UCITS ETF seeks to track the WIG 20 index. The WIG 20 index tracks the 20 largest Polish stocks on the Warsaw Stock Exchange. The ETF's TER (total expense ratio) amounts to 1.38% p.a.. The Expat Poland WIG20 UCITS ETF is the only ETF that tracks the WIG 20 index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Poland WIG20 UCITS ETF is a very small ETF with 0m Euro assets under management. The ETF was launched on 21 December 2017 and is domiciled in Bulgaria. Show more Show less;Expat Poland Wig20 UCITS ETF se snaží sledovat index paruky 20.Index paruky 20 sleduje 20 největších polských akcií na Varšavské burze.TER (celkový poměr nákladů) ETF činí 1,38% p.a. Expat Poland Wig20 UCITS ETF je jediný ETF, který sleduje index paruky 20.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Polsko Wig20 UCITS ETF je velmi malý ETF s managementem 0m euro.ETF byl spuštěn 21. prosince 2017 a je se sídlem v Bulharsku.Ukázat více show méně;1.38%;1.38;EUR 0m;0.0;EUR;EUR;Bulgaria;;21 December 2017;;;Physical;;;Equity, Poland;;Ostatní;Ostatní;18.0;19.7;83.72;27.42;25.4;26.44;37.51;33.85;0.75;;;-17.07;;;;;;;;Extracted (method 1);PLX;0;;;;;;;2025-09-16T19:49:27.354224;success;0;;;;;;;;;;;;;;;;;;;;;Poland;93.65;United Kingdom;1.94;;;;;;;Financials;40.0;Energy;14.3;Materials;12.22;Consumer Discretionary;11.64;IT;1.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGROBET05176;Expat Romania BET UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BGROBET05176;The Expat Romania BET UCITS ETF seeks to track the BET index. The BET index tracks companies in the Romanian market. The ETF's TER (total expense ratio) amounts to 1.38% p.a.. The Expat Romania BET UCITS ETF is the only ETF that tracks the BET index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Romania BET UCITS ETF is a very small ETF with 2m Euro assets under management. The ETF was launched on 21 December 2017 and is domiciled in Bulgaria. Show more Show less;Expat Rumunia Bet UCITS ETF se snaží sledovat index BET.Index BET sleduje společnosti na rumunském trhu.TER (celkový poměr nákladů) ETF činí 1,38% P.A .. Expat Rumunsko Bet UCITS ETF je jediný ETF, který sleduje index BET.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Rumunia Bet UCITS ETF je velmi malá ETF s managementem 2m euro.ETF byl spuštěn 21. prosince 2017 a je se sídlem v Bulharsku.Ukázat více show méně;1.38%;1.38;EUR 2m;2.0;EUR;EUR;Bulgaria;;21 December 2017;;;Physical;;;Equity, Romania;;Ostatní;Ostatní;19.0;17.05;67.11;124.78;23.9;17.73;36.86;30.42;0.96;;;-11.87;;;;;;;;Extracted (method 1);ROX;4;;;;;;;2025-09-16T19:49:33.373779;success;0;;;;;;;;;;;;;;;;;;;;;Romania;99.45;Other;0.55;;;;;;;Energy;30.36;Financials;27.23;Utilities;8.98;Health Care;3.21;IT;1.38;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;
BGSKSAX04187;Expat Slovakia SAX UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BGSKSAX04187;The Expat Slovakia SAX UCITS ETF seeks to track the SAX index. The SAX index tracks the main Slovakian companies. The ETF's TER (total expense ratio) amounts to 1.38% p.a.. The Expat Slovakia SAX UCITS ETF is the only ETF that tracks the SAX index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Slovakia SAX UCITS ETF is a very small ETF with 0m Euro assets under management. The ETF was launched on 5 February 2018 and is domiciled in Bulgaria. Show more Show less;ETF ETF ETF Expat Slovakia SAX UCITS se snaží sledovat index SAX.Index SAX sleduje hlavní slovenské společnosti.TER (celkový poměr nákladů) ETF činí 1,38% P.A .. Expat Slovensko Sax UCITS ETF je jediný ETF, který sleduje index SAX.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Slovensko Sax UCITS ETF je velmi malá ETF s managementem 0m euro.ETF byl spuštěn 5. února 2018 a je sídlem v Bulharsku.Ukázat více show méně;1.38%;1.38;EUR 0m;0.0;EUR;EUR;Bulgaria;;5 February 2018;;;Physical;;;Equity, Slovakia;;Ostatní;Ostatní;;-12.96;-25.4;-43.37;-9.62;17.28;20.5;17.39;;;;-12.96;;;;;;;;Extracted (method 1);SK9A;4;;;;;;;2025-09-16T19:49:38.039229;success;0;;;;;;;;;;;;;;;;;;;;;Germany;100.0;UK;100.0;Switzerland;100.0;Slovakia;100.0;;;IT;1.38;;;;;;;;;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;
BGSLOBI02187;Expat Slovenia SBI TOP UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=BGSLOBI02187;The Expat Slovenia SBI TOP UCITS ETF seeks to track the SBI TOP index. The SBI TOP index tracks the main Slovenian companies. The ETF's TER (total expense ratio) amounts to 1.38% p.a.. The Expat Slovenia SBI TOP UCITS ETF is the only ETF that tracks the SBI TOP index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Expat Slovenia SBI TOP UCITS ETF is a very small ETF with 3m Euro assets under management. The ETF was launched on 5 February 2018 and is domiciled in Bulgaria. Show more Show less;Expat Slovinsko SBI Top UCITS ETF se snaží sledovat index SBI Top.Hlavní index SBI sleduje hlavní slovinské společnosti.TER (celkový poměr nákladů) ETF činí 1,38% p.a. Expat Slovinsko SBI Top UCITS ETF je jediný ETF, který sleduje top index SBI.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Expat Slovinsko SBI Top UCITS ETF je velmi malý ETF s managementem 3M euro.ETF byl spuštěn 5. února 2018 a je sídlem v Bulharsku.Ukázat více show méně;1.38%;1.38;EUR 3m;3.0;EUR;EUR;Bulgaria;;5 February 2018;;;Physical;;;Equity, Slovenia;;Ostatní;Ostatní;;55.11;135.34;221.18;50.0;16.36;15.55;15.86;3.37;;;-13.33;;;;;;;;Extracted (method 1);SLQX;4;;;;;;;2025-09-16T19:49:43.968719;success;0;;;;;;;;;;;;;;;;;;;;;Slovenia;100.0;Germany;99.99;UK;99.99;Switzerland;99.99;;;Consumer Discretionary;25.63;Industrials;7.71;Materials;6.33;IT;1.38;;;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;
