isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;category;is_leveraged;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker;rating;rating_score;rating_ter_score;rating_size_score;rating_track_record_score;rating_provider_score;rating_performance_score
IE00BGYWSV06;Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating;https://www.justetf.com/en/etf-profile.html?isin=IE00BGYWSV06;The Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating seeks to track the Bloomberg Global Aggregate Corporate USD 1-3 index. The Bloomberg Global Aggregate Corporate USD 1-3 index tracks US dollar denominated bonds issued in emerging and developed markets worldwide. Maturity: 1-3 Years. Rating: Investment Grade. The ETF's TER (total expense ratio) amounts to 0.09% p.a.. The Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating is the cheapest and largest ETF that tracks the Bloomberg Global Aggregate Corporate USD 1-3 index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating is a very large ETF with 2,058m Euro assets under management. The ETF was launched on 19 February 2019 and is domiciled in Ireland.;Společnost Vanguard USD Corporate 1-3 Year Bond UCITS ETF se akumuluje a usiluje o sledování globálního agregovaného agregovaného indexu Bloomberg Global Agregate USD 1-3. Globální agregát Bloomberg Global Corporate USD 1-3 Index sleduje dluhopisy denominované dolar vydané na rozvíjejících se a rozvíjejících se trzích po celém světě. Zralost: 1-3 roky. Hodnocení: Investiční třída. TER (celkový poměr nákladů) činí 0,09% P.A. Vanguard USD Corporate 1-3 Year Bond UCITS ETF se hromadí nejlevnější a největší ETF, který sleduje globální agregovaný index USD Bloomberg Global agregát 1-3. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. Společnost Vanguard USD Corporate 1-3 Year Bond UCITS ETF Akumulace je velmi velká ETF s managementem 2 058 milionů euro. ETF byl spuštěn 19. února 2019 a je se sídlem v Irsku.;0.09%;0.09;EUR 2058m;2058.0;EUR;USD;Ireland;Vanguard;19 February 2019;Accumulating;;Physical;;;;;Dluhopisy;False;Globální;1813.0;-0.83;-1.19;12.98;-7.69;8.29;8.07;7.63;-0.1;-0.05;0.32;-10.91;-12.25;-12.25;-12.25;;;;;Extracted (method 1);VAGY;0;;;;;;;2025-09-19T09:41:24.450533;success;0;;;;;;;;;;;;;;;;;;;;;United States;54.1;Other;35.8;United Kingdom;3.93;Japan;3.33;Canada;2.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;65.0;26.0;13.0;8.0;10.0;8.0
IE00BGYWSW13;Vanguard USD Corporate 1-3 Year Bond UCITS ETF (EUR) Hedged Accumulating;https://www.justetf.com/en/etf-profile.html?isin=IE00BGYWSW13;The Vanguard USD Corporate 1-3 Year Bond UCITS ETF (EUR) Hedged Accumulating seeks to track the Bloomberg Global Aggregate Corporate USD 1-3 (EUR Hedged) index. The Bloomberg Global Aggregate Corporate USD 1-3 (EUR Hedged) index tracks US dollar denominated bonds issued in emerging and developed markets worldwide. Maturity: 1-3 Years. Rating: Investment Grade. Currency hedged to Euro (EUR). The ETF's TER (total expense ratio) amounts to 0.14% p.a.. The Vanguard USD Corporate 1-3 Year Bond UCITS ETF (EUR) Hedged Accumulating is the only ETF that tracks the Bloomberg Global Aggregate Corporate USD 1-3 (EUR Hedged) index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The Vanguard USD Corporate 1-3 Year Bond UCITS ETF (EUR) Hedged Accumulating is a small ETF with 85m Euro assets under management. The ETF was launched on 3 October 2023 and is domiciled in Ireland.;Společnost Vanguard USD Corporate 1-3 Year Bond UCITS ETF (EUR) zajišťovala akumulační akumulační usiluje o sledování globálního agregovaného indexu Bloomberg 1-3 (EUR Hedged). Index Bloomberg Global Agregate Corporate USD 1-3 (EUR Hedged) sleduje dluhopisy denominované do dolaru vydané na rozvíjejících se a rozvíjejících se trzích po celém světě. Zralost: 1-3 roky. Hodnocení: Investiční třída. Měna zajišťovala euro (EUR). TER (celkový poměr nákladů) činí 0,14% P.A .. Vanguard USD Corporate 1-3 Year Bond UCITS ETF (EUR) zajišťovaný akumulační je jediný ETF, který sleduje globální agregovaný společnost Bloomberg Global Agregate Corporate 1-3 (EUR Hedged) Index. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. Společnost Vanguard USD Corporate 1-3 Year Bond UCITS ETF (EUR) akumulace je malý ETF s spravováním 85 milionů euro. ETF byla zahájena 3. října 2023 a má bydliště v Irsku.;0.14%;0.14;EUR 85m;85.0;EUR;EUR;Ireland;Vanguard;3 October 2023;Accumulating;;Physical;;;;;Dluhopisy;False;Globální;1813.0;2.93;;;3.35;6.15;;;0.48;;;-1.54;;;-7.92;;;;;Extracted (method 1);VCDE;0;;;;;;;2025-09-19T09:41:31.672261;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;IT;3.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE00BGYWSZ44;Vanguard USD Corporate 1-3 Year Bond UCITS ETF (GBP) Hedged Distributing;https://www.justetf.com/en/etf-profile.html?isin=IE00BGYWSZ44;The Vanguard USD Corporate 1-3 Year Bond UCITS ETF (GBP) Hedged Distributing seeks to track the Bloomberg Global Aggregate Corporate USD 1-3 (GBP Hedged) index. The Bloomberg Global Aggregate Corporate USD 1-3 (GBP Hedged) index tracks US dollar denominated bonds issued in emerging and developed markets worldwide. Maturity: 1-3 Years. Rating: Investment Grade. Currency hedged to British Pound (GBP). The ETF's TER (total expense ratio) amounts to 0.14% p.a.. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is distributed to the investors (Monthly). The Vanguard USD Corporate 1-3 Year Bond UCITS ETF (GBP) Hedged Distributing is a very small ETF with 17m Euro assets under management. The ETF was launched on 2 April 2024 and is domiciled in Ireland.;Hrpová distribuce Vanguard USD Corporate 1-3 Year Bond UCITS ETF (GBP) usiluje o sledování globálního agregovaného indexu Bloomberg Global Agregate 1-3 (GBP Hedged). Index Bloomberg Global Agregate Corporate USD 1-3 (GBP Hedged) sleduje dluhopisy denominované dolarem vydané na rozvíjejících se a rozvíjejících se trzích po celém světě. Zralost: 1-3 roky. Hodnocení: Investiční třída. Měna zajišťovala britskou libru (GBP). TER (celkový poměr výdajů) ETF činí 0,14% p.a. ETF replikuje výkon podkladového indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (měsíčně). Hrpová distribuce Vanguard USD 1-3 Year Bond UCITS ETF (GBP) je velmi malá ETF s vedením 17 milionů euro. ETF byl spuštěn 2. dubna 2024 a je se sídlem v Irsku.;0.14%;0.14;EUR 17m;17.0;EUR;GBP;Ireland;Vanguard;2 April 2024;Distributing;Monthly;Physical;;;;;Dluhopisy;False;Globální;1813.0;0.67;;;-0.6;7.56;;;0.09;;;-5.35;;;-5.35;;;;;Extracted (method 1);VGCA;0;4.13%;4.13;EUR 2.42;2.42;EUR;method2_regex;2025-09-19T09:41:38.864289;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE00BGYWT403;Vanguard EUR Corporate Bond UCITS ETF Accumulating;https://www.justetf.com/en/etf-profile.html?isin=IE00BGYWT403;The Vanguard EUR Corporate Bond UCITS ETF Accumulating seeks to track the Bloomberg Euro Corporate Bond index. The Bloomberg Euro Corporate Bond index tracks euro-denominated corporate bonds from industrial, utility and financial issuers publicly issued in the Eurobond and eurozone domestic markets. Rating: Investment Grade. The ETF's TER (total expense ratio) amounts to 0.07% p.a.. The Vanguard EUR Corporate Bond UCITS ETF Accumulating is the cheapest ETF that tracks the Bloomberg Euro Corporate Bond index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The Vanguard EUR Corporate Bond UCITS ETF Accumulating is a very large ETF with 2,935m Euro assets under management. The ETF was launched on 19 February 2019 and is domiciled in Ireland.;Společnost Vanguard EUR Corporate Bond UCITS ETF se hromadí sledovat index Bloomberg Euro Corporate Bond Index. Index společnosti Bloomberg Euro Corporate Bond sleduje firemní dluhopisy denominované euro z průmyslových, energetických a finančních emitentů veřejně vydaných na domácím trhu Eurobond a Eurozóny. Hodnocení: Investiční třída. TER (celkový poměr nákladů) činí 0,07% P.A .. Akumulační společnost Vanguard EUR Corporate Bond UCITS je nejlevnější ETF, který sleduje index Bloomberg Euro Corporate Bond Index. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. Vanguard EUR Corporate Bond UCITS ETF se hromadí velmi velký ETF s spravováním 2 935 milionů euro. ETF byl spuštěn 19. února 2019 a je se sídlem v Irsku.;0.07%;0.07;EUR 2935m;2935.0;EUR;EUR;Ireland;Vanguard;19 February 2019;Accumulating;;Physical;;;Bonds, EUR, World, Corporate, All maturities;;Dluhopisy;False;Globální;3505.0;4.27;14.52;0.82;2.79;2.65;3.93;3.88;1.61;1.17;0.04;-1.79;-3.76;-17.4;-17.4;;;;;Extracted (method 1);VECA;0;;;;;;;2025-09-19T09:41:45.826072;success;0;XS2461234622;0.12;BE6285455497;0.12;XS2595028536;0.11;XS2717291970;0.11;XS2908735504;0.11;XS2338643740;0.11;XS1843436228;0.11;XS1400169931;0.11;XS1412711217;0.11;;;Other;51.47;France;15.64;United States;15.03;Netherlands;11.89;Germany;5.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;75.0;26.0;13.0;8.0;10.0;18.0
IE00BH04FZ00;Vanguard EUR Corporate 1-3 Years Bond UCITS ETF EUR Accumulating;https://www.justetf.com/en/etf-profile.html?isin=IE00BH04FZ00;The Vanguard EUR Corporate 1-3 Years Bond UCITS ETF EUR Accumulating seeks to track the Bloomberg Euro Corporate 500 1-3Y index. The Bloomberg Euro Corporate 500 1-3Y index tracks Euro denominated corporate bonds. Rating: Investment grade. Time to maturity: 1-3 years. The ETF's TER (total expense ratio) amounts to 0.09% p.a.. The Vanguard EUR Corporate 1-3 Years Bond UCITS ETF EUR Accumulating is the cheapest and largest ETF that tracks the Bloomberg Euro Corporate 500 1-3Y index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The Vanguard EUR Corporate 1-3 Years Bond UCITS ETF EUR Accumulating is a small ETF with 49m Euro assets under management. The ETF was launched on 11 March 2025 and is domiciled in Ireland.;Vanguard EUR Corporate 1-3 roky Bond UCITS ETF EUR Akumulace usiluje o sledování indexu Bloomberg Euro Corporate 500 1-3Y. Bloomberg Euro Corporate 500 1-3Y Index skladby euro denominované firemní dluhopisy. Hodnocení: Investiční třída. Čas do zralosti: 1-3 roky. TER (celkový poměr nákladů) činí 0,09% P.A .. Vanguard Eur Corporate 1-3 roky Bond UCITS ETF EUR akumulace je nejlevnější a největší ETF, který sleduje index Bloomberg Euro Corporate 500 1-3y. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. Vanguard EUR Corporate 1-3 roky Bond UCITS ETF EUR Akumulace je malá ETF s spravováním 49 milionů euro. ETF byl spuštěn 11. března 2025 a je sídlem v Irsku.;0.09%;0.09;EUR 49m;49.0;EUR;EUR;Ireland;Vanguard;11 March 2025;Accumulating;;Physical;;;;;Dluhopisy;False;Globální;493.0;;;;;;;;;;;;;;-0.2;;;;;Extracted (method 1);VGCF;0;;;;;;;2025-09-19T09:41:52.945707;success;0;CH0517825276;0.71;XS2433139966;0.7;XS1629774230;0.57;XS2050968333;0.56;XS2168285000;0.56;FR0013484458;0.55;XS2575971994;0.44;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE00BH04GL39;Vanguard EUR Eurozone Government Bond UCITS ETF Accumulating;https://www.justetf.com/en/etf-profile.html?isin=IE00BH04GL39;The Vanguard EUR Eurozone Government Bond UCITS ETF Accumulating seeks to track the Bloomberg Euro Aggregate Treasury index. The Bloomberg Euro Aggregate Treasury index tracks Euro denominated government bonds issued by members of the eurozone. All maturities are included. Rating: Investment Grade. The ETF's TER (total expense ratio) amounts to 0.07% p.a.. The Vanguard EUR Eurozone Government Bond UCITS ETF Accumulating is the cheapest and largest ETF that tracks the Bloomberg Euro Aggregate Treasury index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The Vanguard EUR Eurozone Government Bond UCITS ETF Accumulating is a very large ETF with 2,518m Euro assets under management. The ETF was launched on 19 February 2019 and is domiciled in Ireland.;Vanguard EUR EUROZONE Vládní dluhopis UCITS ETF akumulační usiluje o sledování indexu Treasury Euro Bloomberg Euro. Bloomberg Euro Agregate Treasury Index sleduje vládní dluhopisy vydané členy eurozóny. Zahrnuty jsou všechna splatností. Hodnocení: Investiční třída. TER (celkový poměr nákladů) činí 0,07% P.A .. Vanguard Euro Eurozone Vládní dluhopis UCITS ETF se hromadí nejlevnější a největší ETF, který sleduje index Bloomberg Euro agregát. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. Volační vládní dluhopis EUR EUR EUROZONE UCITS ETF se hromadí, je velmi velký ETF s vedením 2 518 milionů euro. ETF byl spuštěn 19. února 2019 a je se sídlem v Irsku.;0.07%;0.07;EUR 2518m;2518.0;EUR;EUR;Ireland;Vanguard;19 February 2019;Accumulating;;Physical;;Government Bond;Bonds, EUR, Europe, Government, All maturities;;Dluhopisy;False;Evropa;485.0;0.59;4.28;-12.63;0.25;4.39;6.36;6.14;0.13;0.22;-0.43;-4.04;-6.85;-22.43;-22.43;;;;;Extracted (method 1);VGEA;0;;;;;;;2025-09-19T09:42:00.504032;success;0;FR0013407236;0.91;FR0013313582;0.85;FR0013250560;0.79;FR0012993103;0.78;FR0013341682;0.75;;;;;;;;;;;Other;43.6;France;25.76;Germany;12.79;Netherlands;5.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;67.0;26.0;13.0;8.0;10.0;10.0
IE00BH04GW44;Vanguard UK Gilt UCITS ETF Accumulating;https://www.justetf.com/en/etf-profile.html?isin=IE00BH04GW44;The Vanguard UK Gilt UCITS ETF Accumulating seeks to track the Bloomberg Sterling Gilt Float Adjusted index. The Bloomberg Sterling Gilt Float Adjusted index tracks government bonds from the UK for all maturities. Rating: Investment Grade. The ETF's TER (total expense ratio) amounts to 0.05% p.a.. The Vanguard UK Gilt UCITS ETF Accumulating is the cheapest ETF that tracks the Bloomberg Sterling Gilt Float Adjusted index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The Vanguard UK Gilt UCITS ETF Accumulating has 144m Euro assets under management. The ETF was launched on 19 February 2019 and is domiciled in Ireland.;Vanguard UK Gilt UCITS ETF se hromadí usilovat o sledování indexu upraveného floata Bloomberg Sterling. Bloomberg Sterling Gilt Float upravené indexové sledování vládních dluhopisů z Velké Británie pro všechny splatnosti. Hodnocení: Investiční třída. TER (celkový poměr výdajů) ETF činí 0,05% p.a. Vanguard UK Gilt UCITS ETF se hromadí nejlevnější ETF, který sleduje index upravený float Bloomberg Sterling. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. Vanguard UK Gilt UCITS ETF Akumulace má 144 milionů euro aktiv pod správou. ETF byl spuštěn 19. února 2019 a je se sídlem v Irsku.;0.05%;0.05;EUR 144m;144.0;EUR;GBP;Ireland;Vanguard;19 February 2019;Accumulating;;Physical;;;Bonds, GBP, United Kingdom, Government, All maturities;;Dluhopisy;False;Globální;62.0;-6.24;-2.78;-26.97;-2.9;9.44;12.86;12.46;-0.66;-0.07;-0.49;-8.51;-14.8;-39.83;-40.24;;;;;Extracted (method 1);VX6F;0;;;;;;;2025-09-19T09:42:04.770172;success;0;;;;;;;;;;;;;;;;;;;;;United Kingdom;60.11;Other;39.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;61.0;30.0;5.0;8.0;10.0;8.0
IE00BH361H73;Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C;https://www.justetf.com/en/etf-profile.html?isin=IE00BH361H73;The Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C seeks to track the MSCI North America High Dividend Yield index. The MSCI North America High Dividend Yield index tracks equities of large and mid-sized companies in North America. The index selects shares from MSCI North America in such a way that the highest possible dividend yield is generated. Also, the sustainability of dividend payments is taken into account. The ETF's TER (total expense ratio) amounts to 0.39% p.a.. The Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C is the only ETF that tracks the MSCI North America High Dividend Yield index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C has 105m Euro assets under management. The ETF was launched on 29 January 2014 and is domiciled in Ireland.;Výnos Xtrackers MSCI North America High dividenda UCITS ETF 1C se snaží sledovat index výnosu MSCI North America High dividenda. Index výnosu MSCI North America High dividenda sleduje akcie velkých a středních společností v Severní Americe. Index vybírá akcie z MSCI Severní Ameriky takovým způsobem, že je generován nejvyšší možný dividendaový výnos. Rovněž je zohledněna udržitelnost dividendaových plateb. TER (celkový poměr výdajů) činí 0,39% p.a. Xtrackers MSCI North America High dividenda Couts UCITS ETF 1C je jediný ETF, který sleduje index výnosu MSCI North America High dividenda. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. Xtrackers MSCI North America High dividenda Výtěžek UCITS ETF 1C má 105 milionů euro aktiv pod správou. ETF byl spuštěn 29. ledna 2014 a je se sídlem v Irsku.;0.39%;0.39;EUR 105m;105.0;EUR;USD;Ireland;Xtrackers;29 January 2014;;;Physical;;MSCI North America High Dividend Yield  1C;Equity, North America, Dividend;;Dluhopisy;False;US;177.0;-0.35;13.92;61.85;-3.96;15.71;14.63;14.65;-0.02;0.3;0.69;-16.65;-16.65;-16.65;-32.65;;;;;Stockholm Stock Exchange;-;5;;;;;;;2025-09-19T09:42:09.851683;success;0;;;;;;;;;;;;;;;;;;;;;United States;88.93;Canada;4.47;Other;3.28;;;;;Health Care;17.67;Consumer Staples;14.6;Technology;13.18;Industrials;11.76;;;gettex;EUR;XDND;;;;Stuttgart Stock Exchange;EUR;XDND;;;;London Stock Exchange;GBX;XDND;XDND LNXDNDINVU;XDND.LX2EBINAV.DE;;Stockholm Stock Exchange;SEK;-;XDND SSXDNDINVG;XDND.ST274MINAV.DE;;XETRA;EUR;XDND;XDND GYXDNDINVS;XDND.DE3XJ7INAV.DE;;3.0;56.0;12.0;5.0;13.0;10.0;16.0
IE00BH3X8336;PIMCO Emerging Markets Advantage Local Bond UCITS ETF Dist;https://www.justetf.com/en/etf-profile.html?isin=IE00BH3X8336;The PIMCO Emerging Markets Advantage Local Bond UCITS ETF Dist seeks to track the PIMCO Emerging Markets Advantage Local Currency Bond index. The PIMCO Emerging Markets Advantage Local Currency Bond index tracks local currency denominated government bonds from emerging market countries. The ETF's TER (total expense ratio) amounts to 0.39% p.a.. The PIMCO Emerging Markets Advantage Local Bond UCITS ETF Dist is the cheapest ETF that tracks the PIMCO Emerging Markets Advantage Local Currency Bond index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is distributed to the investors (Monthly). The PIMCO Emerging Markets Advantage Local Bond UCITS ETF Dist is a small ETF with 95m Euro assets under management. The ETF was launched on 23 January 2014 and is domiciled in Ireland.;Rozvíjející se trhy PIMCO Advantage Local Bond UCITS ETF Dist se snaží sledovat index lokálních měnových dluhopisů PIMCO Emerging Markets Advantage. Rozvíjející se trhy PIMCO Výhodou Index lokálních měnových dluhopisů sleduje místní měnovou denominovaný vládní dluhopisy z rozvíjejících se zemí trhu. TER (celkový poměr výdajů) ETF činí 0,39% P.A. PIMCO Emerging Markets Advantage Local Bond UCITS ETF Dist je nejlevnější ETF, který sleduje rozvíjející se trhy Pimco Advantage lokální měnové dluhopisy. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (měsíčně). Rozvíjející se trhy PIMCO Advantage Local Bond UCITS ETF Dist je malý ETF s managementem 95 milionů euro. ETF byl spuštěn 23. ledna 2014 a je se sídlem v Irsku.;0.39%;0.39;EUR 95m;95.0;EUR;USD;Ireland;;23 January 2014;Distributing;Monthly;Physical;;;Bonds, Emerging Markets, Government, All maturities;;Dluhopisy;False;Rozvíjející se země;110.0;1.42;10.68;18.6;0.75;7.29;7.44;8.02;0.2;0.46;0.43;-8.13;-8.13;-10.45;-18.24;;;;;Borsa Italiana;EMLI;4;6.34%;6.34;EUR 3.59;3.59;EUR;method2_regex;2025-09-19T09:42:16.166922;success;0;CL0002951094;3.14;IN0020220151;2.94;IN0020220086;2.68;IN0020240050;2.68;PL0000115291;2.6;;;;;;;;;;;Other;58.06;China;9.81;;;;;;;;;;;;;;;;;gettex;EUR;PM9K;;;;Borsa Italiana;EUR;EMLI;EMLI IMINEMLIE;EMLI.MIINEMLIEiv.P;;London Stock Exchange;USD;EMLI;EMLI LNINEMLI;EMLI.LINEMLIiv.P;;SIX Swiss Exchange;USD;EMLI;EMLI SWINEMLI;EMLI.SINEMLIiv.P;;;;;;;;2.0;48.0;12.0;1.0;13.0;5.0;17.0
IE00BH3YZ803;Invesco S&P SmallCap 600 UCITS ETF Acc;https://www.justetf.com/en/etf-profile.html?isin=IE00BH3YZ803;The Invesco S&P SmallCap 600 UCITS ETF Acc seeks to track the S&P SmallCap 600 index. The S&P SmallCap 600 index tracks 600 small cap US stocks. The ETF's TER (total expense ratio) amounts to 0.14% p.a.. The Invesco S&P SmallCap 600 UCITS ETF Acc is the cheapest ETF that tracks the S&P SmallCap 600 index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The Invesco S&P SmallCap 600 UCITS ETF Acc has 211m Euro assets under management. The ETF was launched on 28 January 2019 and is domiciled in Ireland.;Invesco S&P SmallCap 600 UCITS ETF ACC se snaží sledovat index S&P SmallCap 600. Indexová index S&P SmallCap 600 stopy 600 Small Cap US akcie. TER (celkový poměr nákladů) ETF činí 0,14% p.a. Invesco S&P SmallCap 600 UCITS ETF ACC je nejlevnější ETF, který sleduje index S&P SmallCap 600. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou akumulovány a reinvestovány do ETF. Invesco S&P SmallCap 600 UCITS ETF ACC má ve správě 211 milionů euro aktiv. ETF byl spuštěn 28. ledna 2019 a je se sídlem v Irsku.;0.14%;0.14;EUR 211m;211.0;EUR;USD;Ireland;Invesco;28 January 2019;Accumulating;;Synthetic (Unfunded swap);;;Equity, United States, Small Cap;;Akcie;False;Ostatní;;-0.03;13.3;81.52;-7.49;24.85;22.54;22.79;0.0;0.19;0.56;-30.94;-30.94;-30.94;-41.84;;;;;gettex;SMLK;4;;;;;;;2025-09-19T09:42:23.183856;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;SMLK;;;;London Stock Exchange;USD;USML;USML LNUSMLIN;USML.LEQGCINAV.DE;;SIX Swiss Exchange;CHF;USML;USML SWUSMLCHIV;USML.SEQGBINAV.DE;;XETRA;EUR;SMLK;SMLK GYSMLKIN;SMLK.DEEQGBINAV.DE;;;;;;;;3.0;61.0;22.0;5.0;8.0;10.0;16.0
