isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;category;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker
LU1645386480;UBS J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF hEUR acc;https://www.justetf.com/en/etf-profile.html?isin=LU1645386480;The UBS J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF hEUR acc seeks to track the JP Morgan USD Emerging Markets Diversified 3% capped 1-5 (EUR Hedged) index. The J.P. Morgan USD Emerging Markets Diversified 3% capped 1-5 (EUR Hedged) index tracks corporate and government bonds from emerging markets with mixed ratings. Time to maturity: 1-5 years. Currency hedged to Euro (EUR). The ETF's TER (total expense ratio) amounts to 0.38% p.a.. The UBS J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF hEUR acc is the cheapest and largest ETF that tracks the JP Morgan USD Emerging Markets Diversified 3% capped 1-5 (EUR Hedged) index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The UBS J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF hEUR acc has 266m Euro assets under management. The ETF was launched on 28 February 2018 and is domiciled in Luxembourg. Show more Show less;UBS J.P. Morgan USD EM diverzifikoval Bond 1-5 UCITS ETF Heur ACC se snaží sledovat rozvíjející se trhy JP Morgan USD diverzifikoval 3% omezený 1-5 (EUR Hedged) index.Rozvíjející se trhy J.P. Morgan USD diverzifikovaly 3% omezeny 1-5 (EUR Hedged) Index indexové sledování firemních a vládních dluhopisů z rozvíjejících se trhů se smíšeným hodnocením.Čas do zralosti: 1-5 let.Měna zajišťovala euro (EUR).TER (celkový poměr nákladů) ETF činí 0,38% p.a. UBS J.P. Morgan USD EM diverzifikoval Bond 1-5 UCITS ETF Heur ACC je nejlevnější a největší ETF, který sleduje rozvíjející se trhy JP Morgan USD diverzifikované 3% limitované 1-5 (Eur Hedged) Index.ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu).Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF.UBS J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF Heur ACC má 266 milionů euro aktiv.ETF byl spuštěn 28. února 2018 a je se sídlem v Lucemburku.Ukázat více show méně;0.38%;0.38;EUR 266m;266.0;EUR;EUR;Luxembourg;UBS;28 February 2018;Accumulating;;Physical;;;;;Dluhopisy;US;700.0;6.75;18.71;5.04;6.66;6.4;7.33;7.23;1.05;;;-2.65;;;;;;;;Extracted (method 1);SEAB;6;;;;;;;2025-09-17T00:59:38.996455;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;IT;6.66;;;;;;;;;Stuttgart Stock Exchange;EUR;;;;;Six Swiss Exchange;CHF;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;;gettex;EUR;;;;
LU1645386647;UBS J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF hGBP dis;https://www.justetf.com/en/etf-profile.html?isin=LU1645386647;The UBS J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF hGBP dis seeks to track the JP Morgan USD Emerging Markets Diversified 3% capped 1-5 (GBP Hedged) index. The JP Morgan USD Emerging Markets Diversified 3% capped 1-5 (GBP Hedged) index tracks corporate and government bonds from emerging markets with mixed ratings. Time to maturity: 1-5 years. Currency hedged to British Pound (GBP). The ETF's TER (total expense ratio) amounts to 0.38% p.a.. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is distributed to the investors (Semi annually). The UBS J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF hGBP dis is a very small ETF with 7m Euro assets under management. The ETF was launched on 28 February 2018 and is domiciled in Luxembourg. Show more Show less;UBS J.P. Morgan USD EM diverzifikovaný Bond 1-5 UCITS ETF HGBP DIS se snaží sledovat rozvíjející se trhy JP Morgan USD diverzifikoval 3% omezený 1-5 (GBP Hedged) index.JP Morgan USD rozvíjející se trhy diverzifikovaly 3% limitované 1-5 (GBP Hedged) Indexové indexové sledování firemních a vládních dluhopisů z rozvíjejících se trhů se smíšenými hodnoceními.Čas do zralosti: 1-5 let.Měna zajišťovala britskou libru (GBP).TER (celkový poměr nákladů) ETF činí 0,38% p.a. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu).Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (semifinále každoročně).UBS J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF HGBP DIS je velmi malý ETF s managementem 7m euro.ETF byl spuštěn 28. února 2018 a je se sídlem v Lucemburku.Ukázat více show méně;0.38%;0.38;EUR 7m;7.0;EUR;GBP;Luxembourg;UBS;28 February 2018;Distributing;Semi annually;Physical;;;;;Dluhopisy;US;700.0;5.94;25.06;19.17;3.38;8.26;9.35;9.31;0.72;;;-6.91;;;;;;;;Extracted (method 1);UBXX;4;27.27%;27.27;EUR 2.64;2.64;EUR;method2_regex;2025-09-17T00:59:44.579164;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;London Stock Exchange;GBP;;;;;Six Swiss Exchange;CHF;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;
LU1646359619;Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - GBP Hedged (C);https://www.justetf.com/en/etf-profile.html?isin=LU1646359619;The Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - GBP Hedged (C) seeks to track the MSCI Japan SRI Filtered PAB (GBP Hedged) index. The MSCI Japan SRI Filtered PAB (GBP Hedged) index tracks Japanese stocks considering only companies with very high Environmental, Social and Governance (ESG) ratings relative to their sector peers, to ensure the inclusion of the best of class companies from an ESG perspective. Companies that generate significant portions of their revenues in non-sustainable activities are excluded. In addition, EU directives on climate protection are taken into account. Currency hedged to British Pound (GBP). The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - GBP Hedged (C) is a very small ETF with 14m Euro assets under management. The ETF was launched on 30 January 2015 and is domiciled in Luxembourg. Show more Show less;Amundi MSCI Japan Sri Climate Paris zarovnal UCITS ETF DR - GBP Hedged (C) se snaží sledovat index MSCI Japan SRI filtrovaný PAB (GBP Hedged).Indexová index MSCI Japan SRI filtrovala PAB (GBP Hedged) japonské akcie s ohledem na pouze společnosti s velmi vysokým environmentálním, sociálním a správním hodnocením (ESG) ve srovnání s jejich vrstevníky sektoru, aby zajistily zahrnutí nejlepších z třídních společností z pohledu ESG.Vyloučeny jsou společnosti, které generují významné části svých příjmů v neudržitelných činnostech.Kromě toho se berou v úvahu směrnice EU o ochraně klimatu.Měna zajišťovala britskou libru (GBP).TER (celkový poměr výdajů) ETF činí 0,20% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech indexových složek).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Amundi MSCI Japonsko SRI Climate Paris Alignted UCITS ETF DR - GBP Hedged (C) je velmi malý ETF s vedením 14 milionů euro.ETF byl spuštěn 30. ledna 2015 a je bydliště v Lucemburku.Ukázat více show méně;0.20%;0.2;EUR 14m;14.0;EUR;GBP;Luxembourg;Amundi;30 January 2015;Accumulating;;Physical;;;;Yes;Akcie;Japonsko;35.0;13.82;48.3;85.93;6.59;21.41;20.46;19.83;0.65;;;-18.34;;;;;;;;Extracted (method 1);JPXX;3;;;;;;;2025-09-17T00:59:51.332089;success;0;;;;;;;;;;;;;;;;;;;;;Japan;100.0;;;;;;;;;Industrials;25.97;Consumer Discretionary;16.19;Financials;13.52;Technology;12.59;;;London Stock Exchange;GBP;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;;;;;;;
LU1646359882;Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - USD Hedged (C);https://www.justetf.com/en/etf-profile.html?isin=LU1646359882;The Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - USD Hedged (C) seeks to track the MSCI Japan SRI Filtered PAB (USD Hedged) index. The MSCI Japan SRI Filtered PAB (USD Hedged) index tracks Japanese stocks considering only companies with very high Environmental, Social and Governance (ESG) ratings relative to their sector peers, to ensure the inclusion of the best of class companies from an ESG perspective. Companies that generate significant portions of their revenues in non-sustainable activities are excluded. In addition, EU directives on climate protection are taken into account. Currency hedged to US Dollar (USD). The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - USD Hedged (C) is a small ETF with 30m Euro assets under management. The ETF was launched on 30 January 2015 and is domiciled in Luxembourg. Show more Show less;Amundi MSCI Japan Sri Climate Paris zarovnal UCITS ETF DR - USD Hedged (C) se snaží sledovat index MSCI Japan Sri filtrovaný PAB (USD Hedged).Indexová index MSCI Japan SRI filtrovala PAB (USD Hedged) japonské akcie, které zvažují pouze společnosti s velmi vysokým environmentálním, sociálním a správním (ESG) hodnocením ve srovnání s jejich vrstevníky sektoru, aby zajistily zahrnutí nejlepších z třídních společností z pohledu ESG.Vyloučeny jsou společnosti, které generují významné části svých příjmů v neudržitelných činnostech.Kromě toho se berou v úvahu směrnice EU o ochraně klimatu.Měna zajistila americký dolar (USD).TER (celkový poměr výdajů) ETF činí 0,20% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech indexových složek).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Amundi MSCI Japonsko SRI Climate Paris Alignd UCITS ETF DR - USD Hedged (C) je malý ETF s spravováním 30 milionů euro.ETF byl spuštěn 30. ledna 2015 a je bydliště v Lucemburku.Ukázat více show méně;0.20%;0.2;EUR 30m;30.0;EUR;USD;Luxembourg;Amundi;30 January 2015;Accumulating;;Physical;;;;Yes;Akcie;US;35.0;9.05;29.78;85.78;-1.06;21.19;20.05;19.25;0.43;;;-20.75;;;;;;;;Extracted (method 1);JPXU;3;;;;;;;2025-09-17T00:59:59.591465;success;0;;;;;;;;;;;;;;;;;;;;;Japan;100.0;;;;;;;;;Industrials;25.97;Consumer Discretionary;16.19;Financials;13.52;Technology;12.59;;;London Stock Exchange;GBP;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;;;;;;;
LU1646360542;Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - EUR Hedged (D);https://www.justetf.com/en/etf-profile.html?isin=LU1646360542;The Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - EUR Hedged (D) seeks to track the MSCI Japan SRI Filtered PAB (EUR Hedged) index. The MSCI Japan SRI Filtered PAB (EUR Hedged) index tracks Japanese stocks considering only companies with very high Environmental, Social and Governance (ESG) ratings relative to their sector peers, to ensure the inclusion of the best of class companies from an ESG perspective. Companies that generate significant portions of their revenues in non-sustainable activities are excluded. In addition, EU directives on climate protection are taken into account. Currency hedged to Euro (EUR). The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - EUR Hedged (D) is the cheapest ETF that tracks the MSCI Japan SRI Filtered PAB (EUR Hedged) index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Annually). The Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - EUR Hedged (D) is a very small ETF with 2m Euro assets under management. The ETF was launched on 18 September 2019 and is domiciled in Luxembourg. Show more Show less;Amundi MSCI Japan Sri Climate Paris zarovnal UCITS ETF DR - Eur Hedged (D) se snaží sledovat index MSCI Japan Sri filtrovaný PAB (EUR Hedged).Indexová index MSCI Japan SRI filtrovala PAB (Eur Hedged) Japonské akcie, které zvažují pouze společnosti s velmi vysokou environmentální, sociální a správní (ESG) hodnocení ve srovnání s jejich vrstevníky sektoru, aby zajistily zahrnutí nejlepších z třídních společností z pohledu ESG.Vyloučeny jsou společnosti, které generují významné části svých příjmů v neudržitelných činnostech.Kromě toho se berou v úvahu směrnice EU o ochraně klimatu.Měna zajišťovala euro (EUR).TER (celkový poměr nákladů) ETF činí 0,20% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou distribuovány investorům (každoročně).Amundi MSCI Japonsko SRI Climate Paris Alignted UCITS ETF DR - EUR Hedged (D) je velmi malý ETF s spravováním 2m euro.ETF byl spuštěn 18. září 2019 a má bydliště v Lucemburku.Ukázat více show méně;0.20%;0.2;EUR 2m;2.0;EUR;EUR;Luxembourg;Amundi;18 September 2019;Distributing;Annually;Physical;;;;Yes;Akcie;Japonsko;35.0;14.37;41.56;65.84;9.62;19.56;19.18;19.05;0.73;;;-16.68;;;;;;;;Extracted (method 1);JPNE;4;1.25%;1.25;EUR 0.39;0.39;EUR;method2_regex;2025-09-17T01:00:06.387932;success;0;;;;;;;;;;;;;;;;;;;;;Japan;100.0;;;;;;;;;Industrials;25.97;Consumer Discretionary;16.19;Financials;13.52;Technology;12.59;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;Euronext Paris;EUR;;;;;;;;;;
LU1646360971;Amundi Core MSCI EMU Dist;https://www.justetf.com/en/etf-profile.html?isin=LU1646360971;The Amundi Core MSCI EMU Dist seeks to track the MSCI EMU index. The MSCI EMU index tracks large and mid cap stocks from countries in the European Economic and Monetary Union. The ETF's TER (total expense ratio) amounts to 0.12% p.a.. The Amundi Core MSCI EMU Dist is the cheapest ETF that tracks the MSCI EMU index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Annually). The Amundi Core MSCI EMU Dist is a large ETF with 701m Euro assets under management. The ETF was launched on 6 August 2003 and is domiciled in Luxembourg. Show more Show less;Amundi Core MSCI EMU Dist se snaží sledovat index MSCI EMU.Index MSCI EMU sleduje velké a střední kapitálové akciíy ze zemí Evropské hospodářské a měnové unie.TER (celkový poměr nákladů) ETF činí 0,12% p.a. Amundi Core MSCI EMU Dist je nejlevnější ETF, který sleduje index MSCI EMU.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou distribuovány investorům (každoročně).Amundi Core MSCI EMU Dist je velký ETF s managementem 701 milionů euro.ETF byl spuštěn 6. srpna 2003 a má bydliště v Lucemburku.Ukázat více show méně;0.12%;0.12;EUR 701m;701.0;EUR;EUR;Luxembourg;Amundi;6 August 2003;Distributing;Annually;Physical;;MSCI EMU Dist;Equity, Europe;;Akcie;Evropa;224.0;18.05;61.02;79.71;17.03;15.81;14.23;16.65;1.14;;;-15.11;;;;;;;;Extracted (method 1);LMVF;8;2.42%;2.42;EUR 1.75;1.75;EUR;method2_regex;2025-09-17T01:00:12.934527;success;0;;;;;;;;;;;;;;;;;;;;;Germany;28.78;France;28.17;Other;19.94;Netherlands;14.5;;;Financials;22.85;Industrials;20.31;Technology;12.8;Consumer Discretionary;11.88;IT;2.24;London Stock Exchange;GBP;;;;;Stuttgart Stock Exchange;EUR;;;;;Six Swiss Exchange;CHF;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;
LU1646361276;Amundi Core MSCI EMU Acc;https://www.justetf.com/en/etf-profile.html?isin=LU1646361276;The Amundi Core MSCI EMU Acc seeks to track the MSCI EMU index. The MSCI EMU index tracks large and mid cap stocks from countries in the European Economic and Monetary Union. The ETF's TER (total expense ratio) amounts to 0.12% p.a.. The Amundi Core MSCI EMU Acc is the cheapest ETF that tracks the MSCI EMU index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Amundi Core MSCI EMU Acc has 271m Euro assets under management. The ETF was launched on 6 February 2020 and is domiciled in Luxembourg. Show more Show less;Jádro amundi jádro MSCI EMU ACC se snaží sledovat index MSCI EMU.Index MSCI EMU sleduje velké a střední kapitálové akciíy ze zemí Evropské hospodářské a měnové unie.TER (celkový poměr nákladů) ETF činí 0,12% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).dividenday v ETF jsou akumulovány a reinvestovány do ETF.Společnost AMCI MSCI EMU ACC ACC má 271 milionů euro aktiv.ETF byl spuštěn 6. února 2020 a je sídlem v Lucemburku.Ukázat více show méně;0.12%;0.12;EUR 271m;271.0;EUR;EUR;Luxembourg;Amundi;6 February 2020;Accumulating;;Physical;;MSCI EMU Acc;Equity, Europe;;Akcie;Evropa;224.0;17.78;54.74;79.07;15.89;15.75;14.26;16.52;1.13;;;-15.08;;;;;;;;Extracted (method 1);B8TI;3;;;;;;;2025-09-17T01:00:17.851693;success;0;;;;;;;;;;;;;;;;;;;;;Germany;28.78;France;28.17;Other;19.94;Netherlands;14.5;;;Financials;22.85;Industrials;20.31;Technology;12.8;Consumer Discretionary;11.88;IT;2.24;gettex;EUR;;;;;NASDAQ;EUR;;;;;Euronext Paris;EUR;;;;;;;;;;;;;;;;
LU1650487413;Amundi Euro Government Bond 1-3Y UCITS ETF Acc;https://www.justetf.com/en/etf-profile.html?isin=LU1650487413;The Amundi Euro Government Bond 1-3Y UCITS ETF Acc seeks to track the Bloomberg Euro Treasury 50bn 1-3 Year Bond index. The Bloomberg Euro Treasury 50bn 1-3 Year Bond index tracks Euro denominated government bonds issued by members of the eurozone. Time to maturity: 1-3 years. Rating: Investment Grade. The ETF's TER (total expense ratio) amounts to 0.15% p.a.. The Amundi Euro Government Bond 1-3Y UCITS ETF Acc is the cheapest and largest ETF that tracks the Bloomberg Euro Treasury 50bn 1-3 Year Bond index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The Amundi Euro Government Bond 1-3Y UCITS ETF Acc is a very large ETF with 1,942m Euro assets under management. The ETF was launched on 22 September 2005 and is domiciled in Luxembourg. Show more Show less;Vládní dluhopis Amundi Euro 1-3y UCITS ETF ACC se snaží sledovat index Bloomberg Euro Treasury 50bn 1-3 Year Bond Index.Bloomberg Euro Treasury 50bn 1-3 rok index dluhopisů sleduje euro denominované vládní dluhopisy vydané členy eurozóny.Čas do zralosti: 1-3 roky.Hodnocení: Investiční třída.TER (celkový poměr nákladů) ETF činí 0,15% P.A .. vládní dluhopis Amundi Euro 1-3Y UCITS ETF ACC je nejlevnější a největší ETF, který sleduje index Treasury Bloomberg Euro Treasury 50bn 1-3 rok.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF.Vládní dluhopis Amundi Euro 1-3Y UCITS ETF ACC je velmi velký ETF s spravováním 1 942 mil. EUR.ETF byl spuštěn 22. září 2005 a má bydliště v Lucemburku.Ukázat více show méně;0.15%;0.15;EUR 1942m;1942.0;EUR;EUR;Luxembourg;Amundi;22 September 2005;Accumulating;;Physical;;Government Bond;;;Dluhopisy;Evropa;77.0;2.63;6.68;1.88;1.66;1.16;1.65;1.62;2.26;;;-0.54;;;;;;;;Extracted (method 1);LYQ2;6;;;;;;;2025-09-17T01:00:22.464502;success;0;;;;;;;;;;;;;;;;;;;;;Other;28.51;France;20.34;Germany;15.2;;;;;IT;22.22;;;;;;;;;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;
LU1650487926;Amundi Euro Government Bond 1-3Y UCITS ETF Dist;https://www.justetf.com/en/etf-profile.html?isin=LU1650487926;The Amundi Euro Government Bond 1-3Y UCITS ETF Dist seeks to track the Bloomberg Euro Treasury 50bn 1-3 Year Bond index. The Bloomberg Euro Treasury 50bn 1-3 Year Bond index tracks Euro denominated government bonds issued by members of the eurozone. Time to maturity: 1-3 years. Rating: Investment Grade. The ETF's TER (total expense ratio) amounts to 0.15% p.a.. The Amundi Euro Government Bond 1-3Y UCITS ETF Dist is the cheapest ETF that tracks the Bloomberg Euro Treasury 50bn 1-3 Year Bond index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is distributed to the investors (Annually). The Amundi Euro Government Bond 1-3Y UCITS ETF Dist is a small ETF with 33m Euro assets under management. The ETF was launched on 17 September 2020 and is domiciled in Luxembourg. Show more Show less;Vládní dluhopis Amundi Euro 1-3Y UCITS ETF Dist se snaží sledovat index pokladny Bloomberg Euro Treasury 1-3 Year Bond Index.Bloomberg Euro Treasury 50bn 1-3 rok index dluhopisů sleduje euro denominované vládní dluhopisy vydané členy eurozóny.Čas do zralosti: 1-3 roky.Hodnocení: Investiční třída.TER (celkový poměr nákladů) činí 0,15% P.A .. vládní dluhopis Amundi Euro 1-3Y UCITS ETF Dist je nejlevnější ETF, který sleduje index Bloomberg Euro Treasury 1-3 Year Bond Index.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (každoročně).Vládní dluhopis Amundi Euro 1-3Y UCITS ETF Dist je malý ETF s managementem 33 milionů euro.ETF byl spuštěn 17. září 2020 a je se sídlem v Lucemburku.Ukázat více show méně;0.15%;0.15;EUR 33m;33.0;EUR;EUR;Luxembourg;Amundi;17 September 2020;Distributing;Annually;Physical;;Government Bond;;;Dluhopisy;Evropa;77.0;2.62;6.68;;1.66;1.17;1.65;;2.23;;;-0.53;;;;;;;;Extracted (method 1);EGV3;3;1.34%;1.34;EUR 1.65;1.65;EUR;method2_regex;2025-09-17T01:00:29.627700;success;0;;;;;;;;;;;;;;;;;;;;;Other;28.51;France;20.34;Germany;15.2;;;;;IT;22.22;;;;;;;;;XETRA;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;;;;;;;;;;;;;
LU1650488494;Amundi Euro Government Bond 3-5Y UCITS ETF Acc;https://www.justetf.com/en/etf-profile.html?isin=LU1650488494;The Amundi Euro Government Bond 3-5Y UCITS ETF Acc seeks to track the Bloomberg Euro Treasury 50bn 3-5 Year Bond index. The Bloomberg Euro Treasury 50bn 3-5 Year Bond index tracks Euro denominated government bonds issued by members of the eurozone. Time to maturity: 3-5 years. Rating: Investment Grade. The ETF's TER (total expense ratio) amounts to 0.15% p.a.. The Amundi Euro Government Bond 3-5Y UCITS ETF Acc is the cheapest and largest ETF that tracks the Bloomberg Euro Treasury 50bn 3-5 Year Bond index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The Amundi Euro Government Bond 3-5Y UCITS ETF Acc is a very large ETF with 1,720m Euro assets under management. The ETF was launched on 28 January 2004 and is domiciled in Luxembourg. Show more Show less;Vládní dluhopis Amundi Euro 3-5Y UCITS ETF ACC se snaží sledovat index dluhopisů Bloomberg Euro Treasury 50bn 3-5 let.Bloomberg Euro Treasury 50bn 3-5letý index dluhopisů sleduje euro denominované vládní dluhopisy vydané členy eurozóny.Čas do zralosti: 3-5 let.Hodnocení: Investiční třída.Ter (celkový poměr nákladů) ETF činí 0,15% p.a. Vládní dluhopis Amundi Euro 3-5y UCITS ETF ACC je nejlevnější a největší ETF, který sleduje index Treasury Bloomberg Euro Treasury 50bn 3–5 let dluhopisů.ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu).Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF.Vládní dluhopis Amundi Euro 3-5Y UCITS ETF ACC je velmi velký ETF s řízením 1 720 milionů euro.ETF byl spuštěn 28. ledna 2004 a je se sídlem v Lucemburku.Ukázat více show méně;0.15%;0.15;EUR 1720m;1720.0;EUR;EUR;Luxembourg;Amundi;28 January 2004;Accumulating;;Physical;;Government Bond;;;Dluhopisy;Evropa;67.0;2.56;6.81;-2.2;1.96;2.52;3.58;3.49;1.02;;;-1.59;;;;;;;;Extracted (method 1);LYQ3;6;;;;;;;2025-09-17T01:00:35.970288;success;0;;;;;;;;;;;;;;;;;;;;;Other;32.13;France;23.64;Germany;15.2;;;;;IT;15.45;;;;;;;;;Stuttgart Stock Exchange;EUR;;;;;XETRA;EUR;;;;;Borsa Italiana;EUR;;;;;gettex;EUR;;;;;NASDAQ;EUR;;;;
