isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;category;is_leveraged;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker;rating;rating_score;rating_ter_score;rating_size_score;rating_track_record_score;rating_provider_score;rating_performance_score
IE00B5BMR087;iShares Core S&P 500 UCITS ETF USD (Acc);https://www.justetf.com/en/etf-profile.html?isin=IE00B5BMR087;The iShares Core S&P 500 UCITS ETF USD (Acc) seeks to track the S&P 500® index. The S&P 500® index tracks the 500 largest US stocks. The ETF's TER (total expense ratio) amounts to 0.07% p.a.. The iShares Core S&P 500 UCITS ETF USD (Acc) is the largest ETF that tracks the S&P 500® index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares Core S&P 500 UCITS ETF USD (Acc) is a very large ETF with 108,892m Euro assets under management. The ETF was launched on 19 May 2010 and is domiciled in Ireland.;Ishares Core S&P 500 UCITS ETF USD (ACC) se snaží sledovat index S&P 500®. Index S&P 500® sleduje 500 největších amerických akcií. TER (celkový poměr nákladů) činí 0,07% p.a. Core Core S&P 500 UCITS ETF USD (ACC) je největší ETF, který sleduje index S&P 500®. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. IShares Core S&P 500 UCITS ETF USD (ACC) je velmi velký ETF s 108 892 mil. EUR. ETF byl spuštěn 19. května 2010 a je se sídlem v Irsku.;0.07%;0.07;EUR 108892m;108892.0;EUR;USD;Ireland;iShares;19 May 2010;Accumulating;;Physical;;S&P 500;Equity, United States;;Akcie;False;US;503;11.25;48.4;107.96;-0.89;19.86;17.56;17.85;0.57;0.8;0.88;-22.6;;;;;;;;Euronext Amsterdam;CSPX;10;;;;;;;2025-09-18T14:03:48.525422;success;0;Nvidia;8.07;Microsoft;7.37;Apple;5.76;Amazon;4.11;Meta;3.12;Alphabet;2.08;Tesla;1.61;Berkshire Hathaway;1.61;;;;;United States;95.78;Other;2.83;;;;;;;Technology;36.3;Financials;10.98;Consumer Discretionary;10.53;;;;;London Stock Exchange;GBX;CSP1;;;;gettex;EUR;SXR8;;;;Stuttgart Stock Exchange;EUR;SXR8;;;;Bolsa Mexicana de Valores;MXN;-;CSPX MM;CSPXN.MX;;Borsa Italiana;EUR;CSSPX;CSSPX IMIXM0461;CSSPX.MIIXM0461.DE;;5;96;26;25;15;10;20
IE00B3XXRP09;Vanguard S&P 500 UCITS ETF (USD) Distributing;https://www.justetf.com/en/etf-profile.html?isin=IE00B3XXRP09;The Vanguard S&P 500 UCITS ETF (USD) Distributing seeks to track the S&P 500® index. The S&P 500® index tracks the 500 largest US stocks. The ETF's TER (total expense ratio) amounts to 0.07% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Quarterly). The Vanguard S&P 500 UCITS ETF (USD) Distributing is a very large ETF with 41,586m Euro assets under management. The ETF was launched on 22 May 2012 and is domiciled in Ireland.;Distribuce Vanguard S&P 500 UCITS ETF (USD) se snaží sledovat index S&P 500®. Index S&P 500® sleduje 500 největších amerických akcií. TER (celkový poměr nákladů) ETF činí 0,07% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (čtvrtletně). Distribuce Vanguard S&P 500 UCITS ETF (USD) je velmi velká ETF s managementem 41 586 milionů euro. ETF byl spuštěn 22. května 2012 a má bydliště v Irsku.;0.07%;0.07;EUR 41586m;41586.0;EUR;USD;Ireland;Vanguard;22 May 2012;Distributing;Quarterly;Physical;;S&P 500;Equity, United States;;Akcie;False;US;502;11.24;48.38;107.95;-0.9;20.6;17.86;18.1;0.55;0.79;0.87;-23.75;;;;;;;;Bolsa Mexicana de Valores;-;11;0.81%;0.81;EUR 0.86;0.86;EUR;method2_regex;2025-09-18T14:03:55.841995;success;0;Nvidia;8.03;Microsoft;7.34;Apple;5.74;Amazon;4.09;Meta;3.11;Alphabet;2.07;Tesla;1.6;Berkshire Hathaway;1.6;;;;;United States;95.54;Other;3.08;;;;;;;Technology;36.36;Financials;10.93;Consumer Discretionary;10.48;;;;;Euronext Paris;EUR;VUSA;;;;gettex;EUR;VUSA;;;;Stuttgart Stock Exchange;EUR;VUSA;;;;Bolsa Mexicana de Valores;USD;-;VUSDN MM;VUSDN.MX;;Borsa Italiana;EUR;VUSA;IVUSA;;;5;91;26;22;13;10;20
IE00B53SZB19;iShares Nasdaq 100 UCITS ETF (Acc);https://www.justetf.com/en/etf-profile.html?isin=IE00B53SZB19;The iShares Nasdaq 100 UCITS ETF (Acc) seeks to track the Nasdaq 100® index. The Nasdaq 100® index tracks a selection of 100 stocks chosen from among non-financial stocks listed on the NASDAQ stock exchange. The ETF's TER (total expense ratio) amounts to 0.30% p.a.. The iShares Nasdaq 100 UCITS ETF (Acc) is the largest ETF that tracks the Nasdaq 100® index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares Nasdaq 100 UCITS ETF (Acc) is a very large ETF with 17,375m Euro assets under management. The ETF was launched on 26 January 2010 and is domiciled in Ireland.;IShares NASDAQ 100 UCITS ETF (ACC) se snaží sledovat index NASDAQ 100®. Index NASDAQ 100® sleduje výběr 100 akcií vybraných z nefinančních akcií uvedených na burze NASDAQ. TER (celkový poměr nákladů) ETF činí 0,30% p.a. Ishares Nasdaq 100 UCITS ETF (ACC) je největší ETF, který sleduje index NASDAQ 100®. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. IShares Nasdaq 100 UCITS ETF (ACC) je velmi velký ETF s vedením 17 375 milionů euro. ETF byla spuštěna 26. ledna 2010 a je bydliště v Irsku.;0.30%;0.3;EUR 17375m;17375.0;EUR;USD;Ireland;iShares;26 January 2010;Accumulating;;Physical;;Nasdaq 100;Equity, United States, Technology;;Akcie;False;US;101;17.26;73.1;120.99;1.07;24.15;22.26;23.4;0.71;0.9;0.73;-26.49;;;;;;;;Extracted (method 1);SXRV;0;;;;;;;2025-09-18T14:04:02.552666;success;0;Nvidia;10.04;Microsoft;9.17;Apple;7.17;Amazon;5.75;Meta;3.88;Tesla;2.6;Alphabet;2.58;;;;;;;United States;93.81;Other;6.19;;;;;;;Consumer Discretionary;13.23;Consumer Staples;4.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;76;12;19;15;10;20
IE00B4L5Y983;iShares Core MSCI World UCITS ETF USD (Acc);https://www.justetf.com/en/etf-profile.html?isin=IE00B4L5Y983;The iShares Core MSCI World UCITS ETF USD (Acc) seeks to track the MSCI World index. The MSCI World index tracks stocks from 23 developed countries worldwide. The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The iShares Core MSCI World UCITS ETF USD (Acc) is the largest ETF that tracks the MSCI World index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares Core MSCI World UCITS ETF USD (Acc) is a very large ETF with 101,306m Euro assets under management. The ETF was launched on 25 September 2009 and is domiciled in Ireland.;IShares Core MSCI World UCITS ETF USD (ACC) se snaží sledovat světový index MSCI. Světový index MSCI sleduje akcie z 23 rozvinutých zemí po celém světě. TER (celkový poměr výdajů) ETF činí 0,20% p.a. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. IShares Core MSCI World UCITS ETF USD (ACC) je velmi velký ETF s spravováním 101 306 milionů euro. ETF byl spuštěn 25. září 2009 a je se sídlem v Irsku.;0.20%;0.2;EUR 101306m;101306.0;EUR;USD;Ireland;iShares;25 September 2009;Accumulating;;Physical;;MSCI World;Equity, World;;Akcie;False;Globální;1322;11.69;46.11;92.68;1.96;16.1;14.65;14.95;0.73;0.92;0.94;-20.46;;;;;;;;Euronext Amsterdam;IWDA;10;;;;;;;2025-09-18T14:04:09.321105;success;0;Nvidia;5.66;Microsoft;4.92;Apple;4.07;Amazon;2.92;Meta;2.21;Alphabet;1.46;Tesla;1.16;JPMorgan;1.08;;;;;United States;68.74;Other;19.7;Japan;5.25;United Kingdom;3.51;Canada;2.8;Technology;28.42;Financials;14.47;Industrials;10.42;Consumer Discretionary;10.25;;;London Stock Exchange;GBX;SWDA;;;;gettex;EUR;EUNL;;;;Stuttgart Stock Exchange;EUR;EUNL;;;;Bolsa Mexicana de Valores;MXN;-;IWDAN MM;IWDAN.MX;;Borsa Italiana;EUR;SWDA;SWDA IMINAVIWDE;SWDA.MIIWDAEUR.DE;;5;87;17;25;15;10;20
IE00B1XNHC34;iShares Global Clean Energy Transition UCITS ETF USD (Dist);https://www.justetf.com/en/etf-profile.html?isin=IE00B1XNHC34;The iShares Global Clean Energy Transition UCITS ETF USD (Dist) seeks to track the S&P Global Clean Energy Transition index. The S&P Global Clean Energy Transition index tracks the largest and most liquid stocks worldwide which are involved in clean energy business. The ETF's TER (total expense ratio) amounts to 0.65% p.a.. The iShares Global Clean Energy Transition UCITS ETF USD (Dist) is the cheapest and largest ETF that tracks the S&P Global Clean Energy Transition index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Semi annually). The iShares Global Clean Energy Transition UCITS ETF USD (Dist) is a very large ETF with 1,910m Euro assets under management. The ETF was launched on 6 July 2007 and is domiciled in Ireland.;IShares Global Clean Energy Transition UCITS ETF USD (DIST) se snaží sledovat index přechodu S&P Global Clean Energy Transition. Index přechodu S&P Global Clean Energy Transition Index sleduje největší a nejvíce likvidní akciíy po celém světě, které se podílejí na podnikání v oblasti čisté energie. TER (celkový poměr nákladů) činí 0,65% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (polo každoročně). Ishares Global Clean Energy Transition UCITS ETF USD (DIST) je velmi velký ETF s 1 910 miliony euro. ETF byl spuštěn 6. července 2007 a má bydliště v Irsku.;0.65%;0.65;EUR 1910m;1910.0;EUR;USD;Ireland;iShares;6 July 2007;Distributing;Semi annually;Physical;;;;Yes;Akcie;False;Globální;101;-1.73;-40.91;-5.89;16.72;18.29;20.77;25.55;;;;-25.49;;;;;;;;London Stock Exchange;INRG;9;1.22%;1.22;EUR 0.09;0.09;EUR;method2_regex;2025-09-18T14:04:15.143257;success;0;;;;;;;;;;;;;;;;;;;;;Other;48.73;United States;20.85;China;10.91;;;;;Industrials;20.49;Technology;14.11;Energy;3.57;Materials;1.4;;;London Stock Exchange;GBX;INRG;;;;gettex;EUR;IQQH;;;;Stuttgart Stock Exchange;EUR;IQQH;;;;Bolsa Mexicana de Valores;MXN;-;INRGN MM;INRGN.MX;;Borsa Italiana;EUR;INRG;INRG IMINAVNRGE;INRG.MIINRGINAV.DE;;3;52;6;13;15;10;8
IE00B945VV12;Vanguard FTSE Developed Europe UCITS ETF Distributing;https://www.justetf.com/en/etf-profile.html?isin=IE00B945VV12;The Vanguard FTSE Developed Europe UCITS ETF Distributing seeks to track the FTSE Developed Europe index. The FTSE Developed Europe index tracks large and mid cap stocks from developed countries in Europe. The ETF's TER (total expense ratio) amounts to 0.10% p.a.. The Vanguard FTSE Developed Europe UCITS ETF Distributing is the cheapest and largest ETF that tracks the FTSE Developed Europe index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Quarterly). The Vanguard FTSE Developed Europe UCITS ETF Distributing is a very large ETF with 3,778m Euro assets under management. The ETF was launched on 21 May 2013 and is domiciled in Ireland.;Vanguard FTSE vyvinula Europe UCITS ETF distribuující usiluje o sledování indexu vyvinutého Evropy FTSE. FTSE vyvinula index Evropy, které sleduje velké a střední kapitálové akciíy z rozvinutých zemí v Evropě. TER (celkový poměr nákladů) ETF činí 0,10% P.A. Vanguard FTSE vyvinul Europe UCITS ETF distribuující je nejlevnější a největší ETF, který sleduje index Evropy FTSE. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (čtvrtletně). Vanguard FTSE vyvinula Europe UCITS ETF distribuující je velmi velký ETF s managementem 3 778 mil. EUR. ETF byl spuštěn 21. května 2013 a je se sídlem v Irsku.;0.10%;0.1;EUR 3778m;3778.0;EUR;EUR;Ireland;Vanguard;21 May 2013;Distributing;Quarterly;Physical;;FTSE Developed Europe  Distributing;Equity, Europe;;Akcie;False;Evropa;522;9.96;47.98;72.53;11.24;14.08;12.54;14.01;0.71;1.11;0.82;-16.4;;;;;;;;Bolsa Mexicana de Valores;-;11;2.59%;2.59;EUR 1.10;1.1;EUR;method2_regex;2025-09-18T14:04:22.847363;success;0;;;;;;;;;;;;;;;;;;;;;Other;35.66;United Kingdom;21.2;Germany;14.9;France;14.34;Switzerland;13.9;Financials;22.69;Industrials;18.38;Health Care;10.11;Consumer Staples;9.35;;;Euronext Paris;EUR;VEUR;;;;gettex;EUR;VGEU;;;;Stuttgart Stock Exchange;EUR;VGEU;;;;Bolsa Mexicana de Valores;USD;-;VEUDN MM;VEUDN.MX;;Borsa Italiana;EUR;VEUR;IVEUR;;;5;82;26;13;13;10;20
IE00BZ02LR44;Xtrackers MSCI World ESG UCITS ETF 1C;https://www.justetf.com/en/etf-profile.html?isin=IE00BZ02LR44;The Xtrackers MSCI World ESG UCITS ETF 1C seeks to track the MSCI World Low Carbon SRI Selection index. The MSCI World Low Carbon SRI Selection index tracks large- and mid-cap securities from developed markets worlwide. Only companies with low carbon emissions and a high ESG (environmental, social and governance) rating are considered. The parent index is the MSCI World. The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The Xtrackers MSCI World ESG UCITS ETF 1C is the cheapest and largest ETF that tracks the MSCI World Low Carbon SRI Selection index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Xtrackers MSCI World ESG UCITS ETF 1C is a very large ETF with 5,806m Euro assets under management. The ETF was launched on 24 April 2018 and is domiciled in Ireland.;The Xtrackers MSCI World ESG UCITS ETF 1C se snaží sledovat index výběru SRI MSCI World. Světový index výběru SRI MSCI Světový index SRI sleduje cenné papíry velké a střední kapitalizace z rozvinutých trhů Worlwide. Zvažují se pouze společnosti s emisemi s nízkým uhlíkem a vysokým hodnocením ESG (environmentální, sociální a správa věcí veřejných). Rodičovský index je svět MSCI. TER (celkový poměr nákladů) činí 0,20% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. The Xtrackers MSCI World ESG UCITS ETF 1C je velmi velký ETF s managementem 5 806 milionů euro. ETF byl spuštěn 24. dubna 2018 a je se sídlem v Irsku.;0.20%;0.2;EUR 5806m;5806.0;EUR;USD;Ireland;Xtrackers;24 April 2018;;;Physical;;MSCI World;;Yes;Akcie;False;Globální;644;9.19;48.36;93.19;0.29;16.68;15.41;15.6;0.55;0.91;0.9;-21.37;;;;;;;;London Stock Exchange;XESW;8;;;;;;;2025-09-18T14:04:29.203770;success;0;Nvidia;12.01;Microsoft;10.02;Alphabet;3.25;Tesla;2.62;Visa;1.71;Mastercard;1.29;Johnson & Johnson;1.14;Home Depot;1.05;;;;;United States;70.16;Other;18.14;Japan;5.66;United Kingdom;3.09;Canada;2.95;Technology;37.68;Financials;13.96;Consumer Discretionary;10.26;;;;;gettex;EUR;XZW0;;;;Stuttgart Stock Exchange;EUR;XZW0;;;;Borsa Italiana;EUR;XZW0;XZW0 IMXZW0EUIV;XZW0.MIXZW0EUINAV=SOLA;;London Stock Exchange;USD;XZW0;XZW0 LNXZW0USIV;XZW0.LXZW0INAV=SOLA;;London Stock Exchange;GBP;XESW;XESW LNXZW0USIV;XESW.LXZW0INAV=SOLA;;4;74;17;16;11;10;20
IE00B52VJ196;iShares MSCI Europe SRI UCITS ETF (Acc);https://www.justetf.com/en/etf-profile.html?isin=IE00B52VJ196;The iShares MSCI Europe SRI UCITS ETF (Acc) seeks to track the MSCI Europe SRI Select Reduced Fossil Fuels index. The MSCI Europe SRI Select Reduced Fossil Fuels index tracks companies from Europe. Only companies with very high Environmental, Social and Governance (ESG) ratings, relative to their sector peers, are included, while avoiding companies incompatible with values screen or having exposure to fossil fuels through extraction and production activities, power generation activities or reserves ownership. The weight of each company is capped to 5%. The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The iShares MSCI Europe SRI UCITS ETF (Acc) is the cheapest and largest ETF that tracks the MSCI Europe SRI Select Reduced Fossil Fuels index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares MSCI Europe SRI UCITS ETF (Acc) is a very large ETF with 3,123m Euro assets under management. The ETF was launched on 25 February 2011 and is domiciled in Ireland.;Ishares MSCI Europe Sri UCITS ETF (ACC) se snaží sledovat MSCI Europe Sri Select Reduction Fossil Fuels Index. MSCI Europe SRI vybrala redukované indexové společnosti Fossil Fuels sleduje společnosti z Evropy. Zahrnuty jsou pouze společnosti s velmi vysokým hodnocením environmentálního, sociálního a správy (ESG) ve vztahu k jejich vrstevníkům sektoru, přičemž se vyhýbají společnosti nekompatibilním s obrazovkou hodnot nebo vystavení fosilním palivům prostřednictvím extrakčních a výrobních činností, činností výroby energie nebo si vyhrazují vlastnictví. Hmotnost každé společnosti je omezena na 5%. TER (celkový poměr nákladů) ETF činí 0,20% p.a. IShares MSCI Europe Sri UCITS ETF (ACC) je nejlevnější a největší ETF, který sleduje MSCI Europe SRI vybraný snížený index fosilních paliv. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. Ishares MSCI Europe Sri UCITS ETF (ACC) je velmi velký ETF s managementem 3 123 milionů euro. ETF byl spuštěn 25. února 2011 a je se sídlem v Irsku.;0.20%;0.2;EUR 3123m;3123.0;EUR;EUR;Ireland;iShares;25 February 2011;Accumulating;;Physical;;MSCI Europe;;Yes;Akcie;False;Evropa;118;-4.04;27.36;42.35;-0.13;13.93;12.85;14.2;;0.65;0.52;-15.61;;;;;;;;Bolsa Mexicana de Valores;-;10;;;;;;;2025-09-18T14:04:35.609283;success;0;;;;;;;;;;;;;;;;;;;;;Other;36.89;Switzerland;19.36;France;17.91;Netherlands;13.53;United Kingdom;12.31;Financials;23.0;IT;19.36;Industrials;18.91;Consumer Staples;10.77;Technology;9.52;London Stock Exchange;GBX;IESG;;;;gettex;EUR;IUSK;;;;Stuttgart Stock Exchange;EUR;IUSK;;;;Bolsa Mexicana de Valores;MXN;-;IUSKN MM;IUSKN.MX;;Borsa Italiana;EUR;IESE;IESE IM;BJYJ9D1;;4;73;17;13;13;10;20
IE00B3RBWM25;Vanguard FTSE All-World UCITS ETF (USD) Distributing;https://www.justetf.com/en/etf-profile.html?isin=IE00B3RBWM25;The Vanguard FTSE All-World UCITS ETF (USD) Distributing seeks to track the FTSE All-World index. The FTSE All-World index tracks stocks from developed and emerging countries worldwide. The ETF's TER (total expense ratio) amounts to 0.22% p.a.. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The dividends in the ETF are distributed to the investors (Quarterly). The Vanguard FTSE All-World UCITS ETF (USD) Distributing is a very large ETF with 17,807m Euro assets under management. The ETF was launched on 22 May 2012 and is domiciled in Ireland.;Distribuce Vanguard FTSE All-World UCITS ETF (USD) se snaží sledovat index FTSE All-World. Indexová index FTSE sleduje akcie z rozvinutých a rozvíjejících se zemí po celém světě. TER (celkový poměr výdajů) ETF činí 0,22% p.a. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). dividenday v ETF jsou distribuovány investorům (čtvrtletně). Distribuce Vanguard FTSE All-World UCITS ETF (USD) je velmi velká ETF s managementem 17 807 milionů euro. ETF byl spuštěn 22. května 2012 a má bydliště v Irsku.;0.22%;0.22;EUR 17807m;17807.0;EUR;USD;Ireland;Vanguard;22 May 2012;Distributing;Quarterly;Physical;;FTSE All-World;Equity, World;;Akcie;False;Globální;3592;12.57;44.1;84.6;3.19;15.21;13.62;13.9;0.83;0.95;0.94;-19.59;;;;;;;;Bolsa Mexicana de Valores;-;11;1.19%;1.19;EUR 1.61;1.61;EUR;method2_regex;2025-09-18T14:04:42.224239;success;0;Nvidia;4.76;Microsoft;4.52;Apple;3.5;Amazon;2.57;Meta;1.93;Alphabet;1.28;Tesla;0.99;;;;;;;United States;59.92;Other;28.42;Japan;5.44;United Kingdom;3.16;China;3.06;Technology;27.55;Financials;15.49;Consumer Discretionary;10.45;Industrials;10.07;;;Euronext Paris;EUR;VWRL;;;;gettex;EUR;VGWL;;;;Stuttgart Stock Exchange;EUR;VGWL;;;;Bolsa Mexicana de Valores;USD;-;VWRDN MM;VWRDN.MX;;Borsa Italiana;EUR;VWRL;IVWRL;;;5;79;17;19;13;10;20
IE00B42NKQ00;iShares S&P 500 Energy Sector UCITS ETF (Acc);https://www.justetf.com/en/etf-profile.html?isin=IE00B42NKQ00;The iShares S&P 500 Energy Sector UCITS ETF (Acc) seeks to track the S&P 500 Capped 35/20 Energy index. The S&P 500 Capped 35/20 Energy index tracks the US energy sector (GICS sector classification). The weight of the largest company in the index is capped to 35%, the weight of all other companies to 20%. The ETF's TER (total expense ratio) amounts to 0.15% p.a.. The iShares S&P 500 Energy Sector UCITS ETF (Acc) is the only ETF that tracks the S&P 500 Capped 35/20 Energy index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares S&P 500 Energy Sector UCITS ETF (Acc) is a large ETF with 582m Euro assets under management. The ETF was launched on 20 November 2015 and is domiciled in Ireland.;Energetický sektor IShares S&P 500 UCITS ETF (ACC) se snaží sledovat index energetiky S&P 500. Index energetiky S&P 500 spravoval 35/20 energetický index americký energetický sektor (klasifikace sektoru GICS). Hmotnost největší společnosti v indexu je omezena na 35%, hmotnost všech ostatních společností na 20%. TER (celkový poměr výdajů) činí 0,15% p.a. Energetický sektor S&P 500 UCITS ETF (ACC) je jediný ETF, který sleduje energetický index S&P 500. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. Energetický sektor IShares S&P 500 UCITS ETF (ACC) je velký ETF s managementem 582 milionů euro. ETF byl spuštěn 20. listopadu 2015 a je se sídlem v Irsku.;0.15%;0.15;EUR 582m;582.0;EUR;USD;Ireland;iShares;20 November 2015;Accumulating;;Physical;;S&P 500;Equity, United States, Energy;;Akcie;False;US;22;-1.52;4.71;214.98;-6.71;26.4;24.65;29.46;;0.06;0.88;-24.2;;;;;;;;Bolsa Mexicana de Valores;-;8;;;;;;;2025-09-18T14:04:46.606833;success;0;;;;;;;;;;;;;;;;;;;;;United States;99.77;;;;;;;;;;;;;;;;;;;London Stock Exchange;GBX;IESU;;;;gettex;EUR;QDVF;;;;Stuttgart Stock Exchange;EUR;QDVF;;;;Bolsa Mexicana de Valores;MXN;-;IUESN MM;IUESN.MX;;London Stock Exchange;USD;IUES;IUES LNINAVIENU;IESU.L309TINAV.DE;;3;62;22;10;11;10;9
