isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;category;is_leveraged;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker;rating;rating_score;rating_ter_score;rating_size_score;rating_track_record_score;rating_provider_score;rating_performance_score
IE000VQZQ963;Fidelity EUR Corporate Bond Research Enhanced PAB UCITS ETF EUR (Dist);https://www.justetf.com/en/etf-profile.html?isin=IE000VQZQ963;The Fidelity EUR Corporate Bond Research Enhanced PAB UCITS ETF EUR (Dist) is an actively managed ETF. The ETF invests in Euro denominated, investment grade rated corporate bonds from issuers worldwide. Title selection is based on sustainability criteria and fundamental characteristics. The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The interest income (coupons) in the ETF is distributed to the investors (Quarterly). The ETF was launched on 18 October 2023 and is domiciled in Ireland.;Výzkum společnosti Fidelity Eur Corporate Bond Enhanced PAB UCITS ETF EUR (DIST) je aktivně spravovaný ETF. ETF investuje do euro denominovaných, investiční třídy hodnocené firemní dluhopisy od emitentů po celém světě. Výběr titulu je založen na kritériích udržitelnosti a základních charakteristikách. TER (celkový poměr nákladů) ETF činí 0,20% p.a. Úrokový výnos (kupóny) v ETF je distribuován investorům (čtvrtletně). ETF byl spuštěn 18. října 2023 a má bydliště v Irsku.;0.20%;0.2;;;;EUR;Ireland;Fidelity;18 October 2023;Distributing;Quarterly;Physical;;;risk  Actively managed    Sustainability  Yes;Yes;Dluhopisy;False;Globální;270.0;3.86;;;2.69;3.2;;;1.21;;;-1.87;;;;;;;;SIX Swiss Exchange;FEIG;5;3.41%;3.41;EUR 0.18;0.18;EUR;method2_regex;2025-09-18T15:33:51.260439;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;SIX Swiss Exchange;USD;FEIG;;;;gettex;EUR;FEIG;;;;London Stock Exchange;GBP;FEIS;;;;London Stock Exchange;USD;FEIG;;;;XETRA;EUR;FEIG;;;;;;;;;;
IE000IKCYI88;Fidelity USD HY Corp Bond Research Enhanced PAB UCITS ETF ACC-GBP (hedged);https://www.justetf.com/en/etf-profile.html?isin=IE000IKCYI88;The Fidelity USD HY Corp Bond Research Enhanced PAB UCITS ETF ACC-GBP (hedged) is an actively managed ETF. The ETF invests in USD denominated high yield corporate bonds from issuers worldwide. Title selection is based on sustainability criteria and fundamental characteristics. Rating: Sub-Investment Grade. Currency hedged to British Pound (GBP). The ETF's TER (total expense ratio) amounts to 0.35% p.a.. The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The ETF was launched on 22 October 2024 and is domiciled in Ireland.;Výzkum společnosti Fidelity USD Hy Corp Bond Enhanced PAB UCITS ETF ACC-GBP (Hedged) je aktivně spravovaný ETF. ETF investuje do USD denominoval firemní dluhopisy s vysokým výnosem od emitentů po celém světě. Výběr titulu je založen na kritériích udržitelnosti a základních charakteristikách. Hodnocení: stupeň sub-investice. Měna zajišťovala britskou libru (GBP). TER (celkový poměr nákladů) ETF činí 0,35% p.a. Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. ETF byl spuštěn 22. října 2024 a má bydliště v Irsku.;0.35%;0.35;;;;GBP;Ireland;Fidelity;22 October 2024;Accumulating;;Physical;;;risk  Actively managed    Sustainability  Yes;Yes;Dluhopisy;False;Globální;270.0;;;;3.15;;;;;;;;;;;;;;;London Stock Exchange;FYUP;1;;;;;;;2025-09-18T15:33:58.322844;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;London Stock Exchange;GBP;FYUP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE0007WLHX89;Robeco 3D European Equity UCITS ETF A EUR;https://www.justetf.com/en/etf-profile.html?isin=IE0007WLHX89;The Robeco 3D European Equity UCITS ETF A EUR is an actively managed ETF. The ETF invests in European stocks. A quantitative process is used to optimise the stock selection with regard to the three dimensions (‘3D’) return, risk and sustainability. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.25% p.a.. The dividends in the ETF are accumulated and reinvested in the ETF. The ETF was launched on 10 October 2024 and is domiciled in Ireland.;Robeco 3D Evropský kapitál UCITS ETF A EUR je aktivně spravovaný ETF. ETF investuje do evropských akcií. Kvantitativní proces se používá k optimalizaci výběru akcií s ohledem na tři dimenze („3D“) návratnost, riziko a udržitelnost. Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností). TER (celkový poměr nákladů) činí 0,25% p.a. dividenday v ETF se nashromáždí a reinvestují do ETF. ETF byl spuštěn 10. října 2024 a je sídlem v Irsku.;0.25%;0.25;;;;EUR;Ireland;;10 October 2024;;;Physical;;;risk  Actively managed    Sustainability  Yes;Yes;Akcie;False;Evropa;;;;;11.73;;;;;;;;;;;;;;;SIX Swiss Exchange;3D3D;6;;;;;;;2025-09-18T15:34:02.917611;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SIX Swiss Exchange;USD;3D3D;;;;gettex;EUR;3D3D;;;;Borsa Italiana;EUR;3D3D;;;;SIX Swiss Exchange;CHF;3D3D;;;;London Stock Exchange;GBP;3DEG;;;;;;;;;;
DE000ETC0746;SG ETC Silver Futures-Kontrakt;https://www.justetf.com/en/etf-profile.html?isin=DE000ETC0746;The product tracks the price of futures contracts on silver. The ETC's TER (total expense ratio) amounts to 1.00% p.a.. The ETC replicates the performance of the underlying index synthetically with a swap. The ETC was launched on 9 December 2022 and is domiciled in Germany.;Produkt sleduje cenu futures kontraktů na stříbro. TER (celkový poměr nákladů) ETC činí 1,00% p.a .. ETC replikuje výkon podkladového indexu synteticky s výměnou. ETC bylo zahájeno 9. prosince 2022 a má bydliště v Německu.;1.00%;1.0;;;;EUR;Germany;;9 December 2022;;;Synthetic;;;Precious Metals, Silver Future;;Komodity;False;Globální;;25.15;;;22.09;25.67;;;0.98;;;-16.45;;;;;;;;XETRA;SGS5;1;;;;;;;2025-09-18T15:34:08.654269;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;XETRA;EUR;SGS5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE000FK14CA5;Fidelity USD HY Corp Bond Research Enhanced PAB UCITS ETF INC-Euro (hedged);https://www.justetf.com/en/etf-profile.html?isin=IE000FK14CA5;The Fidelity USD HY Corp Bond Research Enhanced PAB UCITS ETF INC-Euro (hedged) is an actively managed ETF. The ETF invests in USD denominated high yield corporate bonds from issuers worldwide. Title selection is based on sustainability criteria and fundamental characteristics. Rating: Sub-Investment Grade. Currency hedged to Euro (EUR). The ETF's TER (total expense ratio) amounts to 0.35% p.a.. The interest income (coupons) in the ETF is distributed to the investors (Quarterly). The ETF was launched on 22 October 2024 and is domiciled in Ireland.;Výzkum společnosti Fidelity USD Hy Corp Bond Enhanced PAB UCITS ETF Inc-Euro (Hedged) je aktivně spravovaný ETF. ETF investuje do USD denominoval firemní dluhopisy s vysokým výnosem od emitentů po celém světě. Výběr titulu je založen na kritériích udržitelnosti a základních charakteristikách. Hodnocení: stupeň sub-investice. Měna zajišťovala euro (EUR). TER (celkový poměr nákladů) ETF činí 0,35% P.A .. Úrokový výnos (kupóny) v ETF je distribuován investorům (čtvrtletně). ETF byl spuštěn 22. října 2024 a má bydliště v Irsku.;0.35%;0.35;;;;EUR;Ireland;Fidelity;22 October 2024;;Quarterly;Physical;;;risk  Actively managed    Sustainability  Yes;Yes;Dluhopisy;False;Evropa;270.0;;;;6.59;;;;;;;;;;;;;;;gettex;FYUE;2;;;;;;;2025-09-18T15:34:13.087566;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;gettex;EUR;FYUE;;;;XETRA;EUR;FYUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE000XC6EVL9;HSBC NASDAQ Global Climate Tech UCITS ETF USD (Acc);https://www.justetf.com/en/etf-profile.html?isin=IE000XC6EVL9;The HSBC NASDAQ Global Climate Tech UCITS ETF USD (Acc) seeks to track the Nasdaq CTA Global Climate Technology index. The Nasdaq CTA Global Climate Technology index tracks companies from around the world that are working on solutions to combat climate change. The ETF's TER (total expense ratio) amounts to 0.50% p.a.. The HSBC NASDAQ Global Climate Tech UCITS ETF USD (Acc) is the only ETF that tracks the Nasdaq CTA Global Climate Technology index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The ETF was launched on 11 October 2023 and is domiciled in Ireland.;HSBC NASDAQ Global Climate Tech UCITS ETF USD (ACC) se snaží sledovat index Global Climate Technology NASDAQ CTA. Index NASDAQ CTA Global Climate Technology sleduje společnosti z celého světa, které pracují na řešeních boje proti změně klimatu. TER (celkový poměr nákladů) ETF činí 0,50% P.A. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. ETF byl spuštěn 11. října 2023 a je sídlem v Irsku.;0.50%;0.5;;;;USD;Ireland;HSBC;11 October 2023;Accumulating;;Physical;;NASDAQ Global Climate Tech  USD;;Yes;Akcie;False;US;121.0;14.36;;;6.03;20.44;;;0.7;;;-25.7;;;;;;;;gettex;H41V;5;;;;;;;2025-09-18T15:34:18.294605;success;0;Tesla;3.68;;;;;;;;;;;;;;;;;;;United States;36.46;Other;34.56;China;7.89;Switzerland;7.42;;;Technology;19.26;Consumer Discretionary;9.79;Materials;4.62;;;;;gettex;EUR;H41V;;;;Borsa Italiana;EUR;HNCT;;;;London Stock Exchange;GBP;HNCS;;;;London Stock Exchange;USD;HNCT;;;;XETRA;EUR;H41V;;;;;;;;;;
IE000C17QP01;Fidelity Global HY Corp Bond Research Enhanced PAB UCITS ETF ACC-GBP (hedged);https://www.justetf.com/en/etf-profile.html?isin=IE000C17QP01;The Fidelity Global HY Corp Bond Research Enhanced PAB UCITS ETF ACC-GBP (hedged) is an actively managed ETF. The ETF invests in high yield corporate bonds issued by companies worldwide. Title selection is based on sustainability criteria and fundamental characteristics. Rating: Sub-Investment Grade. Currency hedged to British Pound (GBP). The ETF's TER (total expense ratio) amounts to 0.40% p.a.. The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The ETF was launched on 7 November 2022 and is domiciled in Ireland.;Výzkum společnosti Fidelity Global Hy Corp Bond Enhanced PAB UCITS ETF ACC-GBP (Hedged) je aktivně spravovaný ETF. ETF investuje do podnikových dluhopisů s vysokým výnosem vydané společnostmi po celém světě. Výběr titulu je založen na kritériích udržitelnosti a základních charakteristikách. Hodnocení: stupeň sub-investice. Měna zajišťovala britskou libru (GBP). TER (celkový poměr nákladů) ETF činí 0,40% p.a. Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. ETF byl spuštěn 7. listopadu 2022 a je bydlí v Irsku.;0.40%;0.4;;;;GBP;Ireland;Fidelity;7 November 2022;Accumulating;;Physical;;;risk  Actively managed    Sustainability  Yes;Yes;Dluhopisy;False;Globální;253.0;3.76;;;2.19;8.63;;;0.43;;;-8.14;;;;;;;;London Stock Exchange;FHYG;1;;;;;;;2025-09-18T15:34:23.920934;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;London Stock Exchange;GBP;FHYG;FHYG LNFHYGGBIV;FHYG.LFHYGGBPINAV=SOLA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE000JJQ6248;Fidelity USD Corp Bond Research Enhanced PAB UCITS ETF INC-USD;https://www.justetf.com/en/etf-profile.html?isin=IE000JJQ6248;The Fidelity USD Corp Bond Research Enhanced PAB UCITS ETF INC-USD is an actively managed ETF. The ETF invests in USD denominated, investment grade rated corporate bonds from issuers worldwide. Title selection is based on sustainability criteria and fundamental characteristics. The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The interest income (coupons) in the ETF is distributed to the investors (Quarterly). The ETF was launched on 18 October 2023 and is domiciled in Ireland.;Výzkum společnosti Fidelity USD Corp Bond Enhanced PAB UCITS ETF INC-USD je aktivně spravovaný ETF. ETF investuje do USD denominovaných, investiční třídy hodnocené firemní dluhopisy od emitentů po celém světě. Výběr titulu je založen na kritériích udržitelnosti a základních charakteristikách. TER (celkový poměr nákladů) ETF činí 0,20% p.a. Úrokový výnos (kupóny) v ETF je distribuován investorům (čtvrtletně). ETF byl spuštěn 18. října 2023 a má bydliště v Irsku.;0.20%;0.2;;;;USD;Ireland;Fidelity;18 October 2023;;Quarterly;Physical;;;risk  Actively managed    Sustainability  Yes;Yes;Dluhopisy;False;Globální;343.0;-2.75;;;-6.02;9.97;;;-0.28;;;-11.63;;;;;;;;SIX Swiss Exchange;FUIG;5;5.63%;5.63;EUR 0.26;0.26;EUR;method2_regex;2025-09-18T15:34:29.285817;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;SIX Swiss Exchange;USD;FUIG;;;;gettex;EUR;FUIG;;;;London Stock Exchange;GBP;FUIS;;;;London Stock Exchange;USD;FUIG;;;;XETRA;EUR;FUIG;;;;;;;;;;
IE000XIITCN5;Janus Henderson Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF GBP-Hedged Dist.;https://www.justetf.com/en/etf-profile.html?isin=IE000XIITCN5;The Janus Henderson Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF GBP-Hedged Dist. seeks to track the iBoxx® MSCI Scored & Screened Tilted USD Asia ex-Japan High Yield Capped TCA (GBP Hedged) index. The iBoxx® MSCI Scored & Screened Tilted USD Asia ex-Japan High Yield Capped TCA (GBP Hedged) index tracks ESG (environmental, social and governance) screened, USD denominated high yield corporate bonds from Asia (excluding Japan). All maturities are included. Rating: Sub-Investment Grade. Currency hedged to British Pound (GBP). The ETF's TER (total expense ratio) amounts to 0.65% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is distributed to the investors (Quarterly). The ETF was launched on 8 June 2022 and is domiciled in Ireland.;Bond USD dluhopis Japan Henderson Haitong Asia EX-Japan High Corp Corp Screed Core UCITS ETF GBP-HEDGED DIST. usiluje o sledování indexu IBOXX® MSCI skóroval a prověřoval nakloněnou Asii s vysokým výnosem USD Asia TCA (GBP Hedged). IBOXX® MSCI skóroval a prověřil nakloněnou USD Asia Ex-Japan s vysokým výnosem TCA (GBP Hedged) Indexové stopy ESG (environmentální, sociální a správa věcí veřejných), což je denominoval firemní dluhopisy USD z Asie (s výjimkou Japonska). Zahrnuty jsou všechna splatností. Hodnocení: stupeň sub-investice. Měna zajišťovala britskou libru (GBP). TER (celkový poměr nákladů) ETF činí 0,65% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (čtvrtletně). ETF byl spuštěn 8. června 2022 a má bydliště v Irsku.;0.65%;0.65;;;;GBP;Ireland;;8 June 2022;Distributing;Quarterly;Physical;;;;Yes;Dluhopisy;False;Japonsko;;8.28;24.04;;3.81;9.52;15.05;;0.87;0.49;;-8.73;-24.14;;;;;;;London Stock Exchange;TAGD;1;7.64%;7.64;EUR 0.74;0.74;EUR;method2_regex;2025-09-18T15:34:37.031543;success;0;;;;;;;;;;;;;;;;;;;;;Japan;0.65;;;;;;;;;;;;;;;;;;;London Stock Exchange;GBP;TAGD;TAGD LN;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;37.0;6.0;1.0;6.0;5.0;19.0
CH1381833420;Leonteq EUR Overnight Return Index ETP;https://www.justetf.com/en/etf-profile.html?isin=CH1381833420;The Leonteq EUR Overnight Return Index ETP seeks to track the Leonteq EUR Overnight Return index. The Leonteq EUR Overnight Return index tracks the eurozone money market and returns 1/360 of the reference interest rate Euro Short-Term Overnight Rate (ESTRON) per calendar day. The ETN's TER (total expense ratio) amounts to 0.72% p.a.. The Leonteq EUR Overnight Return Index ETP is the only ETN that tracks the Leonteq EUR Overnight Return index. The ETN replicates the performance of the underlying index synthetically with a swap. The ETN was launched on 11 October 2024 and is domiciled in Switzerland.;Index návratnosti ETP Leonteq EUR ETP se snaží sledovat index návratnosti Leonteq EUR. Index návratnosti Leonteq EUR přes noc sleduje peněžní trh eurozóny a vrací 1/360 referenční úrokové sazby krátkodobou noční sazbu Euro (ESTRO) za kalendářní den. ETN TER (celkový poměr nákladů) činí 0,72% P.A .. Index návratnosti ETP Leonteq EUR ETP je jediný ETN, který sleduje index návratnosti Leonteq EUR. ETN replikuje výkon podkladového indexu synteticky s výměnou. ETN byl spuštěn 11. října 2024 a je se sídlem ve Švýcarsku.;0.72%;0.72;;;;EUR;Switzerland;;11 October 2024;;;Synthetic;;;Money Market, EUR;;Ostatní;False;Ostatní;;;;;1.61;;;;;;;;;;;;;;;XETRA;EONR;1;;;;;;;2025-09-18T15:34:43.681904;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;XETRA;EUR;EONR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
