isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;category;is_leveraged;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker;rating;rating_score;rating_ter_score;rating_size_score;rating_track_record_score;rating_provider_score;rating_performance_score
IE00B5L65R35;iShares GBP Corporate Bond 0-5yr UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=IE00B5L65R35;The iShares GBP Corporate Bond 0-5yr UCITS ETF seeks to track the iBoxx® GBP Corporates 0-5 index. The iBoxx® GBP Corporates 0-5 index tracks Sterling denominated corporate bonds. Time to maturity: 0-5 years. The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is distributed to the investors (Semi annually). The iShares GBP Corporate Bond 0-5yr UCITS ETF is a very large ETF with 1,970m Euro assets under management. The ETF was launched on 30 March 2011 and is domiciled in Ireland.;Společnost IShares GBP Corporate Bond 0-5yr UCITS ETF se snaží sledovat index IBOXX® GBP Corporates 0-5. Společnost IBOXX® GBP Corporates 0-5 indexové skladby Sterling denominované firemní dluhopisy. Čas do zralosti: 0-5 let. TER (celkový poměr nákladů) ETF činí 0,20% p.a. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (semifinále každoročně). Společnost IShares GBP Corporate Bond 0-5yr UCITS ETF je velmi velká ETF s managementem 1 970 mil. EUR. ETF byl spuštěn 30. března 2011 a je se sídlem v Irsku.;0.20%;0.2;EUR 1970m;1970.0;EUR;GBP;Ireland;iShares;30 March 2011;;Semi annually;Physical;;;;;Dluhopisy;False;Globální;461.0;2.14;19.07;16.27;-0.27;5.42;6.07;6.29;0.39;0.99;0.49;-4.82;-6.94;-17.11;-21.11;;;;;London Stock Exchange;ES15;3;4.52%;4.52;EUR 5.27;5.27;EUR;method2_regex;2025-09-19T08:53:46.101725;success;0;XS0379947236;0.65;XS2193663619;0.62;XS1472663670;0.61;XS2553549903;0.58;XS2711945878;0.55;XS2552367687;0.55;XS2570940226;0.54;XS1577762823;0.49;XS1069886841;0.49;;;United Kingdom;38.0;Other;35.27;United States;12.98;Netherlands;7.66;France;6.09;IT;38.0;;;;;;;;;London Stock Exchange;EUR;ES15;ES15 LNINAVS15E;ES15.LIS15INAV.DE;;London Stock Exchange;GBP;IS15;IS15 LNINAVS15G;IS15.LIS15GINAV.DE;;SIX Swiss Exchange;GBP;IS15;IS15 SEINAVS15G;IS15.SIS15GINAV.DE;;;;;;;;;;;;;;4;73;17;13;13;10;20
IE00B5L8K969;iShares MSCI EM Asia UCITS ETF (Acc);https://www.justetf.com/en/etf-profile.html?isin=IE00B5L8K969;The iShares MSCI EM Asia UCITS ETF (Acc) seeks to track the MSCI Emerging Markets Asia index. The MSCI Emerging Markets Asia index tracks large and mid cap companies from Asian emerging markets. The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The iShares MSCI EM Asia UCITS ETF (Acc) is the cheapest and largest ETF that tracks the MSCI Emerging Markets Asia index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The iShares MSCI EM Asia UCITS ETF (Acc) is a very large ETF with 3,734m Euro assets under management. The ETF was launched on 6 August 2010 and is domiciled in Ireland.;Ishares MSCI EM Asia UCITS ETF (ACC) se snaží sledovat index Asie Emerging MSCI. Na rozvíjející se trhy MSCI se index Asie sleduje velké a střední společnosti z asijských rozvíjejících se trhů. TER (celkový poměr nákladů) ETF činí 0,20% p.a. Ishares MSCI EM Asia UCITS ETF (ACC) je nejlevnější a největší ETF, který sleduje index Asie Emergging Markets MSCI. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. Ishares MSCI EM Asia UCITS ETF (ACC) je velmi velký ETF s managementem 3 734 milionů euro. ETF byl spuštěn 6. srpna 2010 a je se sídlem v Irsku.;0.20%;0.2;EUR 3734m;3734.0;EUR;USD;Ireland;iShares;6 August 2010;Accumulating;;Physical;;MSCI EM Asia;Equity, Asia Pacific;;Akcie;False;Rozvíjející se země;968.0;21.01;32.24;34.33;12.18;17.96;16.33;16.92;1.17;0.6;0.36;-18.94;-18.94;-32.71;-34.02;;;;;Bolsa Mexicana de Valores;-;9;;;;;;;2025-09-19T08:53:51.326115;success;0;Tencent Holdings Ltd.;6.25;Alibaba Group Holding Ltd.;3.51;Samsung Electronics Co., Ltd.;3.37;HDFC Bank Ltd.;1.8;Xiaomi Corp.;1.61;SK hynix, Inc.;1.49;China Construction Bank Corp.;1.36;ICICI Bank Ltd.;1.22;Reliance Industries Ltd.;1.09;;;China;33.42;Other;10.67;;;;;;;Technology;30.37;Financials;17.87;Consumer Discretionary;14.15;;;;;London Stock Exchange;GBX;CEA1;;;;gettex;EUR;CEBL;;;;Stuttgart Stock Exchange;EUR;CEBL;;;;Bolsa Mexicana de Valores;MXN;-;CEMAN MM;CEMAN.MX;;Borsa Italiana;EUR;CSEMAS;CSEMAS IMIXM0581;CSEMAS.MIIXM0581.DE;;5;75;17;13;15;10;20
IE00B5M1WJ87;SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist);https://www.justetf.com/en/etf-profile.html?isin=IE00B5M1WJ87;The SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist) seeks to track the S&P Euro High Yield Dividend Aristocrats index. The S&P Euro High Yield Dividend Aristocrats index tracks the eurozone companies whose dividends have risen in the last 10 consecutive years. The ETF's TER (total expense ratio) amounts to 0.30% p.a.. The SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist) is the only ETF that tracks the S&P Euro High Yield Dividend Aristocrats index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Semi annually). The SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist) is a very large ETF with 1,290m Euro assets under management. The ETF was launched on 28 February 2012 and is domiciled in Ireland.;SPDR S&P Euro dividenda Aristocrats UCITS ETF (DIST) se snaží sledovat index aristokratů dividenda Euro High výnos S&P Euro. Index dividenda S&P Euro s vysokým výnosem aristokratů sleduje společnosti eurozóny, jejichž dividenday se v posledních 10 po sobě jdoucích let zvýšily. TER (celkový poměr nákladů) činí 0,30% P.A .. SPDR S&P Euro dividenda Aristocrats UCITS ETF (DIST) je jediný ETF, který sleduje index dividenda Aristokratů S&P Euro High Bearning. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (polo každoročně). Aristokrats UCITS ETF (dist) SPDR S&P Euro dividenda Aristocrats UCITS je velmi velký ETF s vedením 1 290 milionů euro. ETF byl spuštěn 28. února 2012 a je se sídlem v Irsku.;0.30%;0.3;EUR 1290m;1290.0;EUR;EUR;Ireland;SPDR;28 February 2012;Distributing;Semi annually;Physical;;;Equity, Europe, Dividend;;Akcie;False;Evropa;40.0;9.69;55.5;56.82;14.49;13.06;12.24;13.41;0.74;1.29;0.7;-11.61;-11.61;-23.96;-38.11;;;;;London Stock Exchange;EUDI;8;3.67%;3.67;EUR 0.99;0.99;EUR;method2_regex;2025-09-19T08:53:56.460470;success;0;UPM-Kymmene Oyj;4.53;EDP SA;4.52;Unipol Assicurazioni SpA;3.89;Bouygues SA;3.74;Elisa Oyj;3.57;Assicurazioni Generali SpA;3.55;Allianz SE;3.4;Deutsche Post AG;3.4;Teleperformance SE;3.32;;;Other;27.59;Germany;22.36;France;14.73;;;;;Industrials;23.64;Financials;22.75;IT;20.3;Utilities;18.69;Materials;10.79;gettex;EUR;SPYW;;;;Stuttgart Stock Exchange;EUR;SPYW;;;;Borsa Italiana;EUR;EUDV;EUDV IMINSPYWE;EUDV.MIINSPYW.ivOQ;;Euronext Paris;EUR;EUDV;EUDV FPINSPYWE;EUDV.PAINSPYW.ivOQ;;London Stock Exchange;EUR;EUDI;EUDI LNINSPYWE;EUDI.LINSPYW.ivOQ;;4;68;12;13;13;10;20
IE00B5M4WH52;iShares J.P. Morgan EM Local Government Bond UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=IE00B5M4WH52;The iShares J.P. Morgan EM Local Government Bond UCITS ETF seeks to track the JP Morgan EMBI Global Diversified 10% Cap 1% Floor index. The JP Morgan EMBI Global Diversified 10% Cap 1% Floor index tracks global government bonds of all maturities, that are issued by emerging market countries. Rating: Mixed ratings. The ETF's TER (total expense ratio) amounts to 0.50% p.a.. The iShares J.P. Morgan EM Local Government Bond UCITS ETF is the cheapest and largest ETF that tracks the JP Morgan EMBI Global Diversified 10% Cap 1% Floor index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is distributed to the investors (Semi annually). The iShares J.P. Morgan EM Local Government Bond UCITS ETF is a very large ETF with 3,446m Euro assets under management. The ETF was launched on 20 June 2011 and is domiciled in Ireland.;IShares J.P. Morgan EM Local Government Bond UCITS ETF se snaží sledovat Global JP Morgan Embi diverzifikoval 10% index podlahové 1%. Globální diverzifikoval JP Morgan Embi Global 10% CAP 1% podlahové indexové indexe globální vládní dluhopisy všech splatností, které vydávají rozvíjející se země trhu. Hodnocení: Smíšené hodnocení. TER (celkový poměr nákladů) ETF činí 0,50% P.A .. ISShares J.P. Morgan EM místní vládní dluhopis UCITS ETF je nejlevnější a největší ETF, který sleduje globální diverzifikovaný JP Morgan Embi diverzifikovaný 10% Cap 1% podlahový index. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (semifinále každoročně). IShares J.P. Morgan EM Local Government Bond UCITS ETF je velmi velký ETF s managementem 3 446 milionů euro. ETF byl spuštěn 20. června 2011 a je se sídlem v Irsku.;0.50%;0.5;EUR 3446m;3446.0;EUR;USD;Ireland;iShares;20 June 2011;;Semi annually;Physical;;Government Bond;Bonds, Emerging Markets, Government, All maturities;;Dluhopisy;False;Rozvíjející se země;341.0;2.01;10.19;6.49;1.64;6.39;6.94;7.35;0.31;0.47;0.17;-7.18;-7.18;-11.48;-21.56;;;;;Bolsa Mexicana de Valores;-;8;5.76%;5.76;EUR 2.27;2.27;EUR;method2_regex;2025-09-19T08:54:03.272245;success;0;IN0020240050;0.95;;;;;;;;;;;;;;;;;;;Other;65.97;;;;;;;;;;;;;;;;;;;gettex;EUR;IUSP;;;;Stuttgart Stock Exchange;EUR;IUSP;;;;Bolsa Mexicana de Valores;MXN;-;IEMLN MM;IEMLN.MX;;Borsa Italiana;EUR;SEML;SEML IMINAVEMLE;SEML.MISEMLEINAV.DE;;London Stock Exchange;USD;IEML;IEML LNINAVEMLU;IEML.LSEMLUINAV.DE;;4;65;12;13;13;10;17
IE00B5MJYB88;Invesco European Telecoms Sector UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=IE00B5MJYB88;"The Invesco European Telecoms Sector UCITS ETF seeks to track the STOXX® Europe 600 Optimised Telecommunications index. The STOXX® Europe 600 Optimised Telecommunications index tracks a selection of highly liquid stocks within the European telecommunication sector (ICB classification; Supersector). The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The Invesco European Telecoms Sector UCITS ETF is the only ETF that tracks the STOXX® Europe 600 Optimised Telecommunications index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The Invesco European Telecoms Sector UCITS ETF is a very small ETF with 4m Euro assets under management. The ETF was launched on 8 July 2009 and is domiciled in Ireland.";"Evropský telekomunikační sektor Invesco UCITS ETF se snaží sledovat optimalizovaný telekomunikační index Stoxx® Europe 600. Optimalizovaný telekomunikační index Stoxx® Europe 600 sleduje výběr vysoce kapalných akcií v evropském telekomunikačním sektoru (klasifikace ICB; Supersektor). TER (celkový poměr výdajů) ETF činí 0,20% p.a. Evropský telekomunikační sektor Invesco UCITS ETF je jediný ETF, který sleduje optimalizovaný telekomunikační index Stoxx® Europe 600. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou akumulovány a reinvestovány do ETF. Evropský telekomunikační sektor Invesco UCITS ETF je velmi malý ETF s řízením 4m euro. ETF byl spuštěn 8. července 2009 a má bydliště v Irsku.";0.20%;0.2;EUR 4m;4.0;EUR;EUR;Ireland;Invesco;8 July 2009;;;Synthetic (Unfunded swap);;;Equity, Europe, Telecommunication;;Akcie;False;Evropa;;13.36;30.77;47.7;13.96;14.37;13.06;13.69;0.93;0.72;0.59;-9.8;-15.07;-21.71;-49.42;;;;;gettex;SC0Q;2;;;;;;;2025-09-19T08:54:09.165798;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;SC0Q;;;;XETRA;EUR;SC0Q;XKPS GYXKPSIN;XKPS.DEXKPSINAV.DE;;;;;;;;;;;;;;;;;;;;3;63;17;1;15;10;20
IE00B5MJYC95;Invesco European Travel Sector UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=IE00B5MJYC95;"The Invesco European Travel Sector UCITS ETF seeks to track the STOXX® Europe 600 Optimised Travel & Leisure index. The STOXX® Europe 600 Optimised Travel & Leisure index tracks a selection of highly liquid stocks within the European travel and leisure sector (ICB classification; supersector). The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The Invesco European Travel Sector UCITS ETF is the only ETF that tracks the STOXX® Europe 600 Optimised Travel & Leisure index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The Invesco European Travel Sector UCITS ETF is a very small ETF with 5m Euro assets under management. The ETF was launched on 7 July 2009 and is domiciled in Ireland.";"Evropský cestovní sektor Invesco UCITS ETF se snaží sledovat optimalizovaný index Travel & Leisure Stoxx® Europe 600. Index Travel & Leisure Stoxx® Europe 600 sleduje výběr vysoce kapalných akcií v evropském odvětví cestování a volného času (klasifikace ICB; Supersektor). TER (celkový poměr výdajů) ETF činí 0,20% P.A .. Evropský cestovní sektor Invesco ETF je jediný ETF, který sleduje index Travel & Leisure Stoxx® Europe 600. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou akumulovány a reinvestovány do ETF. Evropský cestovní sektor Invesco UCITS ETF je velmi malý ETF s managementem 5m euro. ETF byl spuštěn 7. července 2009 a je se sídlem v Irsku.";0.20%;0.2;EUR 5m;5.0;EUR;EUR;Ireland;Invesco;7 July 2009;;;Synthetic (Unfunded swap);;;;;Akcie;False;Evropa;;10.6;53.32;68.19;0.59;20.27;19.49;24.26;0.52;0.78;0.45;-24.8;-24.8;-39.4;-55.64;;;;;gettex;SC0R;3;;;;;;;2025-09-19T08:54:15.575770;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;SC0R;;;;Stuttgart Stock Exchange;EUR;SC0R;;;;XETRA;EUR;SC0R;XTPS GYXTPSIN;XTPS.DEXTPSINAV.DE;;;;;;;;;;;;;;3;63;17;1;15;10;20
IE00B5MJYX09;Invesco European Industrials Sector UCITS ETF Acc;https://www.justetf.com/en/etf-profile.html?isin=IE00B5MJYX09;"The Invesco European Industrials Sector UCITS ETF Acc seeks to track the STOXX® Europe 600 Optimised Industrial Goods & Services index. The STOXX® Europe 600 Optimised Industrial Goods & Services index tracks a selection of highly liquid stocks within the European industrial goods and services sector (ICB classification; Supersector). The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The Invesco European Industrials Sector UCITS ETF Acc is the only ETF that tracks the STOXX® Europe 600 Optimised Industrial Goods & Services index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The Invesco European Industrials Sector UCITS ETF Acc is a small ETF with 95m Euro assets under management. The ETF was launched on 8 July 2009 and is domiciled in Ireland.";"Sektor Invesco European Industrials UCITS ETF ACC se snaží sledovat index průmyslového zboží a služeb Stoxx® Europe 600. Index průmyslového zboží a služeb STOXX® Europe 600 sleduje výběr vysoce kapalných akcií v sektoru evropského průmyslového zboží a služeb (klasifikace ICB; Supersetor). TER (celkový poměr nákladů) činí 0,20% P.A. Evropský průmyslový sektor Invesco UCITS ETF ACC je jediným ETF, který sleduje index optimalizovaného indexu průmyslového zboží a služeb STOXX® Europe 600. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou akumulovány a reinvestovány do ETF. Evropský průmyslový průmyslový sektor Invesco UCITS ETF ACC je malý ETF s managementem 95 milionů euro. ETF byl spuštěn 8. července 2009 a má bydliště v Irsku.";0.20%;0.2;EUR 95m;95.0;EUR;EUR;Ireland;Invesco;8 July 2009;Accumulating;;Synthetic (Unfunded swap);;;Equity, Europe, Industrials;;Akcie;False;Evropa;;26.91;92.55;105.69;22.84;19.35;17.19;18.67;1.39;1.42;0.83;-19.15;-19.15;-30.9;-41.77;;;;;gettex;SC0S;3;;;;;;;2025-09-19T08:54:23.154858;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;SC0S;;;;Stuttgart Stock Exchange;EUR;SC0S;;;;XETRA;EUR;SC0S;XNPS GYXNPSIN;XNPS.DEXNPSINAV.DE;;;;;;;;;;;;;;3;63;17;1;15;10;20
IE00B5MJYY16;Invesco European Health Care Sector UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=IE00B5MJYY16;"The Invesco European Health Care Sector UCITS ETF seeks to track the STOXX® Europe 600 Optimised Health Care index. The STOXX® Europe 600 Optimised Health Care index tracks a selection of highly liquid stocks within the European health care sector (ICB classification; Supersector). The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The Invesco European Health Care Sector UCITS ETF is the only ETF that tracks the STOXX® Europe 600 Optimised Health Care index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The Invesco European Health Care Sector UCITS ETF is a very small ETF with 7m Euro assets under management. The ETF was launched on 8 July 2009 and is domiciled in Ireland.";"Evropský sektor Invesco European Health Care UCITS ETF se snaží sledovat optimalizovaný index zdravotní péče Stoxx® Europe 600. Index zdravotní péče STOXX® Europe 600 sleduje výběr vysoce likvidních akcií v evropském sektoru zdravotní péče (klasifikace ICB; Superctor). TER (celkový poměr nákladů) ETF činí 0,20% P.A .. Evropský sektor Invesco Evropského zdravotnictví ETF je jediný ETF, který sleduje index zdravotní péče STOXX® Europe 600. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou akumulovány a reinvestovány do ETF. Evropský sektor Invesco European Health Care UCITS ETF je velmi malý ETF s spravováním 7m euro. ETF byl spuštěn 8. července 2009 a má bydliště v Irsku.";0.20%;0.2;EUR 7m;7.0;EUR;EUR;Ireland;Invesco;8 July 2009;;;Synthetic (Unfunded swap);;;Equity, Europe, Health Care;;Akcie;False;Evropa;;-8.18;18.72;25.92;-0.18;16.39;13.69;14.12;-0.5;0.43;0.33;-20.08;-21.48;-21.48;-25.88;;;;;gettex;SC0T;3;;;;;;;2025-09-19T08:54:29.303367;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;SC0T;;;;Stuttgart Stock Exchange;EUR;SC0T;;;;XETRA;EUR;SC0T;XDPS GYXDPSIN;XDPS.DEXDPSINAV.DE;;;;;;;;;;;;;;3;62;17;1;15;10;19
IE00B5MTWD60;Invesco European Banks Sector UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=IE00B5MTWD60;"The Invesco European Banks Sector UCITS ETF seeks to track the STOXX® Europe 600 Optimised Banks index. The STOXX® Europe 600 Optimised Banks index tracks a selection of highly liquid banks within the European banking sector (ICB classification; supersector). The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The Invesco European Banks Sector UCITS ETF is the only ETF that tracks the STOXX® Europe 600 Optimised Banks index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The Invesco European Banks Sector UCITS ETF has 438m Euro assets under management. The ETF was launched on 7 July 2009 and is domiciled in Ireland.";"Sektor Invesco European Banks UCITS ETF se snaží sledovat index bank Stoxx® Europe 600. Index Banks Stoxx® Europe 600 sleduje výběr vysoce likvidních bank v evropském bankovním sektoru (klasifikace ICB; Supersektor). TER (celkový poměr nákladů) činí 0,20% P.A .. Sektor Evropských bank Invesco UCITS ETF je jediným ETF, který sleduje index bank Stoxx® Europe 600. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou akumulovány a reinvestovány do ETF. Sektor Invesco European Banks UCITS ETF má pod správou aktiva 438 milionů euro. ETF byl spuštěn 7. července 2009 a je se sídlem v Irsku.";0.20%;0.2;EUR 438m;438.0;EUR;EUR;Ireland;Invesco;7 July 2009;;;Synthetic (Unfunded swap);;;Equity, Europe, Financials;;Akcie;False;Evropa;;62.26;179.94;350.5;53.66;22.66;20.37;24.3;2.75;2.01;1.44;-19.75;-19.75;-29.81;-60.66;;;;;London Stock Exchange;-;8;;;;;;;2025-09-19T08:54:35.651391;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;London Stock Exchange;GBX;X7PP;;;;gettex;EUR;SC0U;;;;Stuttgart Stock Exchange;EUR;SC0U;;;;Borsa Italiana;EUR;X7PS;X7PS IMX7PSIN;X7PS.MIX7PSINAV.DE;;London Stock Exchange;EUR;X7PS;X7PS LNX7PSIN;X7PS.LX7PSINAV.DE;;4;67;17;5;15;10;20
IE00B5MTWH09;Invesco European Oil & Gas Sector UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=IE00B5MTWH09;"The Invesco European Oil & Gas Sector UCITS ETF seeks to track the STOXX® Europe 600 Optimised Oil & Gas index. The STOXX® Europe 600 Optimised Oil & Gas index tracks a selection of highly liquid stocks within the European oil and gas sector (ICB classification; Supersector). The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The Invesco European Oil & Gas Sector UCITS ETF is the only ETF that tracks the STOXX® Europe 600 Optimised Oil & Gas index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are accumulated and reinvested in the ETF. The Invesco European Oil & Gas Sector UCITS ETF is a very small ETF with 7m Euro assets under management. The ETF was launched on 7 July 2009 and is domiciled in Ireland.";"Evropský sektor Invesco European Oil & Gas UCITS ETF se snaží sledovat index Optimalizovaného ropy a plynu Stoxx® Europe 600. Index Optimalizovaný ropný a plynový index Stoxx® Europe 600 sleduje výběr vysoce kapalných akcií v evropském sektoru ropy a plynu (klasifikace ICB; Supersektor). TER (celkový poměr výdajů) ETF činí 0,20% P.A .. Evropský sektor Invesco European Oil & Gas UCITS ETF je jediný ETF, který sleduje index Optimalizovaného ropného a plynového indexu Stoxx® Europe 600. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou akumulovány a reinvestovány do ETF. Evropský sektor Invesco European Oil & Gas UCITS ETF je velmi malý ETF s spravováním 7m euro. ETF byl spuštěn 7. července 2009 a je se sídlem v Irsku.";0.20%;0.2;EUR 7m;7.0;EUR;EUR;Ireland;Invesco;7 July 2009;;;Synthetic (Unfunded swap);;;Equity, Europe, Energy;;Akcie;False;Evropa;;13.01;29.13;121.84;15.64;19.25;19.05;22.07;0.68;0.47;0.78;-21.02;-22.23;-22.23;-56.99;;;;;gettex;SC0V;3;;;;;;;2025-09-19T08:54:42.101167;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;SC0V;;;;Stuttgart Stock Exchange;EUR;SC0V;;;;XETRA;EUR;SC0V;XEPS GYXEPSIN;XEPS.DEXEPSINAV.DE;;;;;;;;;;;;;;3;62;17;1;15;10;19
