isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;currency_risk;strategy_risk;category;is_leveraged;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;return_1m;return_3m;return_6m;return_2021;return_2022;return_2023;return_2024;return_inception;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker;exchange_6_name;exchange_6_currency;exchange_6_ticker;exchange_6_bloomberg;exchange_6_reuters;exchange_6_market_maker;exchange_7_name;exchange_7_currency;exchange_7_ticker;exchange_7_bloomberg;exchange_7_reuters;exchange_7_market_maker;exchange_8_name;exchange_8_currency;exchange_8_ticker;exchange_8_bloomberg;exchange_8_reuters;exchange_8_market_maker;exchange_9_name;exchange_9_currency;exchange_9_ticker;exchange_9_bloomberg;exchange_9_reuters;exchange_9_market_maker;exchange_10_name;exchange_10_currency;exchange_10_ticker;exchange_10_bloomberg;exchange_10_reuters;exchange_10_market_maker;rating;rating_score;rating_ter_score;rating_size_score;rating_track_record_score;rating_provider_score;rating_performance_score
LU1459801947;UBS Core BBG TIPS 1-10 UCITS ETF hGBP acc;https://www.justetf.com/en/etf-profile.html?isin=LU1459801947;The UBS Core BBG TIPS 1-10 UCITS ETF hGBP acc seeks to track the Bloomberg US Government 1-10 Year Inflation-Linked Bond (GBP Hedged) index. The Bloomberg US Government 1-10 Year Inflation-Linked Bond (GBP Hedged) index tracks US Treasury Inflation-Protected Securities (TIPS). Time to maturity 1-10 years. Currency hedged to British Pound (GBP). The ETF's TER (total expense ratio) amounts to 0.11% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The UBS Core BBG TIPS 1-10 UCITS ETF hGBP acc is a small ETF with 43m Euro assets under management. The ETF was launched on 22 November 2016 and is domiciled in Luxembourg.;UBS Core BBG Tipy 1-10 UCITS ETF HGBP ACC se snaží sledovat index Bloomberg USA 1-10 Year Inflation-vázaný Bond (GBP Hedged). Index Bloomberg USA vláda 1-10 let spojená s inflací (GBP Hedged) sleduje cenné papíry chráněné inflací chráněné ministerstvem financí (TIPS). Čas do zralosti 1-10 let. Měna zajišťovala britskou libru (GBP). TER (celkový poměr nákladů) ETF činí 0,11% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. UBS Core BBG Tipy 1-10 UCITS ETF HGBP ACC je malá ETF s řízením 43 milionů euro. ETF byla spuštěna 22. listopadu 2016 a je bydliště v Lucemburku.;0.11%;0.11;EUR 43m;43.0;EUR;GBP;Luxembourg;UBS ETF;22 November 2016;Accumulating;;Physical;UCITS;;risk  Long-only    Sustainability  No;;GBP    Currency risk  Currency;1;Akcie;False;Celosvětově;32.0;1.23;13.24;16.74;1.85;-1.15;0.67;-0.06;13.11;-13.78;5.8;7.16;18.5;8.29;10.53;10.26;0.15;0.4;0.31;-5.79;-6.94;-17.02;-17.02;;;;;Extracted (method 1);UBTP;0;;;;;;;2025-09-24T04:10:08.056071;success;0;US91282CLE92;4.5;US91282CJY84;4.29;US91282CEZ05;4.04;US91282CNB36;4.01;US91282CGK18;4.0;US91282CLV18;3.99;US91282CHP95;3.98;US91282CKL45;3.83;US91282CJH51;3.74;;;United States;80.18;Other;19.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;56.0;22.0;1.0;11.0;5.0;17.0
LU1459802168;UBS Core BBG TIPS 1-10 UCITS ETF hCHF acc;https://www.justetf.com/en/etf-profile.html?isin=LU1459802168;The UBS Core BBG TIPS 1-10 UCITS ETF hCHF acc seeks to track the Bloomberg US Government 1-10 Year Inflation-Linked Bond (CHF Hedged) index. The Bloomberg US Government 1-10 Year Inflation-Linked Bond (CHF Hedged) index tracks US Treasury Inflation-Protected Securities (TIPS). Time to maturity 1-10 years. Currency hedged to Swiss Francs (CHF). The ETF's TER (total expense ratio) amounts to 0.11% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The UBS Core BBG TIPS 1-10 UCITS ETF hCHF acc has 122m Euro assets under management. The ETF was launched on 30 September 2016 and is domiciled in Luxembourg.;Tipy BBG UBS Core BBG 1-10 UCITS ETF HCHF ACC se snaží sledovat index Bloomberg USA 1-10 Year Inflation-vázaný Bond (CHF Hedged). Index Bloomberg USA vláda 1-10 let spojená s inflací (CHF Hedged) sleduje cenné papíry chráněné inflací chráněné ministerstvem financí (TIPS). Čas do zralosti 1-10 let. Měna byla zajištěna švýcarským frankům (CHF). TER (celkový poměr nákladů) ETF činí 0,11% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. UBS Core BBG Tipy 1-10 UCITS ETF HCHF ACC má ve správě 122 milionů euro aktiv. ETF byl spuštěn 30. září 2016 a je se sídlem v Lucemburku.;0.11%;0.11;EUR 122m;122.0;EUR;CHF;Luxembourg;UBS ETF;30 September 2016;Accumulating;;Physical;UCITS;;risk  Long-only    Sustainability  No;;CHF    Currency risk  Currency;1;Akcie;False;Celosvětově;32.0;2.06;2.88;12.02;4.81;1.74;2.55;4.55;9.06;-5.85;5.97;-2.7;14.51;8.18;10.34;9.98;0.25;0.09;0.23;-4.4;-8.23;-11.38;-14.31;;;;;Extracted (method 1);TIP1S;0;;;;;;;2025-09-24T04:10:15.766498;success;0;US91282CLE92;4.5;US91282CJY84;4.29;US91282CEZ05;4.04;US91282CNB36;4.01;US91282CGK18;4.0;US91282CLV18;3.99;US91282CHP95;3.98;US91282CKL45;3.83;US91282CJH51;3.74;;;United States;80.18;Other;19.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;52.0;22.0;5.0;11.0;5.0;9.0
LU1459802754;UBS BBG TIPS 10+ UCITS ETF USD dis;https://www.justetf.com/en/etf-profile.html?isin=LU1459802754;The UBS BBG TIPS 10+ UCITS ETF USD dis seeks to track the Bloomberg US Government 10+ Year Inflation-Linked Bond index. The Bloomberg US Government 10+ Year Inflation-Linked Bond index tracks inflation-linked US government bonds. The index is rebalanced monthly. Maturity: 10+ years. Rating: Investment Grade. The ETF's TER (total expense ratio) amounts to 0.10% p.a.. The UBS BBG TIPS 10+ UCITS ETF USD dis is the only ETF that tracks the Bloomberg US Government 10+ Year Inflation-Linked Bond index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is distributed to the investors (Semi annually). The UBS BBG TIPS 10+ UCITS ETF USD dis is a small ETF with 68m Euro assets under management. The ETF was launched on 30 September 2016 and is domiciled in Luxembourg.;UBS BBG Tipy 10+ UCITS ETF USD DIS se snaží sledovat index Bloomberg USA vlády 10 a více let spojených s inflací spojeným s inflací. Bloombergská vláda USA 10+ let index spojená s indexem inflací sleduje inflaci spojené vládní dluhopisy USA. Index je znovu vyvážený měsíčně. Dospělost: 10+ let. Hodnocení: Investiční třída. TER (celkový poměr nákladů) ETF činí 0,10% p.a. UBS BBG Tipy 10+ UCITS ETF USD DIS je jediný ETF, který sleduje Bloombergský index inflaci vázaný Bloomberg USA 10+ let. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (semifinále každoročně). UBS BBG Tips 10+ UCITS ETF USD DIS je malý ETF s managementem 68 milionů EUR. ETF byl spuštěn 30. září 2016 a je se sídlem v Lucemburku.;0.10%;0.1;EUR 68m;68.0;EUR;USD;Luxembourg;UBS ETF;30 September 2016;Distributing;Semi annually;Physical;UCITS;;risk  Long-only    Sustainability  No;;USD    Currency risk  Currency;1;Akcie;False;Celosvětově;16.0;-9.94;-19.15;-25.97;-7.5;0.96;1.49;-7.35;15.7;-27.81;-2.58;0.41;-4.41;14.6;17.69;18.01;-0.68;-0.39;-0.32;-16.52;-22.95;-38.39;-38.39;;;;;Extracted (method 1);UIMB;0;5.48%;5.48;EUR 0.46;0.46;EUR;method2_regex;2025-09-24T04:10:23.337332;success;0;US912810RL44;9.72;US912810QV35;8.5;US912810TY47;8.48;US912810TP30;7.34;US912810QP66;6.8;US912810RA88;6.53;US912810RW09;6.04;US912810TE82;5.34;US912810RR14;5.2;;;United States;89.93;Other;10.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;51.0;26.0;1.0;11.0;5.0;8.0
LU1459803059;UBS BBG TIPS 10+ UCITS ETF hEUR acc;https://www.justetf.com/en/etf-profile.html?isin=LU1459803059;The UBS BBG TIPS 10+ UCITS ETF hEUR acc seeks to track the Bloomberg US Government 10+ Year Inflation-Linked Bond (EUR Hedged) index. The Bloomberg US Government 10+ Year Inflation-Linked Bond (EUR Hedged) index tracks inflation-linked US government bonds. The index is rebalanced monthly. Maturity: 10+ years. Rating: Investment Grade. Currency hedged to Euro (EUR). The ETF's TER (total expense ratio) amounts to 0.13% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The UBS BBG TIPS 10+ UCITS ETF hEUR acc is a very small ETF with 16m Euro assets under management. The ETF was launched on 31 March 2020 and is domiciled in Luxembourg.;UBS BBG Tipy 10+ UCITS ETF HEUR ACC se snaží sledovat index Bloomberg USA 10 a více let (EUR Hedged). Vláda Bloomberg USA 10 a víceletých inflačních dluhopisů (EUR Hedged) Index sleduje inflační vládní dluhopisy USA. Index je znovu vyvážený měsíčně. Dospělost: 10+ let. Hodnocení: Investiční třída. Měna zajišťovala euro (EUR). ETF TER (celkový poměr nákladů) činí 0,13% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. UBS BBG Tipy 10+ UCITS ETF Heur ACC je velmi malá ETF s managementem 16m euro. ETF byl spuštěn 31. března 2020 a je se sídlem v Lucemburku.;0.13%;0.13;EUR 16m;16.0;EUR;EUR;Luxembourg;UBS ETF;31 March 2020;Accumulating;;Physical;UCITS;;risk  Long-only    Sustainability  No;;EUR    Currency risk  Currency;1;Akcie;False;Celosvětově;16.0;-6.76;-11.87;-32.69;4.48;4.26;3.92;-0.1;6.19;-34.28;-2.03;-7.68;-25.36;13.88;18.52;18.41;-0.49;-0.22;-0.41;-13.09;-22.73;-44.99;-44.99;;;;;Extracted (method 1);TIP10E;0;;;;;;;2025-09-24T04:10:30.515647;success;0;US912810RL44;9.72;US912810QV35;8.5;US912810TY47;8.48;US912810TP30;7.34;US912810QP66;6.8;US912810RA88;6.53;US912810RW09;6.04;US912810TE82;5.34;US912810RR14;5.2;;;United States;89.93;Other;10.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;44.0;22.0;1.0;8.0;5.0;8.0
LU1459803133;UBS BBG TIPS 10+ UCITS ETF hGBP dis;https://www.justetf.com/en/etf-profile.html?isin=LU1459803133;The UBS BBG TIPS 10+ UCITS ETF hGBP dis seeks to track the Bloomberg US Government 10+ Year Inflation-Linked Bond (GBP Hedged) index. The Bloomberg US Government 10+ Year Inflation-Linked Bond (GBP Hedged) index tracks inflation-linked US government bonds. The index is rebalanced monthly. Maturity: 10+ years. Rating: Investment Grade. Currency hedged to British Pound (GBP). The ETF's TER (total expense ratio) amounts to 0.13% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is distributed to the investors (Semi annually). The UBS BBG TIPS 10+ UCITS ETF hGBP dis is a small ETF with 42m Euro assets under management. The ETF was launched on 31 January 2019 and is domiciled in Luxembourg.;UBS BBG Tipy 10+ UCITS ETF HGBP DIS se snaží sledovat index Bloomberg USA 10 a více let inflaci (GBP Hedged). Indexová indexová americká vládní dluhopisy americké vládní dluhopisy vázané na inflaci vázané na inflaci vázané vládní dluhopisy spojené s inflací vázané na inflaci americké vládní vládní dluhopisy. Index je znovu vyvážený měsíčně. Dospělost: 10+ let. Hodnocení: Investiční třída. Měna zajišťovala britskou libru (GBP). ETF TER (celkový poměr nákladů) činí 0,13% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (semifinále každoročně). UBS BBG Tipy 10+ UCITS ETF HGBP DIS je malý ETF s managementem 42 milionů euro. ETF byl spuštěn 31. ledna 2019 a má bydliště v Lucemburku.;0.13%;0.13;EUR 42m;42.0;EUR;GBP;Luxembourg;UBS ETF;31 January 2019;Distributing;Semi annually;Physical;UCITS;;risk  Long-only    Sustainability  No;;GBP    Currency risk  Currency;1;Akcie;False;Celosvětově;16.0;-8.67;-6.27;-25.81;-0.29;0.8;1.72;-3.04;14.63;-37.58;1.68;-2.03;-3.25;14.99;19.71;19.41;-0.58;-0.11;-0.3;-15.31;-22.62;-45.52;-45.52;;;;;Extracted (method 1);T10G;0;4.72%;4.72;EUR 0.47;0.47;EUR;method2_regex;2025-09-24T04:10:38.396684;success;0;US912810RL44;9.72;US912810QV35;8.5;US912810TY47;8.48;US912810TP30;7.34;US912810QP66;6.8;US912810RA88;6.53;US912810RW09;6.04;US912810TE82;5.34;US912810RR14;5.2;;;United States;89.93;Other;10.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;44.0;22.0;1.0;8.0;5.0;8.0
LU1481201025;BNP Paribas Easy ESG Low Volatility Europe UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=LU1481201025;The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF seeks to track the BNP Paribas Low Vol Europe ESG index. The BNP Paribas Low Vol Europe ESG index tracks European stocks with a low volatility. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.31% p.a.. The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF is the cheapest ETF that tracks the BNP Paribas Low Vol Europe ESG index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are distributed to the investors (Annually). The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF is a very small ETF with 5m Euro assets under management. The ETF was launched on 31 January 2017 and is domiciled in Luxembourg.;BNP Paribas Easy ESG s nízkou volatilitou Europe UCITS ETF se snaží sledovat index BNP Paribas Low Vol Europe ESG. Index BNP Paribas Low Vol Europe ESG sleduje evropské akcie s nízkou volatilitou. Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností). TER (celkový poměr výdajů) ETF činí 0,31% p.a. BNP Paribas Easy ESG s nízkou volatilitou Evropa ETF je nejlevnější ETF, který sleduje index BNP Paribas Low Vol Europe ESG. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou distribuovány investorům (každoročně). BNP Paribas Easy ESG s nízkou volatilitou Evropa ETF je velmi malý ETF s managementem 5m euro. ETF byl spuštěn 31. ledna 2017 a má bydliště v Lucemburku.;0.31%;0.31;EUR 5m;5.0;EUR;EUR;Luxembourg;BNP Paribas Easy;31 January 2017;;Annually;Synthetic (Unfunded swap);UCITS;;Equity, Europe, Low Volatility/Risk Weighted;Yes;EUR    Currency risk  Currency;5;Akcie;False;Evropa;;4.67;37.35;51.73;5.61;-3.57;-0.59;-0.68;27.42;-13.64;12.33;11.86;87.96;12.16;10.81;11.82;0.38;1.03;0.74;-12.35;-12.35;-19.87;-32.22;;;;;gettex;VLED;5;3.11%;3.11;EUR 4.69;4.69;EUR;method2_regex;2025-09-24T04:10:47.308528;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;VLED;;;;Stuttgart Stock Exchange;EUR;VLED;;;;Euronext Paris;EUR;VLED;VLED FPIVLED;EAVLED.PAVLEDINAV=IHSM;;SIX Swiss Exchange;EUR;VLED;VLED SEIVLED;VLED.SVLEDINAV=IHSM;;XETRA;EUR;VLED;VLED GYIVLED;VLED.DEVLEDINAV=IHSM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;49.0;12.0;1.0;11.0;5.0;20.0
LU1481201298;BNP Paribas Easy ESG Low Volatility US UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=LU1481201298;The BNP Paribas Easy ESG Low Volatility US UCITS ETF seeks to track the BNP Paribas Low Vol US ESG index. The BNP Paribas Low Vol US ESG index tracks US stocks with a low volatility. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.31% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Annually). The BNP Paribas Easy ESG Low Volatility US UCITS ETF is a very small ETF with 1m Euro assets under management. The ETF was launched on 31 January 2017 and is domiciled in Luxembourg.;BNP Paribas Easy ESG s nízkou volatilitou US UCITS ETF se snaží sledovat index BNP Paribas Low Vol US ESG. Index BNP Paribas Low Vol US ESG sleduje americké akciíy s nízkou volatilitou. Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností). TER (celkový poměr nákladů) ETF činí 0,31% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (každoročně). BNP Paribas Easy ESG s nízkou volatilitou USA UCITS ETF je velmi malá ETF s 1m euro ve spravování. ETF byl spuštěn 31. ledna 2017 a má bydliště v Lucemburku.;0.31%;0.31;EUR 1m;1.0;EUR;EUR;Luxembourg;BNP Paribas Easy;31 January 2017;;Annually;Physical;UCITS;;Equity, United States, Low Volatility/Risk Weighted;Yes;EUR    Currency risk  Currency;1;Akcie;False;Severní Amerika;;;;;;;;;26.59;-9.98;9.54;20.35;;17.44;15.16;14.92;0.54;0.66;0.63;-19.11;-19.11;-19.11;-36.66;;;;;gettex;VLUD;5;1.67%;1.67;EUR 2.80;2.8;EUR;method2_regex;2025-09-24T04:10:58.241614;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;VLUD;;;;Stuttgart Stock Exchange;EUR;VLUD;;;;Euronext Paris;EUR;VLUD;VLUD FPIVLUD;EAVLUD.PAVLUDINAV=IHSM;;SIX Swiss Exchange;EUR;VLUD;VLUD SEIVLUD;VLUD.SVLUDINAV=IHSM;;XETRA;EUR;VLUD;VLUD GYIVLUD;VLUD.DEVLUDINAV=IHSM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;40.0;12.0;1.0;11.0;5.0;11.0
LU1481201371;BNP Paribas Easy ESG Low Volatility US UCITS ETF USD;https://www.justetf.com/en/etf-profile.html?isin=LU1481201371;The BNP Paribas Easy ESG Low Volatility US UCITS ETF USD seeks to track the BNP Paribas Low Vol US ESG index. The BNP Paribas Low Vol US ESG index tracks US stocks with a low volatility. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.31% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The BNP Paribas Easy ESG Low Volatility US UCITS ETF USD is a very small ETF with 1m Euro assets under management. The ETF was launched on 31 January 2017 and is domiciled in Luxembourg.;BNP Paribas Easy ESG s nízkou volatilitou US UCITS ETF USD se snaží sledovat index BNP Paribas Low Vol US ESG. Index BNP Paribas Low Vol US ESG sleduje americké akciíy s nízkou volatilitou. Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností). TER (celkový poměr nákladů) ETF činí 0,31% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. BNP Paribas Easy ESG s nízkou volatilitou US UCITS ETF USD je velmi malý ETF s 1m euro managementu. ETF byl spuštěn 31. ledna 2017 a má bydliště v Lucemburku.;0.31%;0.31;EUR 1m;1.0;EUR;USD;Luxembourg;BNP Paribas Easy;31 January 2017;;;Physical;UCITS;;Equity, United States, Low Volatility/Risk Weighted;Yes;USD    Currency risk  Currency;1;Akcie;False;Severní Amerika;;;;;;;;;27.48;-10.3;9.44;20.0;;18.17;16.01;15.65;0.33;0.56;0.57;-19.69;-19.69;-19.69;-36.8;;;;;SIX Swiss Exchange;VLUU;2;;;;;;;2025-09-24T04:11:12.402215;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SIX Swiss Exchange;USD;VLUU;VLUU SEIVVLUU;VLUU.SVLUUINAV=IHSM;;XETRA;USD;VLUU;VLUU GYIVVLUU;VLUU.DEVLUUINAV=IHSM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;40.0;12.0;1.0;11.0;5.0;11.0
LU1481201538;BNP Paribas Easy ESG Momentum Europe UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=LU1481201538;The BNP Paribas Easy ESG Momentum Europe UCITS ETF seeks to track the BNP Paribas Momentum Europe ESG index. The BNP Paribas Momentum Europe ESG index tracks stocks with a high price momentum from Europe. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.31% p.a.. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are distributed to the investors (Annually). The BNP Paribas Easy ESG Momentum Europe UCITS ETF is a very small ETF with 1m Euro assets under management. The ETF was launched on 31 January 2017 and is domiciled in Luxembourg.;BNP Paribas Easy ESG Momentum Europe UCITS ETF se snaží sledovat index ESG momentum BNP Paribas Momentum. BNP Paribas Momentum Europe ESG ESG Index sleduje akcie s hybností s vysokou cenou z Evropy. Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností). ETF TER (celkový poměr nákladů) činí 0,31% p.a. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou distribuovány investorům (každoročně). BNP Paribas Easy ESG Momentum Europe UCITS ETF je velmi malý ETF s 1m euro ve spravování. ETF byl spuštěn 31. ledna 2017 a má bydliště v Lucemburku.;0.31%;0.31;EUR 1m;1.0;EUR;EUR;Luxembourg;BNP Paribas Easy;31 January 2017;;Annually;Synthetic (Unfunded swap);UCITS;;Equity, Europe, Momentum;Yes;EUR    Currency risk  Currency;1;Akcie;False;Evropa;;;;;;;;;22.75;-16.13;14.33;17.15;;15.36;13.54;14.57;0.79;1.13;0.78;-13.74;-13.74;-24.59;-36.89;;;;;gettex;MOED;5;2.59%;2.59;EUR 3.91;3.91;EUR;method2_regex;2025-09-24T04:11:21.096948;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;MOED;;;;Stuttgart Stock Exchange;EUR;MOED;;;;Euronext Paris;EUR;MOED;MOED FPIMOED;EAMOED.PAMOEDINAV=IHSM;;SIX Swiss Exchange;EUR;MOED;MOED SEIMOED;EAMOED.SMOEDINAV=IHSM;;XETRA;EUR;MOED;MOED GYIMOED;EAMOED.DEMOEDINAV=IHSM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;40.0;12.0;1.0;11.0;5.0;11.0
LU1481201611;BNP Paribas Easy ESG Quality Europe UCITS ETF;https://www.justetf.com/en/etf-profile.html?isin=LU1481201611;The BNP Paribas Easy ESG Quality Europe UCITS ETF seeks to track the BNP Paribas Quality Europe ESG index. The BNP Paribas Quality Europe ESG index tracks stocks with a high quality factor from countries in Europe. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.31% p.a.. The BNP Paribas Easy ESG Quality Europe UCITS ETF is the cheapest ETF that tracks the BNP Paribas Quality Europe ESG index. The ETF replicates the performance of the underlying index synthetically with a swap. The dividends in the ETF are distributed to the investors (Annually). The BNP Paribas Easy ESG Quality Europe UCITS ETF is a very small ETF with 5m Euro assets under management. The ETF was launched on 31 January 2017 and is domiciled in Luxembourg.;BNP Paribas Easy ESG Quality Europe UCITS ETF se snaží sledovat index Evropy Evropy BNP Paribas. Index BNP Paribas Quality Europe ESG sleduje akcie s vysoce kvalitním faktorem ze zemí Evropy. Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností). TER (celkový poměr nákladů) ETF činí 0,31% P.A. ETF replikuje výkon podkladového indexu synteticky s výměnou. dividenday v ETF jsou distribuovány investorům (každoročně). BNP Paribas Easy ESG Quality Europe UCITS ETF je velmi malý ETF s managementem 5m euro. ETF byl spuštěn 31. ledna 2017 a má bydliště v Lucemburku.;0.31%;0.31;EUR 5m;5.0;EUR;EUR;Luxembourg;BNP Paribas Easy;31 January 2017;;Annually;Synthetic (Unfunded swap);UCITS;;Equity, Europe,;Yes;EUR    Currency risk  Currency;1;Akcie;False;Evropa;;3.92;42.92;49.65;5.34;0.09;1.87;1.25;25.63;-17.36;20.86;4.08;72.57;14.71;13.31;14.32;0.27;0.95;0.59;-18.3;-18.3;-27.16;-33.36;;;;;gettex;QUED;5;2.11%;2.11;EUR 2.90;2.9;EUR;method2_regex;2025-09-24T04:11:28.602228;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gettex;EUR;QUED;;;;Stuttgart Stock Exchange;EUR;QUED;;;;Euronext Paris;EUR;QUED;QUED FPIQUED;EAQUED.PAQUEDINAV=IHSM;;SIX Swiss Exchange;EUR;QUED;QUED SEIQUED;QUED.SQUEDINAV=IHSM;;XETRA;EUR;QUED;QUED GYIQUED;QUED.DEQUEDINAV=IHSM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;49.0;12.0;1.0;11.0;5.0;20.0
