isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;currency_risk;strategy_risk;category;is_leveraged;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;return_1m;return_3m;return_6m;return_2021;return_2022;return_2023;return_2024;return_inception;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker;exchange_6_name;exchange_6_currency;exchange_6_ticker;exchange_6_bloomberg;exchange_6_reuters;exchange_6_market_maker;exchange_7_name;exchange_7_currency;exchange_7_ticker;exchange_7_bloomberg;exchange_7_reuters;exchange_7_market_maker;exchange_8_name;exchange_8_currency;exchange_8_ticker;exchange_8_bloomberg;exchange_8_reuters;exchange_8_market_maker;exchange_9_name;exchange_9_currency;exchange_9_ticker;exchange_9_bloomberg;exchange_9_reuters;exchange_9_market_maker;exchange_10_name;exchange_10_currency;exchange_10_ticker;exchange_10_bloomberg;exchange_10_reuters;exchange_10_market_maker;rating;rating_score;rating_ter_score;rating_size_score;rating_track_record_score;rating_provider_score;rating_performance_score
IE000J80JTL1;First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF Acc;https://www.justetf.com/en/etf-profile.html?isin=IE000J80JTL1;The First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF Acc seeks to track the Nasdaq OMX Clean Edge Smart Grid Infrastructure index. The Nasdaq OMX Clean Edge Smart Grid Infrastructure index tracks companies worldwide that are active in the smart grid and electric infrastructure sector. The ETF's TER (total expense ratio) amounts to 0.63% p.a.. The First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF Acc is the only ETF that tracks the Nasdaq OMX Clean Edge Smart Grid Infrastructure index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF Acc is a large ETF with 661m Euro assets under management. The ETF was launched on 21 April 2022 and is domiciled in Ireland.;První důvěra NASDAQ Clean Edge Smart Grid Infrastructure UCITS ETF ACC se snaží sledovat index inteligence čisté mřížky NASDAQ OMX Clean Edge. Index indexu indexu indexu Nasdaq OMX Clean Edge Smart Grid Index sleduje společnosti po celém světě, které jsou aktivní v sektoru inteligentní mřížky a elektrické infrastruktury. TER (celkový poměr nákladů) ETF činí 0,63% P.A. První důvěra NASDAQ Clean Edge Smart Grid Infrastructure UCITS ETF ACC je jediným ETF, který sleduje index infrastruktury infrastruktury NASDAQ OMX Clean Edge. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. První důvěra NASDAQ Clean Edge Smart Grid Infrastructure UCITS ETF ACC je velká ETF s managementem 661 milionů euro. ETF byl spuštěn 21. dubna 2022 a je sídlem v Irsku.;0.63%;0.63;EUR 661m;661.0;EUR;USD;Ireland;First Trust;21 April 2022;Accumulating;;Physical;focus   Equity, World, Infrastructure;Nasdaq Clean Edge Smart Grid Infrastructure  Acc;Equity, World, Infrastructure;;USD    Currency risk  Currency;1;Akcie;False;Celosvětově;95.0;14.93;62.62;;11.67;2.75;11.19;17.61;;;16.87;22.65;59.72;18.57;17.64;;0.8;1.0;;-23.16;-23.16;;-23.16;;;;;London Stock Exchange;FGRD;6;;;;;;;2025-09-23T23:11:34.505025;success;0;ABB Ltd.;8.39;Schneider Electric SE;7.5;Johnson Controls International Plc;7.47;National Grid;7.17;Quanta Services;4.27;Prysmian SpA;3.87;Hubbell;3.83;Oracle Corp.;2.76;Aptiv Holdings;2.45;;;Other;38.82;United States;25.52;France;10.14;United Kingdom;9.39;;;Utilities;17.87;Technology;16.42;Consumer Discretionary;2.24;;;;;gettex;EUR;GRID;;;;Borsa Italiana;EUR;GRID;GRID IM;;;London Stock Exchange;GBX;FGRD;GRDU LN;;;London Stock Exchange;USD;GRDU;FGRD LN;;;SIX Swiss Exchange;CHF;FGRD;FGRD SW;;;XETRA;EUR;GRID;GRID GY;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;47.0;6.0;10.0;6.0;5.0;20.0
IE000J8Z5N74;iShares Broad Global Government Bond UCITS ETF USD (Dist);https://www.justetf.com/en/etf-profile.html?isin=IE000J8Z5N74;The iShares Broad Global Government Bond UCITS ETF USD (Dist) seeks to track the Bloomberg Global Aggregate Treasuries index. The Bloomberg Global Aggregate Treasuries index tracks local currency-denominated government bonds issued by developed and emerging countries. All maturities are included. Rating: Investment Grade. The ETF's TER (total expense ratio) amounts to 0.10% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The interest income (coupons) in the ETF is distributed to the investors (Semi annually). The iShares Broad Global Government Bond UCITS ETF USD (Dist) has 218m Euro assets under management. The ETF was launched on 2 September 2024 and is domiciled in Ireland.;Ishares Broad Global Government Bond UCITS ETF USD (DIST) se snaží sledovat index Global Agregate Global Agregate Bloomberg. Index globálních agregátů Bloomberg Global Agregate Treasuries sleduje místní vládní dluhopisy denominované měnou vydané rozvinutými a rozvíjejícími se zeměmi. Zahrnuty jsou všechna splatností. Hodnocení: Investiční třída. TER (celkový poměr výdajů) ETF činí 0,10% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech indexových složek). Úrokové výnosy (kupóny) v ETF jsou distribuovány investorům (semifinále každoročně). Ishares Broad Global Gomerment Wontern UCITS ETF USD (DIST) má ve správě aktiv EURO 218 milionů EUR. ETF byl spuštěn 2. září 2024 a je se sídlem v Irsku.;0.10%;0.1;EUR 218m;218.0;EUR;USD;Ireland;iShares;2 September 2024;Distributing;Semi annually;Physical;UCITS;Government Bond;Bonds, World, Government, All maturities;;USD    Currency risk  Currency;1;Dluhopisy;False;Celosvětově;1340.0;-4.02;;;-5.27;-0.7;-1.27;-3.7;;;;;-4.44;6.66;;;-0.6;;;-7.76;;;-7.76;;;;;Extracted (method 1);IGBG;0;2.60%;2.6;EUR 0.11;0.11;EUR;method2_regex;2025-09-23T23:11:41.867816;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE000JBB8CR7;AXA IM Euro Credit PAB UCITS ETF EUR Acc;https://www.justetf.com/en/etf-profile.html?isin=IE000JBB8CR7;The AXA IM Euro Credit PAB UCITS ETF EUR Acc is an actively managed ETF. The ETF invests in Euro denominated, investment grade rated corporate bonds. Title selection is based on sustainability criteria and a quantitative investment model. Title selection is based on sustainability criteria and fundamental characteristics. The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The AXA IM Euro Credit PAB UCITS ETF EUR Acc has 248m Euro assets under management. The ETF was launched on 11 July 2023 and is domiciled in Ireland.;Úvěr AXA IM EURO PAB UCITS ETF EUR ACC je aktivně spravovaný ETF. ETF investuje do euro denominovaných, investiční třídy hodnocené firemní dluhopisy. Výběr titulu je založen na kritériích udržitelnosti a modelu kvantitativního investice. Výběr titulu je založen na kritériích udržitelnosti a základních charakteristikách. TER (celkový poměr nákladů) ETF činí 0,20% p.a. Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. AXA IM Euro Credit PAB UCITS ETF EUR ACC má ve správě aktiv 248 milionů EUR. ETF byl spuštěn 11. července 2023 a je sídlem v Irsku.;0.20%;0.2;EUR 248m;248.0;EUR;EUR;Ireland;AXA IM;11 July 2023;Accumulating;;Physical;UCITS;;Bonds, EUR, World, Corporate, All maturities, Social/Environmental;Yes;EUR    Currency risk  Currency;Actively managed    Sustainability  Yes;Dluhopisy;False;Celosvětově;201.0;4.28;;;2.87;0.35;1.15;2.78;;;;4.7;14.6;2.66;;;1.61;;;-2.04;;;-2.04;;;;;Euronext Paris;AIPE;5;;;;;;;2025-09-23T23:11:47.498436;success;0;XS2384269366;1.58;XS1907120528;1.32;XS2591029876;1.21;XS2747590896;1.19;BE0002914951;1.14;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;Euronext Paris;EUR;AIPE;;;;gettex;EUR;AIPE;;;;Borsa Italiana;EUR;AIPE;;;;SIX Swiss Exchange;EUR;AIPE;;;;XETRA;EUR;AIPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE000JCGTOP1;Ossiam Bloomberg USA PAB UCITS ETF 1A (EUR Hedged);https://www.justetf.com/en/etf-profile.html?isin=IE000JCGTOP1;The Ossiam Bloomberg USA PAB UCITS ETF 1A (EUR Hedged) seeks to track the Bloomberg PAB US Large & Mid Cap (EUR Hedged) index. The Bloomberg PAB US Large & Mid Cap (EUR Hedged) index tracks large and mid cap US securities. The index aims to reduce greenhouse gas intensity by at least 50 percent compared to the investment universe (Bloomberg US Large & Mid Cap index) and by an average of at least 7 per cent per year. Currency hedged to Euro (EUR). The ETF's TER (total expense ratio) amounts to 0.15% p.a.. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Ossiam Bloomberg USA PAB UCITS ETF 1A (EUR Hedged) is a very small ETF with 1m Euro assets under management. The ETF was launched on 30 June 2022 and is domiciled in Ireland.;Ossiam Bloomberg USA PAB UCITS ETF 1A (Eur Hedged) se snaží sledovat index Bloomberg PAB US Large & Mid Cap (Eur Hedged). Bloomberg PAB US Large & Mid Cap (Eur Hedged) Indexové sleduje velké a střední cap americké cenné papíry. Cílem indexu je snížit intenzitu skleníkových plynů nejméně o 50 procent ve srovnání s investičním vesmírem (Index Bloomberg Us Great & Mid Cap) a průměrně nejméně 7 % ročně. Měna zajišťovala euro (EUR). TER (celkový poměr nákladů) ETF činí 0,15% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. Ossiam Bloomberg USA PAB UCITS ETF 1A (EUR Hedged) je velmi malý ETF s 1m euro managementu. ETF byla zahájena 30. června 2022 a má bydliště v Irsku.;0.15%;0.15;EUR 1m;1.0;EUR;EUR;Ireland;Ossiam;30 June 2022;;;Physical;UCITS;Bloomberg USA PAB  1A;Equity, United States, Social/Environmental;Yes;EUR    Currency risk  Currency;1;Akcie;False;Severní Amerika;388.0;13.26;55.7;;10.52;2.96;8.89;14.49;;;22.45;19.01;46.75;19.19;18.18;;0.69;0.87;;-19.48;-19.48;;-19.48;;;;;Extracted (method 1);OP7H;0;;;;;;;2025-09-23T23:11:55.082128;success;0;Microsoft;7.06;Apple;5.71;Amazon.com, Inc.;4.08;Broadcom;2.67;Tesla;1.69;Visa;1.28;Eli Lilly & Co.;1.23;JPMorgan Chase & Co.;1.23;Netflix;1.1;;;United States;94.41;Other;3.94;;;;;;;Technology;41.35;Health Care;12.11;Consumer Discretionary;11.23;Financials;10.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;54.0;22.0;1.0;6.0;5.0;20.0
IE000JCW3DZ3;Global X Defence Tech UCITS ETF USD Accumulating;https://www.justetf.com/en/etf-profile.html?isin=IE000JCW3DZ3;The Global X Defence Tech UCITS ETF USD Accumulating seeks to track the Mirae Asset Defence Tech index. The Mirae Asset Defence Tech index tracks companies worldwide that are active in the field of military and defense technology. The ETF's TER (total expense ratio) amounts to 0.50% p.a.. The Global X Defence Tech UCITS ETF USD Accumulating is the only ETF that tracks the Mirae Asset Defence Tech index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The Global X Defence Tech UCITS ETF USD Accumulating has 298m Euro assets under management. The ETF was launched on 10 September 2024 and is domiciled in Ireland.;Global X Defense Tech UCITS ETF USD akumulační usiluje o sledování indexu Defense Defense Tech Index Mirae. Index Defense Defense Tech Index Mirae Asset Sleduje společnosti po celém světě, které jsou aktivní v oblasti vojenské a obranné technologie. TER (celkový poměr nákladů) činí 0,50% P.A .. Global X Defense Tech UCITS ETF USD akumulace je jediným ETF, který sleduje index Defense Defense Tech. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. Global X Defense Tech UCITS ETF USD akumulace má ve správě aktiv EUR 298 milionů EUR. ETF byl spuštěn 10. září 2024 a je sídlem v Irsku.;0.50%;0.5;EUR 298m;298.0;EUR;USD;Ireland;Global X;10 September 2024;Accumulating;;Physical;UCITS;;Equity, World, Industrials;;USD    Currency risk  Currency;1;Akcie;False;Celosvětově;42.0;80.31;;;59.94;5.75;11.96;32.37;;;;;82.14;21.72;;;3.7;;;-10.74;;;-10.74;;;;;gettex;4MMR;6;;;;;;;2025-09-23T23:12:02.663294;success;0;Northrop Grumman;8.71;General Dynamics;8.51;RTX;8.19;L3Harris Technologies;8.05;Rheinmetall AG;7.62;BAE Systems;6.98;Lockheed Martin;6.71;Thales SA;3.78;Leonardo SpA;3.48;;;United States;62.0;Other;15.04;United Kingdom;8.85;Germany;8.62;;;Technology;9.78;;;;;;;;;gettex;EUR;4MMR;;;;Borsa Italiana;EUR;ARMR;;;;London Stock Exchange;GBP;ARMG;ARMG LN;ARMG.L;;London Stock Exchange;USD;ARMR;ARMR LN;ARMR.L;;SIX Swiss Exchange;CHF;ARMR;ARMR SW;ARMR.S;;XETRA;EUR;4MMR;4MMR GY;4MMR.DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE000JHMFVN7;iShares iBonds Dec 2028 Term EUR Italy Government Bond UCITS ETF EUR (Acc);https://www.justetf.com/en/etf-profile.html?isin=IE000JHMFVN7;The iShares iBonds Dec 2028 Term EUR Italy Government Bond UCITS ETF EUR (Acc) seeks to track the ICE 2028 Maturity Italy UCITS index. The ICE 2028 Maturity Italy UCITS index tracks Italian government bonds. The index does not reflect a constant maturity range (as is the case with most other bond indices). Instead, only bonds that mature during the designated year (here: 2028) are included in the index. Rating: BBB. Maturity: December 2028 (the ETF will be closed afterwards). The ETF's TER (total expense ratio) amounts to 0.12% p.a.. The iShares iBonds Dec 2028 Term EUR Italy Government Bond UCITS ETF EUR (Acc) is the only ETF that tracks the ICE 2028 Maturity Italy UCITS index. The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents). The interest income (coupons) in the ETF is accumulated and reinvested in the ETF. The iShares iBonds Dec 2028 Term EUR Italy Government Bond UCITS ETF EUR (Acc) is a very small ETF with 3m Euro assets under management. The ETF was launched on 28 August 2024 and is domiciled in Ireland.;IShares Ibonds prosince 2028 TEMINOST EUR ITIELY Vládní dluhopis UCITS ETF EUR (ACC) se snaží sledovat index Itálie ILY 2028 ILALITY UCITS. Indexová index ILUTY ILY 2028 Itálie sleduje italské vládní dluhopisy. Index neodráží konstantní rozsah zralosti (jako je tomu u většiny ostatních indexů Bond). Místo toho jsou do indexu zahrnuty pouze vazby, které dozrávají během určeného roku (zde: 2028). Hodnocení: BBB. Dospívání: Prosinec 2028 (ETF bude poté uzavřen). TER (celkový poměr nákladů) činí 0,12% p.a. IBONDS ISHARES IBONDS TEMONICE EUR Itálie Vládní dluhopis UCITS ETF EUR (ACC) je jediným ETF, který sleduje index zralosti ICE 2028 ITALY UCITS. ETF replikuje výkon základního indexu technikou vzorkování (nákup výběru nejdůležitějších složek indexu). Úrokové výnosy (kupóny) v ETF se nashromáždí a reinvestují do ETF. IShares Ibonds prosinec 2028 termín Eur Itálie Vládní dluhopis UCITS ETF EUR (ACC) je velmi malý ETF s managementem 3 milionů euro. ETF byl spuštěn 28. srpna 2024 a je bydliště v Irsku.;0.12%;0.12;EUR 3m;3.0;EUR;EUR;Ireland;iShares;28 August 2024;Accumulating;;Physical;UCITS;Government Bond;risk  Long-only    Sustainability  No;;EUR    Currency risk  Currency;1;Dluhopisy;False;Celosvětově;;3.56;;;2.55;0.0;0.19;2.15;;;;;4.39;2.51;;;1.42;;;-1.56;;;-1.56;;;;;Borsa Italiana;28IA;1;;;;;;;2025-09-23T23:12:11.779900;success;0;IT0005323032;14.34;IT0005340929;13.84;IT0005521981;12.11;IT0005548315;11.88;IT0005433690;11.68;IT0005445306;9.35;IT0005641029;9.29;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;Borsa Italiana;EUR;28IA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE000JHYO4T6;UBS MSCI Japan Climate Paris Aligned UCITS ETF ir-hEUR acc;https://www.justetf.com/en/etf-profile.html?isin=IE000JHYO4T6;The UBS MSCI Japan Climate Paris Aligned UCITS ETF ir-hEUR acc seeks to track the MSCI Japan Climate Paris Aligned (EUR Hedged) index. The MSCI Japan Climate Paris Aligned (EUR Hedged) index tracks stocks from Japan. The index aims to give greater weight to companies that benefit from the transition to a lower carbon economy. In addition, EU directives on climate protection are taken into account. The parent index is the MSCI Japan. Currency hedged to Euro (EUR). The ETF's TER (total expense ratio) amounts to 0.15% p.a.. The UBS MSCI Japan Climate Paris Aligned UCITS ETF ir-hEUR acc is the only ETF that tracks the MSCI Japan Climate Paris Aligned (EUR Hedged) index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are accumulated and reinvested in the ETF. The UBS MSCI Japan Climate Paris Aligned UCITS ETF ir-hEUR acc is a small ETF with 24m Euro assets under management. The ETF was launched on 6 May 2022 and is domiciled in Ireland.;UBS MSCI Japan Climate Paříž zarovnáno UCITS ETF IR-HEUR ACC se snaží sledovat index MSCI Japan Paříž v Paříži (Hedged). Indexové akciíy MSCI Japan Climate Paris Ambinované (Hedged) Srovnává akciíy z Japonska. Cílem indexu je poskytnout větší váhu společnostem, které těží z přechodu na nižší uhlíkovou ekonomiku. Kromě toho se berou v úvahu směrnice EU o ochraně klimatu. Index nadřazení je MSCI Japan. Měna zajišťovala euro (EUR). TER (celkový poměr nákladů) ETF činí 0,15% p.a. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou akumulovány a reinvestovány do ETF. UBS MSCI Japan Climate Paris Alignd UCITS ETF IR-HEUR ACC je malý ETF s spravováním 24 milionů euro. ETF byl spuštěn 6. května 2022 a je sídlí v Irsku.;0.15%;0.15;EUR 24m;24.0;EUR;EUR;Ireland;UBS ETF;6 May 2022;Accumulating;;Physical;UCITS;MSCI Japan Climate Paris Aligned  ir-hEUR acc;Equity, Japan, Social/Environmental;Yes;EUR    Currency risk  Currency;1;Akcie;False;Celosvětově;53.0;16.05;57.62;;13.68;4.01;13.81;15.57;;;27.14;11.68;59.17;20.45;19.18;;0.78;0.85;;-18.07;-20.29;;-20.29;;;;;Borsa Italiana;JPE;3;;;;;;;2025-09-23T23:12:19.544610;success;0;FANUC Corp.;4.79;Recruit Holdings Co., Ltd.;4.66;East Japan Railway Co.;4.39;Central Japan Railway Co.;4.15;Chugai Pharmaceutical Co., Ltd.;3.85;Nippon Building Fund;3.5;Fast Retailing Co., Ltd.;3.47;KEYENCE Corp.;3.35;Daiichi Sankyo Co., Ltd.;3.21;;;Japan;98.28;Other;1.72;;;;;;;Industrials;26.7;Technology;23.95;Health Care;16.94;Consumer Discretionary;8.75;;;gettex;EUR;AW1Q;;;;Borsa Italiana;EUR;JPE;JPE IMAW1QEUIV;JPE.MIAW1QEURINAV=SOLA;;XETRA;EUR;AW1Q;AW1Q GYAW1QEUIV;AW1Q.DEAW1QEURINAV=SOLA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;54.0;22.0;1.0;6.0;5.0;20.0
IE000JJPY166;iShares EUR Cash UCITS ETF EUR (Acc);https://www.justetf.com/en/etf-profile.html?isin=IE000JJPY166;The iShares EUR Cash UCITS ETF EUR (Acc) is an actively managed ETF. The ETF aims to provide a return in line with EUR money market rates. The ETF's TER (total expense ratio) amounts to 0.10% p.a.. The iShares EUR Cash UCITS ETF EUR (Acc) is a large ETF with 710m Euro assets under management. The ETF was launched on 21 November 2024 and is domiciled in Ireland.;Ishares EUR Cash UCITS ETF EUR (ACC) je aktivně spravovaná ETF. Cílem ETF je poskytnout návratnost v souladu se sazbami peněžního trhu EUR. TER (celkový poměr výdajů) činí 0,10% P.A .. IShares EUR CASH UCITS ETF EUR (ACC) je velký ETF s spravováním aktiv 710 milionů EUR. ETF byl spuštěn 21. listopadu 2024 a je se sídlem v Irsku.;0.10%;0.1;EUR 710m;710.0;EUR;EUR;Ireland;iShares;21 November 2024;Accumulating;;Physical;UCITS;;Money Market, EUR;Yes;EUR    Currency risk  Currency;Actively managed    Sustainability  Yes;Akcie;False;Celosvětově;151.0;;;;1.66;0.13;0.53;1.06;;;;;2.0;;;;;;;;;;-0.13;;;;;gettex;YCSH;5;;;;;;;2025-09-23T23:12:29.799265;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;gettex;EUR;YCSH;;;;Euronext Amsterdam;EUR;YCSH;;;;Borsa Italiana;EUR;YCSH;;;;SIX Swiss Exchange;EUR;YCSH;;;;XETRA;EUR;YCSH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE000JJQ6248;Fidelity USD Corp Bond Research Enhanced PAB UCITS ETF INC-USD;https://www.justetf.com/en/etf-profile.html?isin=IE000JJQ6248;The Fidelity USD Corp Bond Research Enhanced PAB UCITS ETF INC-USD is an actively managed ETF. The ETF invests in USD denominated, investment grade rated corporate bonds from issuers worldwide. Title selection is based on sustainability criteria and fundamental characteristics. The ETF's TER (total expense ratio) amounts to 0.20% p.a.. The interest income (coupons) in the ETF is distributed to the investors (Quarterly). The ETF was launched on 18 October 2023 and is domiciled in Ireland.;Výzkum společnosti Fidelity USD Corp Bond Enhanced PAB UCITS ETF INC-USD je aktivně spravovaný ETF. ETF investuje do USD denominovaných, investiční třídy hodnocené firemní dluhopisy od emitentů po celém světě. Výběr titulu je založen na kritériích udržitelnosti a základních charakteristikách. TER (celkový poměr nákladů) ETF činí 0,20% p.a. Úrokový výnos (kupóny) v ETF je distribuován investorům (čtvrtletně). ETF byl spuštěn 18. října 2023 a má bydliště v Irsku.;0.20%;0.2;;;;USD;Ireland;Fidelity ETF;18 October 2023;;Quarterly;Physical;UCITS;;Bonds, USD, World, Corporate, All maturities, Social/Environmental;Yes;USD    Currency risk  Currency;Actively managed    Sustainability  Yes;Dluhopisy;False;Celosvětově;343.0;-1.96;;;-5.81;0.0;1.63;-3.9;;;;5.4;5.6;10.0;;;-0.2;;;-11.63;;;-11.63;;;;;SIX Swiss Exchange;FUIG;5;5.62%;5.62;EUR 0.26;0.26;EUR;method2_regex;2025-09-23T23:12:36.858758;success;0;;;;;;;;;;;;;;;;;;;;;Other;100.0;;;;;;;;;;;;;;;;;;;SIX Swiss Exchange;USD;FUIG;;;;gettex;EUR;FUIG;;;;London Stock Exchange;GBP;FUIS;;;;London Stock Exchange;USD;FUIG;;;;XETRA;EUR;FUIG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IE000JKS50V3;Amundi S&P Global Health Care ESG UCITS ETF DR EUR (D);https://www.justetf.com/en/etf-profile.html?isin=IE000JKS50V3;The Amundi S&P Global Health Care ESG UCITS ETF DR EUR (D) seeks to track the S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Health Care index. The S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Health Care index tracks large and mid cap companies from the health care sector. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). The ETF's TER (total expense ratio) amounts to 0.18% p.a.. The Amundi S&P Global Health Care ESG UCITS ETF DR EUR (D) is the cheapest ETF that tracks the S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Health Care index. The ETF replicates the performance of the underlying index by full replication (buying all the index constituents). The dividends in the ETF are distributed to the investors (Annually). The Amundi S&P Global Health Care ESG UCITS ETF DR EUR (D) is a small ETF with 43m Euro assets under management. The ETF was launched on 20 September 2022 and is domiciled in Ireland.;Amundi S&P Global Health Care ESG UCITS ETF Dr. EUR (D) se snaží sledovat S&P vyvinutý ex-korea largemidcap udržitelnost zvýšený index zdravotní péče. S&P vyvinula ex-korea largemidcap udržitelnost zvýšená index zdravotní péče, které sleduje velké a střední společnosti ze zdravotnického sektoru. Zahrnuté akcie jsou filtrovány podle kritérií ESG (environmentální, sociální a správa a společností). TER (celkový poměr nákladů) ETF činí 0,18% P.A. ETF replikuje výkon podkladového indexu plnou replikací (nákup všech složek indexu). dividenday v ETF jsou distribuovány investorům (každoročně). Amundi S&P Global Health Care ESG UCITS ETF Dr EUR (D) je malá ETF s spravováním 43 milionů euro. ETF byla zahájena 20. září 2022 a je v Irsku bydliště.;0.18%;0.18;EUR 43m;43.0;EUR;EUR;Ireland;Amundi ETF;20 September 2022;Distributing;Annually;Physical;UCITS;;Equity, World, Health Care, Social/Environmental;Yes;EUR    Currency risk  Currency;1;Akcie;False;Celosvětově;103.0;-15.02;1.71;;-9.6;-0.5;1.74;-12.41;;;1.95;7.78;1.71;14.28;12.66;;-1.05;0.04;;-21.37;-22.59;;-22.59;;;;;gettex;WELG;3;1.52%;1.52;EUR 0.15;0.15;EUR;method2_regex;2025-09-23T23:12:44.737315;success;0;AbbVie, Inc.;6.3;UnitedHealth Group;4.74;AstraZeneca PLC;3.72;Roche Holding AG;3.6;Merck & Co., Inc.;3.57;Novo Nordisk A/S;3.56;Novartis AG;3.33;Abbott Laboratories;3.27;Thermo Fisher Scientific, Inc.;3.13;;;United States;66.8;Other;15.1;Switzerland;8.83;United Kingdom;5.18;Japan;4.09;Consumer Discretionary;1.19;;;;;;;;;gettex;EUR;WELG;;;;XETRA;USD;WELZ;WELZ GYIWELZ;WELGUSD.DEIWELZUSDINAV=SOLA;;XETRA;EUR;WELG;WELG GYIWELG;WELG.DEIWELGEURINAV=SOLA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;43.0;17.0;1.0;6.0;10.0;9.0
