isin;name;url;description_en;description_cs;ter;ter_numeric;fund_size;fund_size_numeric;fund_size_currency;fund_currency;fund_domicile;fund_provider;inception_date;distribution_policy;distribution_frequency;replication;legal_structure;index_name;investment_focus;sustainability;currency_risk;strategy_risk;category;is_leveraged;region;total_holdings;return_1y;return_3y;return_5y;return_ytd;return_1m;return_3m;return_6m;return_2021;return_2022;return_2023;return_2024;return_inception;volatility_1y;volatility_3y;volatility_5y;return_per_risk_1y;return_per_risk_3y;return_per_risk_5y;max_drawdown_1y;max_drawdown_3y;max_drawdown_5y;max_drawdown_inception;beta;correlation;tracking_error;information_ratio;primary_exchange;primary_ticker;total_exchanges;current_dividend_yield;current_dividend_yield_numeric;dividends_12m;dividends_12m_numeric;dividends_12m_currency;dividend_extraction_method;scraping_date;scraping_status;retry_count;holding_1_name;holding_1_weight;holding_2_name;holding_2_weight;holding_3_name;holding_3_weight;holding_4_name;holding_4_weight;holding_5_name;holding_5_weight;holding_6_name;holding_6_weight;holding_7_name;holding_7_weight;holding_8_name;holding_8_weight;holding_9_name;holding_9_weight;holding_10_name;holding_10_weight;country_1_name;country_1_weight;country_2_name;country_2_weight;country_3_name;country_3_weight;country_4_name;country_4_weight;country_5_name;country_5_weight;sector_1_name;sector_1_weight;sector_2_name;sector_2_weight;sector_3_name;sector_3_weight;sector_4_name;sector_4_weight;sector_5_name;sector_5_weight;exchange_1_name;exchange_1_currency;exchange_1_ticker;exchange_1_bloomberg;exchange_1_reuters;exchange_1_market_maker;exchange_2_name;exchange_2_currency;exchange_2_ticker;exchange_2_bloomberg;exchange_2_reuters;exchange_2_market_maker;exchange_3_name;exchange_3_currency;exchange_3_ticker;exchange_3_bloomberg;exchange_3_reuters;exchange_3_market_maker;exchange_4_name;exchange_4_currency;exchange_4_ticker;exchange_4_bloomberg;exchange_4_reuters;exchange_4_market_maker;exchange_5_name;exchange_5_currency;exchange_5_ticker;exchange_5_bloomberg;exchange_5_reuters;exchange_5_market_maker;exchange_6_name;exchange_6_currency;exchange_6_ticker;exchange_6_bloomberg;exchange_6_reuters;exchange_6_market_maker;exchange_7_name;exchange_7_currency;exchange_7_ticker;exchange_7_bloomberg;exchange_7_reuters;exchange_7_market_maker;exchange_8_name;exchange_8_currency;exchange_8_ticker;exchange_8_bloomberg;exchange_8_reuters;exchange_8_market_maker;exchange_9_name;exchange_9_currency;exchange_9_ticker;exchange_9_bloomberg;exchange_9_reuters;exchange_9_market_maker;exchange_10_name;exchange_10_currency;exchange_10_ticker;exchange_10_bloomberg;exchange_10_reuters;exchange_10_market_maker;rating;rating_score;rating_ter_score;rating_size_score;rating_track_record_score;rating_provider_score;rating_performance_score
JE00B2NFTS64;WisdomTree Silver 2x Daily Leveraged;https://www.justetf.com/en/etf-profile.html?isin=JE00B2NFTS64;The product tracks the two times leveraged performance of futures contracts on silver. The ETC's TER (total expense ratio) amounts to 0.98% p.a.. The ETC replicates the performance of the underlying index synthetically with a swap. The WisdomTree Silver 2x Daily Leveraged is a small ETC with 54m Euro assets under management. The ETC was launched on 11 March 2008 and is domiciled in Jersey.;Produkt sleduje dvakrát využívající výkon futures kontraktů na stříbro. TER (celkový poměr nákladů) ETC činí 0,98% p.a .. ETC replikuje výkon podkladového indexu synteticky s výměnou. WisdomTree Silver 2x denně pákový pákový je malý atd. S managementem 54 milionů euro. ETC byl spuštěn 11. března 2008 a je se sídlem v Jersey.;0.98%;0.98;EUR 54m;54.0;EUR;USD;Jersey;WisdomTree;11 March 2008;;;Synthetic;UCITS;;risk  Leverage    Sustainability  No;;USD    Currency risk  Currency;Leverage    Sustainability  No;Akcie;True;Celosvětově;;50.08;150.51;9.98;69.28;28.33;26.05;33.33;-26.27;-3.55;-17.28;30.22;-69.41;54.81;56.48;59.15;0.91;0.63;0.03;-37.46;-37.46;-64.82;-97.74;;;;;XETRA;4RUE;5;;;;;;;2025-09-22T00:16:32.591184;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;XETRA;EUR;4RUE;;;;gettex;EUR;4RUE;;;;Euronext Amsterdam;EUR;LSIL;;;;Borsa Italiana;EUR;LSIL;;;;London Stock Exchange;USD;LSIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;42.0;1.0;1.0;15.0;5.0;20.0
JE00B2NFTW01;WisdomTree Sugar 2x Daily Leveraged;https://www.justetf.com/en/etf-profile.html?isin=JE00B2NFTW01;The WisdomTree Sugar 2x Daily Leveraged seeks to track the Bloomberg Sugar Leverage (2x) index. The Bloomberg Sugar Leverage (2x) index tracks the two times leveraged performance of the Bloomberg Sugar index. The Bloomberg Sugar index tracks the price of futures contracts on sugar. The ETC's TER (total expense ratio) amounts to 0.98% p.a.. The ETC replicates the performance of the underlying index synthetically with a swap. The WisdomTree Sugar 2x Daily Leveraged is a very small ETC with 2m Euro assets under management. The ETC was launched on 11 March 2008 and is domiciled in Jersey.;Wisdomtree Sugar 2x denně pákový pákový usiluje o sledování indexu Bloomberg Sugar Live Everation (2x). Indexový index Bloomberg Sugar Leave (2x) sleduje dvakrát využívaný výkon indexu cukru Bloomberg. Index cukru Bloomberg sleduje cenu futures kontraktů na cukru. TER (celkový poměr nákladů) ETC činí 0,98% p.a .. ETC replikuje výkon podkladového indexu synteticky s výměnou. WisdomTree Sugar 2x denně je napáječ velmi malý atd. S managementem 2m euro. ETC byl spuštěn 11. března 2008 a je se sídlem v Jersey.;0.98%;0.98;EUR 2m;2.0;EUR;USD;Jersey;WisdomTree;11 March 2008;;;Synthetic;UCITS;;Commodities, Agriculture, Sugar;;USD    Currency risk  Currency;Leverage    Sustainability  No;Komodity;True;Celosvětově;;-49.18;-14.29;58.82;-37.39;-11.48;-13.6;-45.59;48.84;21.48;17.04;-5.22;-93.34;48.71;52.14;50.73;-1.01;-0.1;0.19;-54.81;-69.41;-69.41;-98.44;;;;;Extracted (method 1);4RUH;0;;;;;;;2025-09-22T00:16:40.155176;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;30.0;1.0;1.0;15.0;5.0;8.0
JE00B2NFV134;WisdomTree Platinum 2x Daily Leveraged;https://www.justetf.com/en/etf-profile.html?isin=JE00B2NFV134;The product tracks the two times leveraged performance of futures contracts on platinum. The ETC's TER (total expense ratio) amounts to 0.98% p.a.. The ETC replicates the performance of the underlying index synthetically with a swap. The WisdomTree Platinum 2x Daily Leveraged is a very small ETC with 14m Euro assets under management. The ETC was launched on 11 March 2008 and is domiciled in Jersey.;Produkt sleduje dvakrát využívající výkon futures kontraktů na Platinum. TER (celkový poměr nákladů) ETC činí 0,98% p.a .. ETC replikuje výkon podkladového indexu synteticky s výměnou. WisdomTree Platinum 2x denně páku je velmi malá atd. S řízením 14 metrů Euro. ETC byl spuštěn 11. března 2008 a je se sídlem v Jersey.;0.98%;0.98;EUR 14m;14.0;EUR;USD;Jersey;WisdomTree;11 March 2008;;;Synthetic;UCITS;;risk  Leverage    Sustainability  No;;USD    Currency risk  Currency;Leverage    Sustainability  No;Akcie;True;Celosvětově;;65.85;41.67;19.3;94.29;14.29;9.68;67.9;-24.45;17.87;-24.18;-24.32;-91.61;58.9;56.04;57.82;1.12;0.22;0.06;-33.33;-50.97;-67.53;-96.86;;;;;XETRA;4RUM;4;;;;;;;2025-09-22T00:16:47.730709;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;XETRA;EUR;4RUM;;;;gettex;EUR;4RUM;;;;Borsa Italiana;EUR;LPLA;;;;London Stock Exchange;USD;LPLA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;40.0;1.0;1.0;15.0;5.0;18.0
JE00B2NFV803;WisdomTree Cocoa 2x Daily Leveraged;https://www.justetf.com/en/etf-profile.html?isin=JE00B2NFV803;The WisdomTree Cocoa 2x Daily Leveraged seeks to track the Bloomberg Cocoa Leverage (2x) index. The Bloomberg Cocoa Leverage (2x) index tracks the two times leveraged performance of the Bloomberg Cocoa index. The Bloomberg Cocoa index tracks the price of futures contracts on cocoa. The ETC's TER (total expense ratio) amounts to 0.98% p.a.. The ETC replicates the performance of the underlying index synthetically with a swap. The WisdomTree Cocoa 2x Daily Leveraged is a small ETC with 21m Euro assets under management. The ETC was launched on 11 March 2008 and is domiciled in Jersey.;WisdomTree Cocoa 2x Daily Leveraged se snaží sledovat index kakaového pákového pákového efektu Bloomberg (2x). Index kakaa Bloomberg Cocoa Leave (2x) sleduje dvakrát využívaný výkon indexu Bloomberg Cocoa. Index kakaa Bloomberg sleduje cenu futures kontraktů na kakao. TER (celkový poměr nákladů) ETC činí 0,98% p.a .. ETC replikuje výkon podkladového indexu synteticky s výměnou. WisdomTree Cocoa 2x Daily Leveraged je malý atd. S řízením 21 metrů euro. ETC byl spuštěn 11. března 2008 a je se sídlem v Jersey.;0.98%;0.98;EUR 21m;21.0;EUR;USD;Jersey;WisdomTree;11 March 2008;;;Synthetic;UCITS;;Commodities, Agriculture, Cocoa;;USD    Currency risk  Currency;Leverage    Sustainability  No;Komodity;True;Celosvětově;;-21.67;983.6;603.94;-66.21;-22.35;-31.98;-19.22;-12.62;-7.41;145.4;1.062;48.69;112.38;97.21;81.31;-0.19;1.25;0.59;-71.97;-71.97;-71.97;-90.2;;;;;Extracted (method 1);4RUP;0;;;;;;;2025-09-22T00:16:53.239054;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;42.0;1.0;1.0;15.0;5.0;20.0
JE00B2QXZK10;WisdomTree Cocoa;https://www.justetf.com/en/etf-profile.html?isin=JE00B2QXZK10;The WisdomTree Cocoa seeks to track the Bloomberg Cocoa index. The Bloomberg Cocoa index tracks the price of futures contracts on cocoa. The ETC's TER (total expense ratio) amounts to 0.49% p.a.. The WisdomTree Cocoa is the only ETC that tracks the Bloomberg Cocoa index. The ETC replicates the performance of the underlying index synthetically with a swap. The WisdomTree Cocoa is a small ETC with 22m Euro assets under management. The ETC was launched on 9 November 2009 and is domiciled in Jersey.;Kakao WisdomTree se snaží sledovat index kakaa Bloomberg. Index kakaa Bloomberg sleduje cenu futures kontraktů na kakao. TER (celkový poměr nákladů) ETC činí 0,49% p.a. Kakao WisdomTree je jediné atd., Které sleduje index Bloomberg Cocoa. ETC replikuje výkon podkladového indexu synteticky s výměnou. Kakao WisdomTree je malé atd. S 22 miliony euro ve správě. ETC byl spuštěn 9. listopadu 2009 a je se sídlem v Jersey.;0.49%;0.49;EUR 22m;22.0;EUR;USD;Jersey;WisdomTree;9 November 2009;;;Synthetic;UCITS;;Commodities, Agriculture, Cocoa;;USD    Currency risk  Currency;1;Komodity;False;Celosvětově;;2.57;380.36;350.21;-35.14;-11.51;-15.67;-5.78;0.44;2.64;62.23;338.89;278.87;55.22;47.8;40.15;0.05;1.44;0.87;-42.02;-42.02;-42.02;-53.3;;;;;Extracted (method 1);COCO;0;;;;;;;2025-09-22T00:16:58.388725;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;53.0;12.0;1.0;15.0;5.0;20.0
JE00B44F1611;WisdomTree WTI Crude Oil - EUR Daily Hedged;https://www.justetf.com/en/etf-profile.html?isin=JE00B44F1611;The WisdomTree WTI Crude Oil - EUR Daily Hedged seeks to track the Bloomberg WTI Crude Oil (EUR Hedged) index. The Bloomberg WTI Crude Oil (EUR Hedged) index tracks the price of futures contracts on WTI Crude Oil. Currency hedged to Euro (EUR). The ETC's TER (total expense ratio) amounts to 0.49% p.a.. The WisdomTree WTI Crude Oil - EUR Daily Hedged is the only ETC that tracks the Bloomberg WTI Crude Oil (EUR Hedged) index. The ETC replicates the performance of the underlying index synthetically with a swap. The WisdomTree WTI Crude Oil - EUR Daily Hedged is a small ETC with 23m Euro assets under management. The ETC was launched on 15 March 2012 and is domiciled in Jersey.;Rorová ropa Wisdomtree WTI - EUR Denní zajišťovaná usiluje o sledování indexu Bloomberg WTI (EUR Hedged). Index ropy Bloomberg WTI (Hedged) sleduje cenu futures kontraktů na ropu WTI. Měna zajišťovala euro (EUR). TER (celkový poměr nákladů) ETC činí 0,49% p.a. Rorová ropa WisdomTree - EUR Denní zajišťovaná je jediným atd., Který sleduje index Bloomberg WTI (EUR Hedged). ETC replikuje výkon podkladového indexu synteticky s výměnou. Rorová ropa WisdomTree WTI - Eur Daily Hedged je malá atd. S managementem 23 milionů euro. ETC bylo zahájeno 15. března 2012 a je bydliště v Jersey.;0.49%;0.49;EUR 23m;23.0;EUR;EUR;Jersey;WisdomTree;15 March 2012;;;Synthetic;UCITS;;Commodities, Energy, Crude Oil;;EUR    Currency risk  Currency;1;Komodity;False;Celosvětově;;-1.17;-4.17;116.24;-4.17;2.02;-10.92;0.8;58.21;19.81;-5.91;10.46;-68.02;30.96;30.9;35.05;-0.04;-0.05;0.48;-25.68;-27.91;-41.5;-94.03;;;;;Extracted (method 1);00XM;0;;;;;;;2025-09-22T00:17:05.761245;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;39.0;12.0;1.0;13.0;5.0;8.0
JE00B4PDKD43;WisdomTree Copper - EUR Daily Hedged;https://www.justetf.com/en/etf-profile.html?isin=JE00B4PDKD43;The WisdomTree Copper - EUR Daily Hedged seeks to track the Bloomberg Copper (EUR Hedged) index. The Bloomberg Copper (EUR Hedged) index tracks the price of futures contracts on copper. Currency hedged to Euro (EUR). The ETC's TER (total expense ratio) amounts to 0.49% p.a.. The WisdomTree Copper - EUR Daily Hedged is the only ETC that tracks the Bloomberg Copper (EUR Hedged) index. The ETC replicates the performance of the underlying index synthetically with a swap. The WisdomTree Copper - EUR Daily Hedged is a small ETC with 51m Euro assets under management. The ETC was launched on 15 May 2012 and is domiciled in Jersey.;WisdomTree Copper - EUR DEAKED HEDGED se snaží sledovat index Bloomberg Copper (EUR Hedged). Index Bloomberg Copper (Hedged) sleduje cenu futures kontraktů na mědi. Měna zajišťovala euro (EUR). TER (celkový poměr nákladů) ETC činí 0,49% p.a. Měď WisdomTree - Eur Daily Hedged je jediným atd., Který sleduje index Bloomberg Copper (Hedged). ETC replikuje výkon podkladového indexu synteticky s výměnou. WisdomTree Copper - EUR DEADE HEDGED je malá atd. S managementem 51 milionů euro. ETC byl spuštěn 15. května 2012 a je se sídlem v Jersey.;0.49%;0.49;EUR 51m;51.0;EUR;EUR;Jersey;WisdomTree;15 May 2012;;;Synthetic;UCITS;;Commodities, Industrial Metals, Copper;;EUR    Currency risk  Currency;1;Komodity;False;Celosvětově;;0.81;21.43;28.52;9.84;3.03;-6.97;-12.51;23.96;-17.47;0.15;2.1;-18.96;35.61;27.04;26.23;0.02;0.25;0.2;-25.26;-25.26;-36.11;-57.65;;;;;Extracted (method 1);00XL;0;;;;;;;2025-09-22T00:17:12.002018;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;49.0;12.0;1.0;13.0;5.0;18.0
JE00B4RKQV36;WisdomTree Gold - EUR Daily Hedged;https://www.justetf.com/en/etf-profile.html?isin=JE00B4RKQV36;The product tracks the price of futures contracts on gold. Currency hedged to Euro (EUR). The ETC's TER (total expense ratio) amounts to 0.49% p.a.. The WisdomTree Gold - EUR Daily Hedged is the only ETC that tracks the Gold Future (EUR Hedged) index. The ETC replicates the performance of the underlying index synthetically with a swap. The WisdomTree Gold - EUR Daily Hedged is a small ETC with 25m Euro assets under management. The ETC was launched on 15 March 2012 and is domiciled in Jersey.;Produkt sleduje cenu futures kontraktů na zlato. Měna zajišťovala euro (EUR). TER (celkový poměr nákladů) ETC činí 0,49% P.A .. WISDOMODTREE GOLD - EUR DEADE HEDGED je jediným atd., Který sleduje index zlaté budoucnosti (zajišťovaný EUR). ETC replikuje výkon podkladového indexu synteticky s výměnou. WisdomTree Gold - EUR DEAKED HEDGED je malý atd. S managementem 25 milionů euro. ETC bylo zahájeno 15. března 2012 a je bydliště v Jersey.;0.49%;0.49;EUR 25m;25.0;EUR;EUR;Jersey;WisdomTree;15 March 2012;;;Synthetic;UCITS;;risk  Long-only    Sustainability  No;;EUR    Currency risk  Currency;1;Komodity;False;Celosvětově;;35.04;91.52;51.56;34.33;10.3;6.94;17.58;-6.53;-4.84;8.19;22.85;28.19;17.8;15.38;15.36;1.97;1.57;0.56;-8.26;-12.92;-23.38;-43.23;;;;;XETRA;00XN;3;;;;;;;2025-09-22T00:17:18.557928;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;XETRA;EUR;00XN;;;;gettex;EUR;00XN;;;;Borsa Italiana;EUR;EBUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;51.0;12.0;1.0;13.0;5.0;20.0
JE00B588CD74;WisdomTree Physical Swiss Gold;https://www.justetf.com/en/etf-profile.html?isin=JE00B588CD74;The product tracks the spot price of gold in US Dollar. The ETC's TER (total expense ratio) amounts to 0.15% p.a.. The ETC replicates the performance of the underlying index with a collateralised debt obligation which is backed by physical holdings of the precious metal. The WisdomTree Physical Swiss Gold is a very large ETC with 3,815m Euro assets under management. The ETC was launched on 16 December 2009 and is domiciled in Jersey.;Produkt sleduje spotovou cenu zlata v americkém dolaru. Ter (celkový poměr nákladů) ETC činí 0,15% p.a. ETC replikuje výkon podkladového indexu s kolateralizovaným dluhovým závazkem, který je podporován fyzickým držením drahého kovu. Fyzické švýcarské zlato WisdomTree je velmi velké atd. S managementem 3 815 milionů euro. ETC byl spuštěn 16. prosince 2009 a má bydliště v Jersey.;0.15%;0.15;EUR 3815m;3815.0;EUR;USD;Jersey;WisdomTree;16 December 2009;;;Physical;UCITS;;Precious Metals, Gold;;USD    Currency risk  Currency;1;Komodity;False;Celosvětově;;35.23;86.78;87.78;24.27;9.52;6.48;12.44;3.95;5.57;9.68;34.44;282.94;16.4;14.94;15.03;2.15;1.55;0.89;-6.67;-7.47;-14.31;-37.52;;;;;XETRA;GZUR;6;;;;;;;2025-09-22T00:17:24.092201;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IT;24.27;;;;;;;;;Euronext Amsterdam;EUR;SGBS;;;;Borsa Italiana;EUR;SGBS;;;;London Stock Exchange;GBX;SGBX;;;;London Stock Exchange;USD;SGBS;;;;XETRA;EUR;GZUR;;;;gettex;EUR;GZUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;75.0;22.0;13.0;15.0;5.0;20.0
JE00B5SV2703;WisdomTree Silver - EUR Daily Hedged;https://www.justetf.com/en/etf-profile.html?isin=JE00B5SV2703;The product tracks the price of futures contracts on silver. Currency hedged to Euro (EUR). The ETC's TER (total expense ratio) amounts to 0.49% p.a.. The WisdomTree Silver - EUR Daily Hedged is the only ETC that tracks the Silver Future (EUR Hedged) index. The ETC replicates the performance of the underlying index synthetically with a swap. The WisdomTree Silver - EUR Daily Hedged is a small ETC with 73m Euro assets under management. The ETC was launched on 6 July 2012 and is domiciled in Jersey.;Produkt sleduje cenu futures kontraktů na stříbro. Měna zajišťovala euro (EUR). TER (celkový poměr nákladů) ETC činí 0,49% P.A .. WISDOMODTREE SILVER - EUR DEADE HEDGED je jediným atd., Který sleduje index Silver Future (Hedged). ETC replikuje výkon podkladového indexu synteticky s výměnou. WisdomTree Silver - EUR DEAKED HEDGED je malý atd. S managementem 73 milionů euro. ETC bylo zahájeno 6. července 2012 a je se sídlem v Jersey.;0.49%;0.49;EUR 73m;73.0;EUR;EUR;Jersey;WisdomTree;6 July 2012;;;Synthetic;UCITS;;risk  Long-only    Sustainability  No;;EUR    Currency risk  Currency;1;Akcie;False;Celosvětově;;30.3;92.18;25.78;41.56;13.72;13.91;21.99;-14.34;-2.23;-4.79;16.55;-29.0;27.49;28.5;29.92;1.1;0.85;0.16;-18.31;-21.2;-43.81;-74.77;;;;;XETRA;00XR;3;;;;;;;2025-09-22T00:17:31.401396;success;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;XETRA;EUR;00XR;;;;gettex;EUR;00XR;;;;Borsa Italiana;EUR;ESVR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;51.0;12.0;1.0;13.0;5.0;20.0
